age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
28,athletic,,often,never,graduated from masters program,white,71,80000,"san francisco, california",,straight,has dogs,catholicism and somewhat serious about it,f,,no,"english, french (fluently), italian (fluently), arabic (poorly)",single,non_stem
35,average,,socially,never,graduated from college/university,asian,68,,"san leandro, california",doesn&rsquo;t have kids,straight,,,m,aries but it doesn&rsquo;t matter,no,english,single,stem
35,athletic,mostly vegetarian,socially,never,graduated from masters program,white,59,,"san francisco, california",,straight,,,f,taurus but it doesn&rsquo;t matter,no,english,single,non_stem
22,skinny,mostly vegetarian,socially,sometimes,working on college/university,white,73,,"fairfax, california",,straight,likes dogs and likes cats,other and laughing about it,m,sagittarius,no,"english, spanish (okay)",single,non_stem
39,average,,socially,never,graduated from college/university,white,65,,"san francisco, california",,straight,,,f,,no,english,single,non_stem
23,athletic,,not at all,never,graduated from two-year college,black,70,,"oakland, california",has a kid,straight,,,m,gemini,no,english,single,non_stem
32,average,strictly anything,socially,never,graduated from college/university,other,69,,"san francisco, california",,straight,likes dogs and likes cats,other and laughing about it,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
27,athletic,mostly anything,socially,never,graduated from masters program,indian,66,,"albany, california",,straight,,hinduism but not too serious about it,m,leo and it&rsquo;s fun to think about,no,english,single,stem
47,thin,mostly anything,socially,never,graduated from masters program,white,64,50000,"berkeley, california",doesn&rsquo;t want kids,straight,likes dogs and has cats,buddhism and laughing about it,f,virgo and it&rsquo;s fun to think about,no,english (okay),single,non_stem
24,average,anything,not at all,never,college/university,white,69,,"san francisco, california",,straight,likes dogs and dislikes cats,other,f,pisces,no,english,single,non_stem
22,thin,strictly vegetarian,rarely,sometimes,graduated from college/university,hispanic / latin,71,,"palo alto, california",,straight,,other,m,capricorn and it&rsquo;s fun to think about,sometimes,english,single,non_stem
42,average,mostly anything,not at all,never,,hispanic / latin,64,,"san bruno, california",,straight,likes dogs,other,f,taurus,no,english,single,non_stem
26,thin,,,never,,,68,,"pleasant hill, california",doesn&rsquo;t have kids,straight,,,m,,,english,single,non_stem
31,thin,,often,sometimes,graduated from college/university,white,72,20000,"san francisco, california",,straight,likes dogs and dislikes cats,other,m,taurus,no,english,single,non_stem
20,fit,anything,socially,never,working on college/university,"hispanic / latin, white",65,,"redwood city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity and somewhat serious about it,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single,non_stem
31,curvy,,,never,graduated from college/university,white,67,80000,"san francisco, california",,straight,,agnosticism,f,,,"english, french, russian",single,non_stem
27,fit,,not at all,never,graduated from college/university,white,64,80000,"san francisco, california",doesn&rsquo;t want kids,gay,likes dogs and has cats,atheism and very serious about it,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), french (poorly)",single,non_stem
25,rather not say,anything,often,sometimes,,hispanic / latin,66,20000,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,catholicism and somewhat serious about it,f,,sometimes,"english (fluently), spanish (okay)",single,non_stem
28,,,socially,sometimes,graduated from college/university,,69,,"redwood city, california",,straight,,,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly), french (poorly), hindi (fluently), italian (poorly)",single,non_stem
26,average,,,,graduated from college/university,asian,63,,"san francisco, california",,straight,likes dogs,,f,gemini,,"english, chinese",single,non_stem
25,jacked,mostly anything,very often,never,graduated from masters program,white,65,,"san francisco, california",,straight,has dogs and likes cats,judaism and laughing about it,f,scorpio but it doesn&rsquo;t matter,no,"english (okay), spanish (okay), hebrew (okay)",single,non_stem
19,curvy,,socially,never,working on college/university,black,61,,"san francisco, california",,straight,,,f,virgo and it&rsquo;s fun to think about,no,english,single,student
52,a little extra,mostly anything,socially,never,graduated from college/university,asian,59,,"martinez, california",has kids,straight,has dogs,catholicism and very serious about it,f,capricorn but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
37,average,strictly anything,socially,,graduated from masters program,white,74,,"san francisco, california",,straight,,other and laughing about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,stem
32,athletic,,socially,never,graduated from college/university,white,69,,"san francisco, california",,straight,,agnosticism and laughing about it,m,leo,no,"english (fluently), spanish (okay)",single,non_stem
43,athletic,strictly anything,rarely,never,graduated from masters program,white,73,100000,"oakland, california",,straight,has cats,,m,,no,english,available,stem
26,average,,socially,sometimes,working on masters program,asian,65,,"san francisco, california",,straight,,buddhism and laughing about it,m,,yes,"english (okay), thai (fluently)",single,student
56,a little extra,mostly anything,socially,sometimes,graduated from masters program,white,67,,"oakland, california",has a kid,straight,likes dogs and likes cats,other and laughing about it,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",available,non_stem
26,fit,mostly vegetarian,socially,never,graduated from masters program,indian,64,100000,"san mateo, california",doesn&rsquo;t have kids,straight,,hinduism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english, hindi",single,stem
28,,,socially,,,white,71,,"san francisco, california",,straight,,atheism and laughing about it,m,,,english,available,stem
37,average,mostly vegetarian,socially,,graduated from college/university,white,69,,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,agnosticism but not too serious about it,f,libra,no,english,single,non_stem
24,a little extra,mostly anything,socially,never,,white,76,30000,"san pablo, california","has a kid, and might want more",straight,has dogs and has cats,other but not too serious about it,m,leo and it&rsquo;s fun to think about,when drinking,english (fluently),seeing someone,non_stem
32,athletic,mostly anything,socially,never,graduated from two-year college,white,67,60000,"san mateo, california",,straight,likes dogs and likes cats,christianity but not too serious about it,f,leo and it&rsquo;s fun to think about,no,english,single,stem
26,average,,often,never,working on masters program,,73,,"san mateo, california",,straight,,,m,scorpio but it doesn&rsquo;t matter,no,english,single,student
32,,,rarely,never,working on college/university,white,71,,"daly city, california",,straight,likes dogs and likes cats,other and somewhat serious about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), sign language (okay), spanish (okay)",single,non_stem
44,fit,,often,never,graduated from college/university,asian,68,,"san francisco, california",,straight,has dogs,,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)",single,non_stem
24,athletic,mostly anything,socially,sometimes,,black,65,,"oakland, california",,straight,,christianity,m,aquarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)",single,non_stem
60,a little extra,strictly anything,socially,never,graduated from masters program,white,66,,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,judaism,m,libra and it&rsquo;s fun to think about,,"english (fluently), german (poorly), yiddish (poorly)",single,non_stem
42,average,,socially,never,graduated from masters program,white,66,,"oakland, california",,straight,has cats,buddhism,f,aries and it matters a lot,yes,english,single,non_stem
26,fit,mostly anything,socially,,graduated from college/university,hispanic / latin,68,,"san francisco, california",,straight,,buddhism and laughing about it,m,,no,"english (fluently), spanish (fluently), french (okay)",single,non_stem
51,average,mostly vegetarian,socially,never,graduated from ph.d program,white,70,1000000,"san francisco, california","has a kid, but doesn&rsquo;t want more",straight,has dogs,christianity and somewhat serious about it,m,taurus but it doesn&rsquo;t matter,no,english,single,stem
31,average,,socially,never,graduated from college/university,white,66,,"san francisco, california",,straight,likes dogs,agnosticism and laughing about it,f,aries but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), spanish (poorly)",single,non_stem
32,athletic,mostly vegetarian,socially,never,graduated from college/university,hispanic / latin,72,,"san francisco, california",,straight,likes dogs and likes cats,other,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), portuguese (okay)",single,non_stem
49,average,anything,socially,,graduated from masters program,asian,70,,"palo alto, california",,straight,has dogs,,m,capricorn and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
21,fit,mostly vegetarian,socially,never,working on two-year college,"native american, white",68,20000,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,agnosticism and laughing about it,f,leo but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
25,average,anything,socially,never,graduated from college/university,white,67,,"pacifica, california",,straight,likes dogs,other but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,no,english,seeing someone,non_stem
35,thin,mostly vegetarian,rarely,never,graduated from college/university,white,62,,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,,f,,no,"english (fluently), italian (fluently), french (okay)",single,non_stem
31,average,,socially,never,graduated from masters program,asian,65,,"san francisco, california",,straight,likes dogs and likes cats,,f,libra,no,"english (fluently), chinese (okay)",single,non_stem
31,average,,socially,never,graduated from two-year college,asian,70,,"san rafael, california",has a kid,straight,,,m,sagittarius,when drinking,"english (fluently), other (fluently)",single,non_stem
27,athletic,mostly anything,socially,never,graduated from college/university,asian,66,,"san francisco, california",,straight,likes dogs,christianity,m,capricorn but it doesn&rsquo;t matter,no,"english, chinese",single,non_stem
38,thin,mostly anything,rarely,never,dropped out of space camp,white,71,,"half moon bay, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,other and laughing about it,m,cancer,no,english (fluently),single,non_stem
33,athletic,,often,never,graduated from masters program,asian,68,,"san francisco, california",,straight,,christianity,f,,no,"english, korean, spanish",single,stem
29,fit,mostly anything,often,never,graduated from masters program,white,77,40000,"redwood city, california",,straight,,judaism and somewhat serious about it,m,gemini and it&rsquo;s fun to think about,no,english,single,non_stem
28,thin,,socially,never,graduated from college/university,"hispanic / latin, white",68,,"san francisco, california",,gay,has dogs,agnosticism and laughing about it,m,cancer and it&rsquo;s fun to think about,no,english,single,non_stem
44,average,,rarely,never,graduated from college/university,white,72,,"mountain view, california",has kids,straight,likes dogs,christianity and somewhat serious about it,m,cancer but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
41,thin,mostly vegan,not at all,never,graduated from two-year college,white,66,,"oakland, california",,gay,likes dogs and has cats,,f,virgo and it&rsquo;s fun to think about,no,english (fluently),available,non_stem
45,fit,,socially,never,working on masters program,white,68,,"san carlos, california",,gay,likes dogs and dislikes cats,other,m,pisces,no,"english (fluently), spanish (okay)",single,non_stem
22,thin,mostly vegetarian,socially,never,graduated from college/university,hispanic / latin,63,,"berkeley, california",,straight,likes dogs and likes cats,catholicism but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single,non_stem
29,athletic,strictly vegetarian,socially,never,graduated from college/university,,63,,"san francisco, california",doesn&rsquo;t have kids,straight,,,f,,no,english,single,non_stem
26,thin,mostly anything,socially,never,graduated from college/university,white,70,,"san francisco, california",,straight,likes dogs and likes cats,judaism,m,aquarius,no,"english, c++ (fluently), french (okay), lisp (poorly)",single,stem
27,fit,mostly anything,socially,never,graduated from college/university,white,67,70000,"san mateo, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (okay), hindi (poorly)",single,non_stem
41,average,mostly other,,never,working on college/university,,71,,"san francisco, california","doesn&rsquo;t have kids, but might want them",gay,likes dogs and likes cats,other and very serious about it,m,virgo and it&rsquo;s fun to think about,no,english,single,non_stem
20,a little extra,strictly anything,socially,sometimes,working on college/university,other,74,1000000,"berkeley, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and likes cats,agnosticism and laughing about it,m,virgo and it&rsquo;s fun to think about,trying to quit,english (fluently),single,student
46,average,mostly anything,socially,never,graduated from college/university,pacific islander,68,,"san francisco, california",doesn&rsquo;t have kids,straight,,christianity but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), tagalog (fluently), french (poorly)",single,non_stem
26,athletic,mostly anything,socially,never,graduated from high school,hispanic / latin,71,40000,"alameda, california",doesn&rsquo;t want kids,straight,,agnosticism and laughing about it,m,sagittarius and it&rsquo;s fun to think about,when drinking,"english, spanish (fluently)",single,non_stem
29,average,strictly vegetarian,often,,graduated from college/university,white,68,,"san francisco, california",,straight,,catholicism and laughing about it,f,taurus,no,english,single,non_stem
26,average,,often,never,dropped out of space camp,white,71,,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,atheism and laughing about it,m,libra,trying to quit,english,single,stem
26,,,socially,,graduated from college/university,asian,62,,"san francisco, california",,straight,,agnosticism but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,"english, chinese (okay), spanish (poorly)",single,non_stem
26,thin,mostly anything,socially,,working on med school,asian,63,,"san francisco, california",,straight,likes dogs,agnosticism but not too serious about it,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently), spanish (poorly)",single,non_stem
24,a little extra,,not at all,never,,white,73,1000000,"daly city, california",,straight,,,m,,trying to quit,"english, russian",single,non_stem
36,thin,strictly vegetarian,rarely,never,graduated from college/university,white,65,,"oakland, california",,straight,likes dogs and has cats,buddhism,f,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), portuguese (poorly), sanskrit (poorly), hebrew (poorly)",single,non_stem
39,fit,,often,,,black,74,,"san francisco, california",,gay,has dogs,other,m,leo,,"english, german, yiddish, french, english",single,non_stem
35,jacked,mostly anything,socially,never,graduated from college/university,asian,70,,"san francisco, california",,straight,,,m,cancer and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (poorly)",single,non_stem
25,skinny,mostly anything,rarely,never,graduated from college/university,asian,60,,"oakland, california",,straight,,christianity but not too serious about it,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",available,non_stem
40,fit,strictly vegetarian,socially,never,graduated from college/university,white,68,,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,christianity but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,"english, french (okay)",seeing someone,non_stem
24,fit,strictly vegetarian,socially,sometimes,graduated from masters program,white,70,,"berkeley, california",,straight,likes dogs and likes cats,judaism but not too serious about it,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), hebrew (poorly)",single,student
23,,,not at all,never,working on two-year college,,66,,"san francisco, california",doesn&rsquo;t want kids,bisexual,has cats,other,f,aquarius and it&rsquo;s fun to think about,no,english,single,non_stem
24,athletic,anything,socially,,working on college/university,white,66,,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and dislikes cats,judaism but not too serious about it,m,sagittarius,no,"english, french (poorly), japanese (poorly), yiddish (okay), hebrew (poorly)",single,non_stem
24,athletic,anything,often,never,graduated from college/university,asian,76,,"san francisco, california",,straight,likes dogs and likes cats,,m,libra,no,"english, chinese",single,stem
27,skinny,,socially,never,graduated from college/university,white,66,,"san francisco, california",,gay,likes dogs,,f,aquarius,no,english,seeing someone,non_stem
25,fit,mostly vegetarian,socially,sometimes,working on college/university,white,72,,"el cerrito, california",,straight,,agnosticism but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,"english (okay), c++ (fluently), japanese (poorly)",single,stem
36,,vegetarian,rarely,sometimes,working on college/university,,70,,"oakland, california",,straight,likes dogs and likes cats,,m,sagittarius,no,"english (fluently), spanish (okay)",single,non_stem
31,,mostly anything,socially,,working on masters program,white,67,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,agnosticism,f,sagittarius and it&rsquo;s fun to think about,when drinking,english,single,non_stem
24,athletic,,socially,,graduated from college/university,white,62,,"stanford, california",,bisexual,likes dogs and likes cats,,f,leo but it doesn&rsquo;t matter,no,english,available,non_stem
38,fit,mostly anything,socially,,graduated from masters program,white,73,,"san francisco, california",,straight,likes dogs and likes cats,agnosticism,m,pisces and it&rsquo;s fun to think about,when drinking,"english (fluently), french (fluently), portuguese (poorly)",single,non_stem
25,average,mostly anything,rarely,never,graduated from college/university,asian,70,,"san mateo, california",,straight,,agnosticism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently)",single,stem
34,average,anything,not at all,never,graduated from masters program,asian,60,,"san mateo, california",,straight,has cats,,f,,no,"english (fluently), chinese (okay)",single,stem
28,a little extra,strictly anything,socially,sometimes,graduated from college/university,white,74,,"san francisco, california",,straight,likes dogs and dislikes cats,agnosticism and laughing about it,m,,no,english,single,non_stem
34,average,mostly vegetarian,,never,,white,70,,"san francisco, california",,straight,likes dogs and has cats,,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,stem
30,fit,strictly vegetarian,socially,never,graduated from college/university,white,64,,"san francisco, california",,straight,likes dogs,agnosticism and somewhat serious about it,f,leo but it doesn&rsquo;t matter,no,english,single,student
35,skinny,,socially,never,graduated from college/university,white,63,,"alameda, california",,straight,,,m,libra but it doesn&rsquo;t matter,no,english (fluently),single,stem
26,average,mostly anything,socially,never,graduated from college/university,white,72,,"san mateo, california",,gay,likes dogs and likes cats,other but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,stem
24,athletic,strictly anything,socially,sometimes,working on college/university,white,72,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism and very serious about it,m,libra,no,"english (fluently), french (poorly)",single,non_stem
40,fit,,very often,never,graduated from masters program,white,73,150000,"san francisco, california",,straight,,,m,,no,english,single,stem
32,skinny,mostly anything,rarely,never,graduated from college/university,white,68,80000,"san mateo, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,christianity but not too serious about it,m,aries but it doesn&rsquo;t matter,no,english,single,non_stem
26,overweight,,socially,sometimes,graduated from college/university,white,72,,"san francisco, california",,straight,has dogs and likes cats,atheism but not too serious about it,m,gemini but it doesn&rsquo;t matter,sometimes,english,single,student
35,fit,mostly other,socially,never,graduated from college/university,white,66,,"oakland, california",has a kid,straight,likes dogs and has cats,atheism and very serious about it,f,libra but it doesn&rsquo;t matter,no,"english, spanish (poorly)",single,non_stem
24,thin,other,socially,never,working on masters program,white,64,,"san francisco, california",,straight,likes dogs and has cats,agnosticism but not too serious about it,f,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), yiddish (poorly)",seeing someone,non_stem
28,athletic,mostly vegetarian,socially,,graduated from college/university,white,75,20000,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,agnosticism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,"english, spanish (poorly)",seeing someone,stem
26,a little extra,mostly anything,socially,never,graduated from college/university,white,74,20000,"vallejo, california",doesn&rsquo;t want kids,straight,has cats,other and laughing about it,m,libra and it&rsquo;s fun to think about,sometimes,english (fluently),single,non_stem
26,fit,,socially,,graduated from masters program,hispanic / latin,65,,"hayward, california",,straight,,other and somewhat serious about it,m,sagittarius,,"english (fluently), spanish (poorly)",single,non_stem
27,athletic,,socially,never,graduated from college/university,black,71,,"san francisco, california",,straight,,islam,m,taurus but it doesn&rsquo;t matter,no,"english, french (okay), arabic (poorly)",single,stem
29,thin,mostly anything,socially,never,graduated from college/university,white,76,,"sausalito, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other and very serious about it,m,leo and it&rsquo;s fun to think about,when drinking,"english (fluently), japanese (poorly), french (poorly), german (poorly)",single,non_stem
37,athletic,mostly anything,rarely,never,graduated from med school,other,62,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,"english, french (poorly), spanish (poorly), german (poorly), swedish (poorly)",single,non_stem
29,athletic,anything,socially,never,graduated from college/university,white,74,,"san francisco, california",,gay,likes dogs and dislikes cats,,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (okay)",single,non_stem
25,average,anything,socially,never,college/university,pacific islander,71,20000,"oakland, california",,straight,,agnosticism and laughing about it,m,virgo and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
27,average,,often,sometimes,graduated from two-year college,white,70,,"san francisco, california",,straight,,buddhism and laughing about it,m,taurus,yes,english,single,non_stem
39,thin,anything,socially,never,graduated from college/university,asian,65,,"pleasant hill, california",,straight,,christianity but not too serious about it,f,capricorn but it doesn&rsquo;t matter,no,english,single,non_stem
38,fit,mostly anything,socially,never,graduated from masters program,indian,71,150000,"san francisco, california",doesn&rsquo;t have kids,straight,,agnosticism but not too serious about it,m,leo,no,english,single,non_stem
49,athletic,,rarely,never,dropped out of college/university,white,70,100000,"walnut creek, california",has kids,straight,,judaism and laughing about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), english (fluently)",single,non_stem
23,average,,socially,never,working on college/university,,62,,"san francisco, california",,straight,,,f,libra,no,english,single,student
23,average,,socially,never,working on college/university,asian,61,,"el cerrito, california",,straight,likes dogs and has cats,,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently), spanish (poorly)",single,non_stem
23,fit,mostly anything,socially,never,graduated from college/university,white,68,,"berkeley, california",,straight,likes dogs,agnosticism but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,"english, russian, spanish",single,non_stem
30,fit,mostly anything,socially,,working on ph.d program,,75,500000,"berkeley, california",,straight,likes dogs and likes cats,,m,taurus,,english (poorly),single,student
45,,mostly anything,socially,never,graduated from masters program,asian,62,,"emeryville, california",,straight,likes dogs and likes cats,christianity,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), korean (fluently), spanish (poorly), japanese (poorly)",single,non_stem
25,average,,often,never,graduated from college/university,asian,70,80000,"south san francisco, california",doesn&rsquo;t have kids,straight,has dogs,,m,,yes,"english (fluently), chinese (fluently)",single,non_stem
24,athletic,mostly anything,socially,never,working on masters program,asian,67,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,christianity but not too serious about it,m,,no,english (fluently),single,non_stem
29,fit,mostly anything,socially,,graduated from college/university,white,70,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,,m,,no,english,single,non_stem
27,a little extra,,socially,never,graduated from college/university,"pacific islander, white",67,,"hayward, california",,straight,likes dogs and likes cats,christianity but not too serious about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,stem
28,skinny,,socially,sometimes,graduated from college/university,white,65,,"san francisco, california",doesn&rsquo;t want kids,bisexual,likes dogs and likes cats,,f,sagittarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)",available,stem
28,athletic,,socially,never,graduated from masters program,black,73,,"walnut creek, california",,straight,likes dogs,christianity,m,gemini,no,english,single,student
27,athletic,anything,socially,never,graduated from masters program,white,74,,"san francisco, california",,straight,,atheism,m,,no,english,single,stem
29,,strictly anything,,,,,72,,"oakland, california",,straight,,,m,,,english,single,non_stem
37,skinny,mostly anything,not at all,never,,white,62,,"san francisco, california",,bisexual,,,f,aries,yes,"english, german (fluently), english (fluently), italian (poorly), danish (poorly)",single,non_stem
54,fit,strictly anything,socially,never,graduated from college/university,white,69,30000,"oakland, california",,straight,likes dogs,other and laughing about it,m,libra but it doesn&rsquo;t matter,no,english,single,non_stem
45,athletic,mostly anything,socially,never,graduated from college/university,white,65,,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,english,single,non_stem
20,,,,never,graduated from two-year college,white,66,,"burlingame, california",,straight,likes dogs and likes cats,,f,libra and it&rsquo;s fun to think about,,"english (fluently), german (fluently), french (okay)",single,non_stem
38,curvy,anything,socially,never,graduated from college/university,white,67,,"san leandro, california",,straight,has dogs and has cats,catholicism and somewhat serious about it,f,libra and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
24,average,mostly vegetarian,often,sometimes,working on college/university,white,66,,"berkeley, california",,straight,likes dogs and likes cats,atheism and very serious about it,m,pisces but it doesn&rsquo;t matter,when drinking,english (fluently),single,student
31,overweight,mostly anything,rarely,never,graduated from two-year college,white,70,80000,"burlingame, california",doesn&rsquo;t want kids,straight,has dogs and dislikes cats,atheism and laughing about it,m,capricorn but it doesn&rsquo;t matter,yes,english,single,stem
25,athletic,strictly anything,socially,never,graduated from college/university,white,76,,"san francisco, california",,straight,,,m,gemini but it doesn&rsquo;t matter,,english,single,non_stem
22,average,strictly anything,rarely,sometimes,graduated from college/university,white,73,,"san francisco, california",,straight,,atheism and laughing about it,m,virgo but it doesn&rsquo;t matter,sometimes,english,single,stem
37,fit,mostly anything,socially,never,graduated from masters program,white,66,,"oakland, california","doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,,f,libra,no,"english (fluently), french (poorly), spanish (poorly)",single,non_stem
29,average,strictly anything,often,sometimes,graduated from college/university,white,74,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,christianity but not too serious about it,m,aquarius and it&rsquo;s fun to think about,when drinking,english,single,non_stem
30,,,socially,,,white,71,,"san mateo, california",,straight,likes dogs and likes cats,agnosticism and laughing about it,m,,no,"english (fluently), c++ (fluently)",available,non_stem
35,average,,socially,never,graduated from college/university,other,71,,"san francisco, california",,straight,likes dogs and likes cats,,m,cancer and it&rsquo;s fun to think about,no,english,single,non_stem
36,average,mostly anything,socially,never,college/university,hispanic / latin,63,,"pleasant hill, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,no,"english, spanish",single,non_stem
24,fit,strictly anything,often,sometimes,dropped out of college/university,"hispanic / latin, white, other",73,20000,"el cerrito, california",,straight,has dogs and has cats,buddhism but not too serious about it,m,libra but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (fluently)",single,non_stem
27,average,mostly anything,socially,,,white,76,,"berkeley, california",,straight,,,m,,no,"english, spanish",single,student
41,average,,socially,sometimes,graduated from college/university,white,73,100000,"san francisco, california",has a kid,straight,has dogs,agnosticism and laughing about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single,non_stem
29,athletic,mostly anything,socially,,graduated from masters program,asian,60,,"san francisco, california",,straight,,,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), vietnamese (okay), spanish (poorly)",single,stem
28,skinny,anything,socially,never,graduated from college/university,,64,,"san francisco, california",,straight,,buddhism,f,,no,"english, chinese",single,non_stem
26,average,,socially,sometimes,graduated from masters program,"asian, white",71,,"san francisco, california",,straight,has cats,other,m,leo and it&rsquo;s fun to think about,when drinking,"english (okay), french (fluently)",single,stem
57,athletic,,rarely,never,graduated from college/university,white,71,80000,"vallejo, california",,straight,has dogs and likes cats,catholicism but not too serious about it,m,scorpio,no,english,single,stem
35,athletic,mostly vegetarian,,never,graduated from masters program,white,66,,"sausalito, california",,straight,likes dogs and likes cats,,f,sagittarius,,english,single,non_stem
28,thin,,,,graduated from masters program,white,67,,"menlo park, california",,straight,,judaism,f,leo but it doesn&rsquo;t matter,no,"english, english, french, spanish (poorly)",single,non_stem
39,full figured,mostly vegetarian,socially,never,graduated from high school,,70,,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and dislikes cats,christianity and somewhat serious about it,f,cancer but it doesn&rsquo;t matter,no,english,single,non_stem
27,,vegetarian,socially,never,graduated from masters program,indian,65,,"san francisco, california",,straight,likes dogs,,f,libra and it&rsquo;s fun to think about,,"english (fluently), french (okay), hindi (fluently)",single,non_stem
21,thin,vegan,socially,never,working on college/university,white,66,20000,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,atheism and very serious about it,f,libra but it doesn&rsquo;t matter,yes,english (fluently),single,non_stem
25,fit,anything,rarely,never,working on law school,white,71,,"berkeley, california",doesn&rsquo;t have kids,straight,,judaism but not too serious about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,non_stem
32,full figured,,not at all,never,graduated from masters program,white,65,,"san francisco, california",,straight,likes dogs and likes cats,catholicism and laughing about it,f,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,non_stem
