Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class
M,145.0,229.0,20,0.0,13.233333,Wed,VF
N,46.0,411.0,20,0.0,16.333333,Fri,VF
J,119.0,67.0,20,0.0,9.783333,Wed,VF
I,143.0,2947.0,20,0.0,16.583333,Wed,VF
N,719.0,788.0,20,0.0,8.883333,Fri,VF
N,459.0,711.0,20,0.0,13.916667,Tue,VF
J,85.0,166.0,20,0.0,13.833333,Wed,VF
I,566.0,3321.0,10,0.0,8.5,Fri,VF
J,67.0,259.0,20,0.0,10.633333,Tue,VF
N,141.0,17.0,20,0.0,9.533333,Mon,VF
J,258.0,79.0,50,0.0,16.35,Fri,VF
L,32.0,3387.0,20,0.0,9.233333,Wed,VF
J,45.0,708.0,20,0.0,14.233333,Wed,VF
J,243.0,357.0,20,0.0,11.6,Mon,VF
L,76.0,204.0,20,0.0,17.416667,Thu,VF
C,155.0,2001.0,20,0.0,13.766667,Wed,VF
C,410.0,61.0,20,0.0,12.5,Thu,VF
A,27.0,74.0,20,0.0,10.45,Wed,VF
F,104.0,742.0,20,0.0,16.416667,Fri,VF
N,308.0,1542.0,20,0.0,18.216667,Fri,VF
N,107.0,364.0,20,161.0,21.533333,Wed,VF
M,199.0,604.0,20,59.0,17.95,Mon,VF
I,93.0,952.0,20,0.0,15.95,Wed,VF
D,55.0,11.0,20,0.0,12.866667,Thu,VF
J,87.0,1389.0,20,0.0,9.716667,Tue,VF
I,34.0,1278.0,100,0.0,8.866667,Thu,VF
J,360.0,56.0,20,0.0,13.233333,Fri,VF
N,306.0,1040.0,20,0.0,15.566667,Fri,VF
N,26.0,397.0,20,0.0,10.983333,Wed,VF
F,104.0,528.0,20,4.0,16.216667,Wed,VF
C,531.0,6441.0,20,0.0,14.816667,Thu,VF
N,589.0,679.0,20,0.0,10.666667,Tue,VF
J,392.0,141.0,20,0.0,10.6,Mon,VF
I,434.0,1027.0,20,0.0,14.916667,Tue,VF
J,143.0,330.0,20,51.0,10.65,Mon,VF
E,789.0,30.0,20,0.0,21.666667,Tue,VF
D,20.0,10.0,20,0.0,8.366667,Wed,VF
D,20.0,10.0,20,0.0,13.216667,Tue,VF
J,79.0,562.0,20,0.0,15.583333,Mon,VF
D,60.0,61.0,20,0.0,15.45,Thu,VF
O,95.0,109.0,20,1.0,10.116667,Fri,VF
F,333.0,166.0,20,42.0,11.45,Thu,VF
J,136.0,56.0,20,309.0,9.516667,Mon,VF
H,20.0,14.0,20,0.0,17.2,Thu,VF
L,35.0,1803.0,100,0.0,8.866667,Thu,VF
J,53.0,174.0,20,0.0,17.466667,Fri,VF
F,97.0,533.0,20,32.0,10.15,Fri,VF
L,467.0,3235.0,20,0.0,15.683333,Wed,VF
A,415.0,83.0,20,0.0,20.366667,Mon,VF
J,184.0,64.0,20,0.0,14.116667,Mon,VF
J,124.0,304.0,20,45.0,17.166667,Tue,VF
N,591.0,678.0,20,1.0,11.766667,Tue,VF
J,145.0,55.0,20,0.0,11.55,Wed,VF
F,102.0,814.0,20,23.0,16.75,Fri,VF
I,174.0,9951.0,20,0.0,15.816667,Thu,VF
E,63.0,71.0,20,0.0,14.116667,Wed,VF
I,123.0,3926.0,20,0.0,16.5,Fri,VF
F,25.0,242.0,100,0.0,8.866667,Thu,VF
G,106.0,64.0,20,0.0,17.95,Tue,VF
M,30.0,10.0,20,0.0,11.65,Thu,VF
J,428.0,57.0,20,0.0,14.283333,Mon,VF
L,128.0,4949.0,20,0.0,16.516667,Fri,VF
D,20.0,15.0,20,0.0,16.833333,Fri,VF
N,559.0,461.0,20,0.0,16.45,Wed,VF
I,359.0,5949.0,20,0.0,19.366667,Thu,VF
F,156.0,570.0,20,94.0,10.883333,Wed,VF
D,20.0,10.0,20,0.0,10.85,Wed,VF
J,592.0,167.0,20,0.0,20.65,Thu,VF
I,77.0,6548.0,20,0.0,16.8,Wed,VF
J,116.0,439.0,20,0.0,7.966667,Sat,VF
A,69.0,201.0,20,0.0,15.866667,Wed,VF
N,135.0,676.0,20,0.0,15.75,Wed,VF
J,232.0,118.0,20,0.0,17.266667,Fri,VF
E,65.0,60.0,20,0.0,9.35,Wed,VF
I,253.0,2976.0,20,0.0,11.4,Wed,VF
I,2524.0,1102.0,20,0.0,18.416667,Mon,VF
J,340.0,28.0,20,0.0,21.133333,Sun,VF
J,217.0,418.0,20,0.0,9.85,Tue,VF
D,293.0,10.0,20,0.0,9.916667,Mon,VF
J,76.0,10.0,20,0.0,19.083333,Wed,VF
J,218.0,32.0,20,0.0,8.0,Tue,VF
I,81.0,13450.0,20,0.0,8.416667,Fri,VF
J,147.0,149.0,20,0.0,4.45,Fri,VF
J,104.0,412.0,20,0.0,8.25,Sat,VF
J,307.0,16.0,10,2.0,17.133333,Fri,VF
L,49.0,6604.0,20,0.0,10.716667,Fri,VF
C,465.0,2119.0,20,0.0,19.35,Mon,VF
J,301.0,24.0,20,2.0,16.416667,Wed,VF
J,127.0,438.0,20,0.0,7.5,Sat,VF
J,66.0,118.0,20,0.0,13.516667,Tue,VF
N,396.0,365.0,20,340.0,12.45,Thu,VF
G,299.0,82.0,20,1.0,12.6,Wed,VF
N,221.0,546.0,20,0.0,11.416667,Tue,VF
D,20.0,12.0,20,0.0,10.933333,Wed,VF
J,77.0,10.0,20,0.0,14.2,Thu,VF
G,354.0,421.0,20,0.0,16.8,Tue,VF
J,194.0,10.0,20,11.0,11.45,Mon,VF
J,31.0,108.0,20,0.0,9.233333,Wed,VF
C,152.0,10656.0,20,0.0,12.95,Wed,VF
H,331.0,104.0,20,1.0,11.45,Thu,VF
N,157.0,346.0,20,30.0,16.266667,Wed,VF
G,541.0,140.0,20,0.0,10.583333,Wed,VF
D,184.0,74.0,20,0.0,9.5,Thu,VF
D,895.0,267.0,20,0.0,17.516667,Tue,VF
N,257.0,342.0,20,1.0,11.233333,Wed,VF
J,181.0,32.0,20,0.0,5.016667,Wed,VF
J,911.0,21.0,10,3.0,15.183333,Tue,VF
I,368.0,620.0,20,0.0,20.1,Thu,VF
J,133.0,511.0,10,0.0,16.166667,Tue,VF
G,150.0,94.0,20,0.0,13.766667,Wed,VF
J,533.0,263.0,20,0.0,12.533333,Wed,VF
C,136.0,2520.0,20,0.0,9.5,Mon,VF
I,75.0,8075.0,20,0.0,15.216667,Mon,VF
I,108.0,8254.0,10,0.0,13.6,Thu,VF
J,277.0,24.0,20,0.0,13.916667,Fri,VF
I,97.0,2701.0,20,0.0,16.2,Wed,VF
N,147.0,392.0,10,1.0,16.916667,Tue,VF
E,328.0,35.0,20,0.0,13.783333,Mon,VF
I,1747.0,12826.0,20,0.0,12.566667,Tue,VF
J,60.0,385.0,50,20.0,15.15,Tue,VF
J,481.0,37.0,10,0.0,12.833333,Mon,VF
H,143.0,344.0,20,0.0,16.583333,Wed,VF
J,188.0,60.0,20,0.0,18.216667,Tue,VF
I,98.0,2700.0,20,0.0,10.116667,Fri,VF
N,1067.0,407.0,10,1.0,8.633333,Thu,VF
J,26.0,60.0,100,0.0,8.866667,Thu,VF
D,38.0,32.0,100,0.0,10.0,Thu,VF
J,86.0,10.0,50,0.0,17.016667,Mon,VF
J,67.0,12.0,20,0.0,18.133333,Wed,VF
J,397.0,32.0,20,0.0,21.216667,Sun,VF
J,531.0,75.0,20,0.0,13.083333,Sun,VF
J,333.0,24.0,20,0.0,21.066667,Sun,VF
I,231.0,9204.0,20,0.0,14.2,Tue,VF
N,166.0,586.0,20,0.0,17.916667,Tue,VF
F,155.0,565.0,20,0.0,10.0,Fri,VF
I,417.0,846.0,10,0.0,16.85,Thu,VF
I,361.0,5971.0,20,0.0,19.65,Thu,VF
J,280.0,10.0,20,2.0,18.9,Thu,VF
D,34.0,10.0,20,0.0,15.616667,Fri,VF
J,107.0,395.0,10,0.0,7.766667,Sun,VF
J,529.0,118.0,20,0.0,10.65,Wed,VF
J,91.0,10.0,20,0.0,13.116667,Thu,VF
I,602.0,1220.0,20,0.0,15.033333,Fri,VF
N,406.0,91.0,20,0.0,11.516667,Thu,VF
D,410.0,30.0,20,0.0,10.55,Thu,VF
J,20.0,440.0,20,0.0,17.2,Thu,VF
J,166.0,36.0,20,0.0,1.383333,Thu,VF
I,235.0,6048.0,20,0.0,13.6,Wed,VF
G,47.0,41.0,20,0.0,15.933333,Mon,VF
C,536.0,4358.0,20,0.0,22.216667,Mon,VF
I,776.0,2198.0,20,0.0,16.25,Mon,VF
G,307.0,42.0,20,2.0,13.883333,Wed,VF
I,95.0,3523.0,20,0.0,13.816667,Tue,VF
J,196.0,81.0,20,2.0,12.516667,Tue,VF
J,301.0,22.0,20,0.0,14.9,Thu,VF
J,153.0,43.0,20,0.0,15.633333,Tue,VF
G,399.0,29.0,20,0.0,9.7,Thu,VF
E,21.0,23.0,20,0.0,9.9,Fri,VF
J,91.0,10.0,20,0.0,19.083333,Wed,VF
D,105.0,104.0,20,0.0,10.983333,Fri,VF
G,1411.0,130.0,10,1.0,6.983333,Wed,VF
J,103.0,110.0,20,0.0,10.116667,Fri,VF
I,36.0,4749.0,100,0.0,10.8,Tue,VF
C,143.0,2504.0,20,0.0,17.4,Thu,VF
N,1067.0,280.0,10,1.0,5.366667,Fri,VF
C,87.0,3623.0,20,0.0,17.766667,Tue,VF
L,449.0,4818.0,20,0.0,13.933333,Tue,VF
J,197.0,64.0,20,0.0,12.083333,Sun,VF
E,50.0,45.0,20,0.0,11.95,Fri,VF
G,86.0,16.0,11,0.0,13.266667,Tue,VF
L,137.0,138.0,20,0.0,9.533333,Mon,VF
L,328.0,1018.0,20,0.0,13.766667,Mon,VF
J,387.0,57.0,20,0.0,16.833333,Tue,VF
D,27.0,27.0,100,0.0,8.85,Thu,VF
H,28.0,62.0,20,0.0,9.95,Thu,VF
J,221.0,417.0,20,0.0,15.25,Tue,VF
G,159.0,225.0,20,38.0,17.483333,Tue,VF
L,27.0,2519.0,20,0.0,10.666667,Wed,VF
J,61.0,68.0,20,0.0,17.766667,Tue,VF
I,537.0,4796.0,20,0.0,13.85,Tue,VF
D,41.0,10.0,10,0.0,11.75,Thu,VF
J,212.0,303.0,20,0.0,13.766667,Thu,VF
J,319.0,478.0,20,0.0,15.566667,Thu,VF
D,228.0,204.0,20,0.0,9.833333,Tue,VF
J,232.0,265.0,20,0.0,13.6,Wed,VF
J,152.0,83.0,20,0.0,4.65,Fri,VF
N,20.0,301.0,20,0.0,11.266667,Wed,VF
J,79.0,73.0,20,0.0,16.7,Tue,VF
N,123.0,529.0,20,0.0,14.133333,Mon,VF
I,49.0,17279.0,20,0.0,15.75,Tue,VF
N,466.0,668.0,20,2.0,17.7,Mon,VF
E,32.0,17.0,20,0.0,16.45,Wed,VF
C,263.0,9155.0,20,0.0,11.733333,Wed,VF
J,342.0,31.0,20,0.0,21.066667,Sun,VF
J,444.0,29.0,20,0.0,21.1,Sun,VF
N,590.0,673.0,20,0.0,10.533333,Tue,VF
C,532.0,3837.0,20,0.0,13.866667,Tue,VF
J,430.0,125.0,20,0.0,14.35,Mon,VF
L,49.0,3416.0,20,0.0,16.183333,Wed,VF
G,1068.0,131.0,10,1.0,13.516667,Wed,VF
J,400.0,75.0,20,0.0,13.05,Sun,VF
J,280.0,59.0,20,2.0,12.55,Fri,VF
J,306.0,32.0,20,0.0,21.066667,Sun,VF
I,110.0,3077.0,20,0.0,21.516667,Wed,VF
N,49.0,600.0,20,0.0,10.616667,Fri,VF
F,777.0,435.0,20,17.0,16.25,Mon,VF
E,70.0,60.0,20,0.0,10.083333,Mon,VF
I,20.0,671.0,10,0.0,17.766667,Mon,VF
L,152.0,2610.0,20,0.0,5.266667,Fri,VF
J,200.0,453.0,20,0.0,6.6,Tue,VF
D,22.0,10.0,20,0.0,6.6,Wed,VF
D,790.0,781.0,20,0.0,17.866667,Wed,VF
L,141.0,781.0,20,0.0,9.583333,Mon,VF
J,190.0,141.0,20,0.0,22.7,Sat,VF
N,592.0,421.0,20,0.0,13.65,Tue,VF
I,102.0,1171.0,20,0.0,18.533333,Thu,VF
I,72.0,6176.0,20,0.0,16.483333,Wed,VF
D,165.0,168.0,100,0.0,13.566667,Fri,VF
A,395.0,92.0,20,0.0,12.266667,Thu,VF
F,46.0,743.0,20,0.0,16.166667,Fri,VF
N,553.0,472.0,20,0.0,14.583333,Thu,VF
J,177.0,20.0,20,0.0,4.833333,Wed,VF
I,137.0,174.0,20,0.0,9.516667,Mon,VF
N,190.0,624.0,20,0.0,13.55,Wed,VF
O,98.0,119.0,20,126.0,9.983333,Fri,VF
O,230.0,91.0,10,0.0,15.333333,Wed,VF
N,25.0,329.0,20,0.0,9.233333,Wed,VF
C,143.0,6644.0,20,0.0,10.65,Mon,VF
M,159.0,1003.0,20,0.0,18.383333,Thu,VF
C,472.0,2843.0,20,0.0,6.133333,Fri,VF
D,437.0,427.0,20,0.0,13.033333,Mon,VF
O,146.0,133.0,10,2.0,9.066667,Fri,VF
E,60.0,45.0,20,0.0,13.133333,Wed,VF
H,192.0,341.0,20,1.0,10.5,Mon,VF
F,21.0,147.0,20,0.0,11.0,Wed,VF
J,367.0,59.0,20,0.0,16.466667,Fri,VF
J,43.0,278.0,20,0.0,17.116667,Thu,VF
N,129.0,82.0,20,7.0,15.266667,Thu,VF
J,143.0,10.0,20,62.0,9.533333,Mon,VF
N,1054.0,278.0,10,1.0,5.366667,Fri,VF
J,89.0,798.0,20,0.0,20.216667,Tue,VF
I,128.0,12071.0,20,0.0,10.033333,Fri,VF
D,20.0,10.0,10,0.0,17.55,Tue,VF
G,232.0,342.0,20,35.0,14.133333,Tue,VF
J,44.0,173.0,20,0.0,16.6,Fri,VF
J,53.0,141.0,20,0.0,16.35,Fri,VF
J,298.0,476.0,20,0.0,16.216667,Wed,VF
D,995.0,144.0,20,0.0,13.95,Tue,VF
N,44.0,505.0,20,0.0,16.6,Fri,VF
J,387.0,70.0,20,0.0,13.116667,Sun,VF
L,147.0,5936.0,20,0.0,18.7,Tue,VF
J,20.0,139.0,20,0.0,12.316667,Wed,VF
L,463.0,5315.0,20,0.0,19.683333,Mon,VF
J,227.0,16.0,20,0.0,14.616667,Tue,VF
J,239.0,24.0,20,0.0,15.483333,Tue,VF
I,69.0,2729.0,20,0.0,15.616667,Tue,VF
L,80.0,5658.0,20,0.0,16.8,Wed,VF
C,96.0,2242.0,20,0.0,14.166667,Tue,VF
H,158.0,341.0,20,51.0,10.016667,Fri,VF
D,382.0,167.0,20,0.0,14.516667,Tue,VF
D,430.0,10.0,20,0.0,16.666667,Mon,VF
G,149.0,426.0,20,19.0,7.966667,Fri,VF
L,39.0,9001.0,100,0.0,15.8,Thu,VF
I,51.0,78.0,20,0.0,14.5,Thu,VF
N,91.0,526.0,20,0.0,17.783333,Tue,VF
D,104.0,36.0,20,0.0,18.55,Mon,VF
J,226.0,470.0,20,0.0,15.333333,Tue,VF
D,145.0,112.0,20,0.0,16.566667,Wed,VF
J,152.0,295.0,20,14.0,11.483333,Fri,VF
G,1406.0,135.0,10,7.0,18.65,Tue,VF
D,20.0,10.0,20,0.0,13.783333,Tue,VF
J,32.0,186.0,100,0.0,16.15,Tue,VF
I,45.0,5145.0,20,0.0,10.466667,Fri,VF
I,309.0,12246.0,20,0.0,14.65,Fri,VF
D,49.0,40.0,20,0.0,16.483333,Wed,VF
J,105.0,56.0,20,0.0,10.05,Tue,VF
J,361.0,51.0,20,0.0,20.083333,Fri,VF
E,108.0,99.0,20,0.0,16.366667,Thu,VF
I,221.0,9920.0,20,0.0,15.2,Tue,VF
D,37.0,32.0,100,0.0,16.1,Mon,VF
J,56.0,91.0,20,0.0,14.083333,Tue,VF
J,155.0,122.0,20,0.0,10.416667,Fri,VF
L,43.0,4258.0,20,0.0,16.366667,Fri,VF
L,67.0,5443.0,20,0.0,15.85,Wed,VF
M,145.0,377.0,20,54.0,9.5,Mon,VF
I,278.0,10973.0,20,0.0,11.816667,Wed,VF
I,891.0,7352.0,20,0.0,17.533333,Tue,VF
H,20.0,25.0,20,0.0,13.766667,Tue,VF
J,29.0,67.0,20,0.0,16.45,Wed,VF
N,155.0,552.0,20,43.0,18.25,Tue,VF
J,498.0,75.0,20,0.0,13.583333,Mon,VF
L,38.0,21145.0,20,0.0,15.766667,Tue,VF
N,274.0,525.0,20,0.0,16.9,Fri,VF
J,80.0,70.0,20,0.0,17.35,Tue,VF
J,94.0,454.0,10,1.0,13.366667,Thu,VF
C,72.0,197.0,20,0.0,17.416667,Thu,VF
J,41.0,180.0,20,0.0,17.466667,Fri,VF
H,100.0,292.0,20,0.0,10.8,Wed,VF
L,51.0,23636.0,20,0.0,11.983333,Thu,VF
J,105.0,459.0,10,0.0,14.25,Thu,VF
F,28.0,413.0,20,0.0,10.666667,Wed,VF
N,34.0,13.0,20,0.0,11.65,Thu,VF
D,465.0,65.0,20,0.0,13.966667,Wed,VF
L,141.0,2804.0,20,0.0,9.466667,Mon,VF
A,425.0,53.0,20,0.0,10.616667,Fri,VF
J,50.0,125.0,20,0.0,17.25,Tue,VF
C,142.0,6537.0,20,0.0,16.766667,Fri,VF
F,44.0,542.0,20,0.0,16.2,Wed,VF
J,82.0,10.0,20,0.0,15.383333,Thu,VF
O,157.0,117.0,20,88.0,16.266667,Wed,VF
J,156.0,48.0,20,0.0,17.983333,Tue,VF
J,364.0,23.0,20,0.0,21.2,Sun,VF
N,89.0,627.0,20,0.0,10.45,Tue,VF
C,106.0,3357.0,20,0.0,12.533333,Mon,VF
E,20.0,10.0,20,0.0,11.216667,Tue,VF
M,60.0,15.0,20,0.0,14.783333,Thu,VF
F,438.0,185.0,20,0.0,11.616667,Mon,VF
J,78.0,10.0,20,0.0,15.383333,Thu,VF
N,225.0,535.0,20,0.0,14.916667,Tue,VF
J,111.0,870.0,10,0.0,11.75,Thu,VF
G,468.0,411.0,20,6.0,1.883333,Fri,VF
J,156.0,114.0,20,63.0,10.0,Fri,VF
L,30.0,5013.0,100,0.0,16.116667,Mon,VF
N,537.0,779.0,20,0.0,12.583333,Wed,VF
N,121.0,58.0,20,0.0,15.4,Thu,VF
N,1409.0,406.0,10,0.0,10.966667,Wed,VF
L,221.0,8380.0,20,0.0,15.25,Tue,VF
L,227.0,7197.0,20,0.0,10.15,Mon,VF
I,376.0,3476.0,20,0.0,10.15,Fri,VF
F,425.0,200.0,20,0.0,14.816667,Tue,VF
I,180.0,12273.0,20,0.0,15.683333,Tue,VF
J,95.0,398.0,20,0.0,17.466667,Wed,VF
J,201.0,531.0,20,0.0,6.416667,Tue,VF
J,44.0,530.0,20,0.0,11.966667,Fri,VF
C,407.0,6735.0,20,0.0,9.0,Tue,VF
M,154.0,344.0,20,98.0,10.883333,Wed,VF
J,48.0,113.0,20,0.0,13.383333,Mon,VF
I,297.0,11249.0,20,0.0,16.3,Wed,VF
H,28.0,93.0,20,0.0,15.633333,Thu,VF
I,29.0,2926.0,20,0.0,15.916667,Thu,VF
J,183.0,60.0,20,1.0,7.016667,Thu,VF
J,228.0,178.0,20,0.0,18.033333,Mon,VF
L,31.0,2881.0,20,0.0,16.15,Wed,VF
F,32.0,399.0,20,0.0,9.916667,Fri,VF
J,173.0,23.0,20,0.0,17.083333,Tue,VF
J,123.0,53.0,20,0.0,14.883333,Sat,VF
N,146.0,299.0,20,17.0,13.766667,Wed,VF
J,278.0,463.0,20,449.0,10.933333,Wed,VF
G,1063.0,132.0,10,17.0,13.566667,Wed,VF
J,32.0,535.0,20,86.0,17.0,Mon,VF
I,237.0,8903.0,20,0.0,12.533333,Fri,VF
I,534.0,2998.0,20,0.0,10.566667,Wed,VF
J,332.0,78.0,20,0.0,13.066667,Sun,VF
E,48.0,50.0,20,0.0,16.583333,Fri,VF
N,144.0,344.0,20,19.0,10.166667,Fri,VF
J,115.0,10.0,20,0.0,15.416667,Wed,VF
J,71.0,116.0,20,0.0,20.633333,Tue,VF
I,79.0,246.0,20,0.0,17.4,Thu,VF
J,187.0,124.0,20,0.0,18.15,Tue,VF
J,310.0,36.0,20,1.0,18.916667,Thu,VF
L,455.0,63.0,20,0.0,16.933333,Wed,VF
J,357.0,25.0,20,0.0,21.066667,Sun,VF
N,460.0,614.0,20,32.0,14.266667,Wed,VF
M,101.0,339.0,20,2.0,16.55,Wed,VF
J,143.0,129.0,20,130.0,9.5,Mon,VF
G,144.0,115.0,20,107.0,9.5,Mon,VF
N,230.0,98.0,20,148.0,11.383333,Fri,VF
K,912.0,27.0,10,0.0,17.083333,Tue,VF
C,69.0,5658.0,20,0.0,16.8,Wed,VF
G,54.0,11.0,20,0.0,18.116667,Wed,VF
I,147.0,5620.0,20,0.0,16.7,Thu,VF
L,55.0,5134.0,20,0.0,16.616667,Fri,VF
H,131.0,16.0,20,80.0,9.533333,Mon,VF
N,21.0,308.0,20,0.0,11.55,Mon,VF
N,20.0,427.0,20,0.0,11.583333,Wed,VF
I,48.0,3852.0,20,0.0,17.433333,Fri,VF
J,102.0,368.0,20,0.0,14.766667,Tue,VF
E,145.0,112.0,20,0.0,16.6,Wed,VF
M,60.0,178.0,20,0.0,18.316667,Thu,VF
F,494.0,731.0,20,5.0,13.9,Tue,VF
H,47.0,88.0,20,0.0,13.883333,Tue,VF
I,1927.0,1822.0,20,0.0,6.183333,Thu,VF
C,562.0,3136.0,20,0.0,16.8,Wed,VF
E,21.0,24.0,20,0.0,10.666667,Wed,VF
C,370.0,2495.0,20,0.0,11.25,Wed,VF
J,235.0,225.0,20,0.0,7.866667,Mon,VF
I,20.0,79.0,20,0.0,14.75,Wed,VF
J,139.0,17.0,20,0.0,10.366667,Thu,VF
D,46.0,44.0,20,0.0,15.483333,Tue,VF
J,325.0,477.0,20,0.0,15.566667,Thu,VF
M,211.0,996.0,20,1.0,17.583333,Mon,VF
J,196.0,741.0,20,0.0,16.1,Thu,VF
E,50.0,45.0,20,0.0,16.333333,Fri,VF
E,74.0,70.0,20,0.0,21.65,Wed,VF
I,37.0,17403.0,20,0.0,14.233333,Wed,VF
N,244.0,1005.0,20,8.0,11.616667,Mon,VF
I,33.0,1321.0,20,0.0,12.45,Wed,VF
J,100.0,14.0,20,0.0,16.7,Wed,VF
N,463.0,670.0,20,0.0,17.6,Mon,VF
I,583.0,3603.0,20,0.0,15.6,Mon,VF
I,520.0,3623.0,20,0.0,10.25,Mon,VF
J,231.0,180.0,20,0.0,14.9,Tue,VF
C,247.0,7602.0,20,0.0,12.4,Fri,VF
J,72.0,317.0,20,0.0,11.95,Tue,VF
J,231.0,24.0,20,0.0,21.05,Sun,VF
J,177.0,220.0,20,1.0,4.766667,Wed,VF
N,114.0,361.0,20,0.0,14.116667,Mon,VF
N,1053.0,412.0,10,1.0,8.616667,Thu,VF
J,173.0,224.0,20,0.0,16.283333,Mon,VF
D,208.0,147.0,10,0.0,20.183333,Wed,VF
L,124.0,4767.0,20,0.0,16.8,Fri,VF
L,29.0,2039.0,20,0.0,16.45,Wed,VF
G,99.0,69.0,20,0.0,18.5,Wed,VF
I,99.0,8899.0,20,0.0,16.366667,Thu,VF
H,32.0,88.0,20,0.0,13.4,Thu,VF
G,1414.0,134.0,10,6.0,11.783333,Wed,VF
J,232.0,469.0,20,0.0,13.8,Tue,VF
I,94.0,2527.0,10,0.0,15.116667,Tue,VF
N,25.0,257.0,20,0.0,10.016667,Fri,VF
J,301.0,32.0,20,0.0,21.066667,Sun,VF
E,150.0,81.0,20,0.0,5.266667,Fri,VF
N,20.0,504.0,20,0.0,15.966667,Mon,VF
J,87.0,10.0,50,0.0,17.916667,Mon,VF
N,249.0,356.0,20,0.0,11.316667,Wed,VF
F,152.0,659.0,10,1.0,10.7,Thu,VF
L,202.0,5202.0,20,0.0,9.066667,Tue,VF
O,154.0,116.0,20,22.0,10.883333,Wed,VF
N,370.0,716.0,20,0.0,19.633333,Thu,VF
J,57.0,73.0,20,0.0,16.466667,Wed,VF
L,245.0,566.0,20,0.0,11.4,Fri,VF
A,135.0,369.0,20,160.0,9.516667,Mon,VF
G,1067.0,91.0,10,1.0,5.916667,Fri,VF
J,121.0,41.0,20,0.0,17.383333,Sat,VF
I,49.0,6754.0,20,0.0,16.883333,Thu,VF
I,245.0,6800.0,20,0.0,13.9,Wed,VF
J,295.0,17.0,10,2.0,10.983333,Thu,VF
J,314.0,65.0,20,0.0,14.233333,Mon,VF
J,186.0,18.0,20,0.0,17.2,Mon,VF
G,229.0,219.0,10,33.0,8.216667,Mon,VF
F,147.0,2407.0,20,11.0,7.966667,Fri,VF
D,2504.0,344.0,20,0.0,12.216667,Tue,VF
N,47.0,659.0,20,0.0,11.45,Tue,VF
O,79.0,10.0,20,0.0,17.016667,Mon,VF
L,96.0,285.0,40,0.0,14.633333,Wed,VF
L,143.0,3538.0,20,0.0,10.0,Fri,VF
G,117.0,32.0,20,0.0,18.7,Wed,VF
I,44.0,3127.0,20,0.0,17.25,Tue,VF
M,155.0,350.0,20,33.0,10.183333,Fri,VF
J,95.0,40.0,20,0.0,16.533333,Tue,VF
F,57.0,502.0,20,0.0,9.95,Fri,VF
N,461.0,676.0,20,0.0,17.533333,Mon,VF
E,157.0,112.0,20,0.0,10.0,Fri,VF
J,75.0,298.0,20,0.0,15.783333,Mon,VF
N,1059.0,704.0,10,0.0,14.25,Mon,VF
G,1055.0,86.0,10,1.0,6.05,Fri,VF
I,77.0,13479.0,20,0.0,8.616667,Fri,VF
L,206.0,3693.0,20,0.0,9.466667,Mon,VF
E,20.0,10.0,20,0.0,13.766667,Tue,VF
F,96.0,707.0,20,283.0,13.833333,Tue,VF
J,63.0,10.0,20,0.0,19.15,Wed,VF
E,233.0,861.0,10,0.0,17.7,Fri,VF
L,404.0,1016.0,20,0.0,10.55,Thu,VF
N,145.0,570.0,20,0.0,18.7,Tue,VF
M,28.0,216.0,20,0.0,10.233333,Fri,VF
N,127.0,234.0,20,2.0,15.266667,Thu,VF
J,88.0,1387.0,20,0.0,9.733333,Tue,VF
I,387.0,3204.0,20,0.0,13.016667,Mon,VF
I,77.0,13300.0,20,0.0,14.116667,Thu,VF
J,195.0,116.0,20,0.0,11.016667,Thu,VF
D,425.0,200.0,20,0.0,10.966667,Fri,VF
C,89.0,3343.0,20,0.0,15.166667,Wed,VF
I,106.0,3073.0,20,0.0,19.833333,Wed,VF
J,297.0,10.0,20,3.0,12.85,Thu,VF
O,105.0,455.0,10,0.0,14.483333,Thu,VF
J,484.0,139.0,20,0.0,9.716667,Mon,VF
H,156.0,435.0,20,99.0,12.966667,Wed,VF
I,20.0,2154.0,20,0.0,12.833333,Wed,VF
L,107.0,5609.0,20,0.0,16.2,Fri,VF
I,157.0,4920.0,20,0.0,17.916667,Tue,VF
N,883.0,61.0,20,2975.0,17.45,Tue,VF
G,155.0,440.0,20,0.0,12.95,Wed,VF
J,188.0,23.0,20,0.0,21.05,Sun,VF
J,284.0,459.0,20,0.0,17.0,Tue,VF
H,75.0,79.0,20,0.0,13.783333,Tue,VF
J,168.0,2417.0,20,1.0,10.533333,Mon,VF
L,234.0,7232.0,20,0.0,11.2,Fri,VF
F,33.0,431.0,20,0.0,10.05,Fri,VF
I,135.0,4470.0,20,0.0,17.65,Wed,VF
N,100.0,368.0,20,47.0,19.833333,Wed,VF
J,216.0,376.0,20,0.0,21.983333,Wed,VF
I,20.0,146.0,20,0.0,10.85,Wed,VF
L,244.0,8795.0,20,0.0,14.866667,Tue,VF
J,507.0,149.0,20,38.0,13.916667,Tue,VF
J,41.0,144.0,20,0.0,14.283333,Thu,VF
G,1068.0,131.0,10,5.0,13.583333,Wed,VF
I,231.0,6121.0,20,0.0,7.683333,Tue,VF
M,20.0,16.0,20,0.0,11.216667,Tue,VF
I,23.0,54.0,20,0.0,10.166667,Mon,VF
J,31.0,94.0,20,0.0,16.15,Wed,VF
I,456.0,5927.0,20,0.0,13.9,Tue,VF
