col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,class
34.5693,29.6041,26.5708,29.178,32.6606,28.3769,26.3608,21.5263,22.0547,25.292,31.7172,20.1346,23.4399,28.1619,20.1477,23.4599,25.8934,26.164,28.5439,21.8685,25.9376,24.5905,26.3719,24.5926,20.3677,13.7195,22.59,23.2604,20.9124,16.5861,20.1095,15.7013,20.4094,17.4785,15.2135,15.2093,14.6588,12.1976,16.743,12.5412,9.63351,18.0138,17.7375,8.35061,9.91233,7.58997,14.6655,11.1449,14.2794,13.9323,6.94002,10.1656,14.3577,9.651,11.6835,10.8072,10.1862,12.1438,2.37311,9.6124,Decreasing_trend
26.1247,33.7424,24.7431,32.7798,25.6603,23.2999,23.6176,27.8573,24.6248,30.7659,24.3433,31.5233,26.4712,31.2621,30.7969,21.8115,25.8202,32.142,29.2186,21.1113,30.2247,21.2364,30.6707,30.4615,24.1417,28.305,26.5608,20.0861,28.9113,18.8051,26.0699,23.1771,21.4645,18.9396,25.4494,24.946,21.9889,22.6317,17.8575,18.8495,17.0051,19.2302,26.0642,18.2775,16.057,17.4775,14.0026,22.5751,16.7658,19.487,20.4841,14.4901,20.0132,12.7963,22.1036,11.978,14.408,18.4699,13.0396,22.8257,Decreasing_trend
24.6279,31.9323,35.2972,30.2747,28.1412,32.0077,34.063,29.0116,22.9473,26.1234,33.0092,25.0269,29.8338,28.2827,31.7783,20.7823,31.2216,19.5239,19.5753,29.0929,29.3279,21.6134,20.3201,29.4161,22.3798,19.5023,25.9562,19.0158,21.0814,27.7329,27.3649,24.0104,16.9793,24.4107,21.4215,25.5542,24.9237,23.8625,23.153,15.1154,15.0034,23.6301,21.7044,13.7736,12.589,12.6837,17.3606,16.8025,13.3929,17.1719,18.1697,11.3218,16.2488,9.59883,13.0867,16.2518,13.0504,18.7331,16.7769,15.5938,Decreasing_trend
30.2747,29.1253,29.6897,25.5482,27.0979,34.1485,25.2489,26.186,28.1955,29.1789,21.6152,29.5611,24.0293,24.0102,27.8176,19.7116,23.1028,21.0358,19.1497,21.0515,23.0602,25.2367,17.0055,22.8267,22.2329,17.0657,15.3115,26.8371,22.3735,23.9614,20.1694,20.2561,15.4312,23.1483,18.08,18.3264,13.4074,16.0202,19.0145,14.8513,17.8805,18.7887,13.7794,21.3651,12.3036,20.9104,16.0106,8.83626,18.0663,16.9555,16.1972,17.012,8.62362,7.00933,6.05088,16.6404,11.4795,11.1053,8.91041,6.26275,Decreasing_trend
34.707,24.5857,34.9487,35.0574,31.932,34.3876,25.907,28.4214,28.4438,25.2394,26.0558,24.762,33.0583,23.7908,30.7995,22.3825,31.1286,30.9075,28.3799,29.8885,22.6976,23.0365,21.3532,21.3106,26.2641,20.6225,27.4061,25.4044,28.99,28.4127,19.2821,24.6017,26.6144,19.5014,22.2864,18.9763,25.5987,20.6435,16.2776,26.9589,18.4112,25.4636,17.051,17.1733,21.0655,21.7191,20.1188,24.4549,15.3615,15.6732,13.3234,23.2585,17.3059,14.8466,18.0584,16.0857,17.895,20.662,16.57,18.4333,Decreasing_trend
30.4612,29.172,32.5098,29.7274,23.8344,26.0907,23.735,23.1105,31.7255,22.9296,31.0508,23.3209,27.1882,18.231,22.9514,21.9442,25.3884,26.8089,20.7333,16.5758,23.5578,20.7329,18.3464,24.1526,16.6486,16.2341,17.9854,11.7722,19.8727,19.6216,19.3654,14.6082,11.2647,20.6043,11.1797,18.6428,14.2458,10.8296,7.23503,10.1942,16.7308,11.4697,7.31103,10.611,6.92379,3.44007,9.46513,4.7637,2.83809,8.80697,1.95951,2.8637,6.72767,0.368986,1.37415,-0.166977,2.1253,8.30606,4.90753,-0.431755,Decreasing_trend
29.5777,24.665,32.2536,25.4307,32.6352,25.3323,26.6073,35.8399,25.2504,35.3937,34.8881,33.4438,32.9062,24.2123,29.621,31.6455,35.9368,31.2599,29.1789,28.2381,32.651,32.4035,31.1358,32.3609,32.1589,29.1088,34.9556,28.0262,32.9341,4.45398,12.9926,14.4706,5.53103,14.0861,12.2078,9.41328,4.69965,10.841,7.8783,14.0424,11.1212,5.12635,13.6301,15.3806,10.1029,15.3872,8.91753,12.8163,15.7522,4.59352,10.732,15.0508,9.44522,12.1953,16.1731,15.3516,15.569,6.61212,13.2889,14.6796,Downward_shift
33.5866,33.9476,34.1544,34.5028,34.0945,28.7952,35.986,35.1256,33.9193,24.264,28.5778,24.2997,32.5518,35.5446,27.6601,29.646,29.5307,27.3836,26.2808,31.1097,33.2782,27.4735,29.1738,33.8393,24.4524,27.309,26.7938,33.2642,26.1229,31.8846,28.2304,32.1842,29.9445,35.9941,25.5122,35.0346,13.686,22.597,19.3735,21.5416,10.9106,20.769,22.1556,12.486,18.5124,13.4404,19.0776,20.7914,20.1906,13.6288,12.5477,17.1225,19.8674,15.1461,22.453,16.0675,21.7741,11.7181,18.2682,22.6025,Downward_shift
33.9193,27.1004,34.7235,24.78,26.3807,32.5125,28.1004,33.5069,28.6666,27.3266,30.1113,33.5415,29.8447,33.6994,24.2585,26.7439,28.8488,35.2567,28.1301,24.8692,31.5027,29.646,33.5128,18.0535,17.8258,17.4362,20.761,13.5246,17.4479,21.5674,19.7948,17.1343,19.8327,12.962,19.6263,18.157,18.9025,10.3029,16.9959,18.4111,15.036,13.0009,18.0491,16.4091,15.9915,17.9749,13.5635,17.0069,21.4976,13.2381,11.7259,12.7791,20.4628,17.8515,16.0404,21.7301,11.7116,15.205,10.3966,19.269,Downward_shift
25.7762,30.9915,32.8919,35.744,28.5234,31.3657,33.4875,30.3309,26.995,30.8038,33.4317,27.0946,24.6584,32.4244,24.928,26.7053,33.5147,24.365,25.2831,26.0627,30.722,33.2058,26.4442,32.807,24.8553,28.9744,28.7918,31.6341,26.1126,34.0802,28.7004,29.1234,33.6546,24.4179,27.9366,33.0729,26.9168,35.1543,30.6694,13.99,7.05213,16.4724,17.0978,10.6266,8.21328,13.2894,8.94111,6.26077,16.7456,9.87091,11.4404,14.1589,6.58246,13.1406,7.07269,10.9604,16.8811,16.4445,14.2559,12.2281,Downward_shift
33.5316,35.3441,34.8032,28.5443,32.4861,30.1888,35.2145,35.8373,34.7819,30.1454,29.4062,27.2914,29.0247,24.3026,34.985,25.5574,27.6931,28.7437,29.6526,25.6896,26.5,35.4907,33.6828,31.9984,27.7005,34.3277,33.9208,28.84,17.4846,14.1808,15.4778,11.6198,10.2802,13.2693,12.3913,17.8717,13.8249,16.2265,10.0528,19.7853,15.986,20.2806,19.9828,15.3081,15.6401,8.52301,15.3529,10.737,17.9231,19.8213,11.5562,15.1488,16.3382,17.4747,16.5111,16.5236,17.7608,14.263,18.0219,15.144,Downward_shift
31.1828,32.9833,32.655,30.6349,27.1144,31.9591,35.6754,32.6612,27.1875,27.4096,31.9756,30.3999,29.6107,34.1848,26.789,33.2815,32.9859,29.953,28.3148,30.6496,33.4699,31.3951,25.2001,30.741,29.6713,26.8735,33.609,35.2938,28.1349,17.4125,18.9937,24.1329,13.9595,14.3128,20.7138,17.6655,25.181,17.4338,20.6906,15.6873,19.5152,14.1692,15.8055,24.0121,20.2305,23.1576,15.7222,15.4636,25.1946,19.0029,17.5248,25.5185,22.2752,13.9246,14.9723,23.7617,15.4813,22.9523,20.1872,24.8083,Downward_shift
32.7497,31.8846,33.8753,31.0756,31.9044,28.2462,24.1403,35.2064,30.928,31.9213,26.2228,27.8242,26.1369,25.6011,26.7218,34.5432,26.5716,31.3594,34.4389,26.4975,35.9666,13.5685,15.1072,18.3347,15.9283,11.1845,13.6592,9.95838,14.2798,14.5101,13.736,12.1184,11.2767,17.2462,11.8672,12.0798,12.2755,11.6259,12.4632,11.1665,11.7578,12.8242,16.2569,18.8183,12.6674,20.4976,16.8577,10.2878,10.4266,14.0977,16.3168,19.8285,15.7032,12.414,16.4615,17.7787,15.535,17.2301,20.9724,20.155,Downward_shift
29.8509,25.7777,28.8859,30.3456,25.2192,26.2419,25.7909,26.3381,24.029,24.1634,28.4092,30.86,28.9116,28.0824,28.002,25.5056,30.4142,25.7292,32.8533,28.8833,28.8396,34.3192,27.1845,34.8657,28.4742,29.1341,30.4943,34.6255,33.1504,24.5082,24.5538,26.565,29.993,33.8554,8.14042,14.0027,7.82791,7.85876,10.0092,6.12952,12.232,10.011,12.1005,14.8451,11.741,11.4403,5.80527,10.0716,5.59265,16.672,12.9455,6.65538,15.1547,10.5637,10.2817,9.57184,9.1488,9.65777,5.58567,9.82632,Downward_shift
31.1949,32.0851,32.9315,28.0141,31.3973,32.6458,32.7516,33.0957,35.5491,31.4028,35.299,27.8911,35.1286,34.7254,24.9045,31.0491,29.1917,30.8589,26.4486,29.1554,24.7054,32.5368,27.1669,26.3139,33.7152,32.8437,26.3296,34.9912,30.1054,34.1499,34.1775,26.561,27.2826,27.1467,28.0181,34.4419,25.9163,22.6036,26.7473,22.1034,23.4071,19.1602,21.2221,15.9496,20.1153,15.1663,23.4144,24.476,16.0891,26.7209,26.5369,21.7285,17.5635,15.3617,18.7419,21.8438,16.2602,17.8444,16.4457,22.7035,Downward_shift
35.4855,25.5996,29.9137,30.1998,27.6538,28.6468,26.5819,32.9414,34.728,29.0474,34.7059,34.7643,28.8161,30.2714,25.784,25.0345,35.436,29.075,24.2666,24.6254,28.1624,26.218,28.7728,28.9663,28.8018,34.2917,26.2114,33.3634,32.9198,31.8912,34.5039,32.6862,24.3272,35.9809,31.3899,10.8316,20.2375,10.0512,14.8765,10.5698,19.6034,14.5442,10.6671,16.4702,19.0074,10.352,13.4726,12.1958,10.684,16.6201,20.4344,17.0688,18.7441,9.5992,11.1951,12.0023,10.0171,17.1489,14.8504,10.8903,Downward_shift
26.3036,30.6055,34.5858,28.7136,32.4178,32.1093,27.2444,33.4923,26.6928,32.4971,25.2309,27.255,30.4638,28.8047,28.7933,29.1701,28.7687,28.5322,25.3091,29.4253,31.6378,29.7257,26.4732,29.5814,26.7328,26.1864,30.1146,32.2801,35.7944,26.1416,25.8438,31.821,24.0845,30.6158,16.8249,18.5131,23.1804,23.5017,23.4892,27.294,26.828,18.8773,18.3357,15.814,21.1232,25.9647,21.4427,22.7173,20.6708,24.4815,17.0453,18.289,26.7707,27.3847,17.9846,19.4524,20.857,23.8421,21.6965,24.7628,Downward_shift
35.6754,32.2518,33.3593,31.0572,24.0617,29.028,24.791,27.4603,25.8592,28.45,30.4352,27.9619,28.9479,27.2363,28.649,29.5072,35.8707,31.6073,25.4083,30.5079,32.4538,26.5801,27.5932,34.2766,27.1449,33.9384,27.0156,12.5934,10.9097,4.92989,4.46316,5.0015,11.7723,15.0861,10.5252,13.9345,10.9001,15.1514,8.88485,14.3744,13.3638,13.3539,6.82695,14.9072,4.36401,15.2003,14.2543,8.83894,13.1549,7.69542,8.30023,15.678,14.1644,10.8017,9.08425,5.79139,10.1422,16.0185,12.784,12.4366,Downward_shift
24.6911,28.3233,25.7502,32.8885,30.2971,32.6418,27.1544,29.0533,30.6346,35.075,27.497,35.3923,30.9974,31.8982,31.5666,26.6172,25.7061,26.077,30.5652,34.8389,27.6223,30.4785,30.0819,25.0337,34.1371,33.0296,35.7892,29.711,33.7937,32.5015,31.8262,28.7481,31.3598,30.9772,28.9637,29.0173,27.0472,21.9028,15.3722,24.7139,26.3777,25.7575,16.9648,25.8012,25.9411,17.4841,25.7153,25.7832,25.2515,16.5454,17.18,26.2452,24.2097,15.276,20.1861,25.4814,20.2782,26.2085,24.502,26.2514,Downward_shift
25.7094,31.6547,35.516,32.1148,32.5929,33.912,34.7808,32.5922,35.3372,28.2175,35.1554,24.6489,33.8676,29.2064,27.7115,32.4196,29.9104,31.918,32.6961,33.2209,31.5001,29.8583,34.8135,26.8577,27.052,28.1044,29.6489,24.2049,33.1607,27.7589,35.7106,30.6393,25.477,24.2479,28.8414,20.1419,11.702,18.2863,12.9212,21.0551,17.2184,19.1085,12.4214,10.8486,16.1359,17.0818,10.5604,15.2714,21.1341,11.2394,13.3487,12.9822,15.9108,20.7136,10.585,19.3365,18.1897,11.5427,16.4524,20.2542,Downward_shift
27.8716,27.0351,28.2645,31.3723,34.9079,24.3547,30.2067,28.6332,31.3477,29.7808,31.127,30.1451,26.8996,28.2241,28.1624,26.427,25.9911,24.2912,32.0388,25.9925,31.4333,26.7832,30.8351,27.1702,18.0266,10.5709,17.142,11.8599,17.0972,13.3703,18.0387,13.4584,11.2103,11.0131,10.6385,13.8579,18.3769,15.2075,9.26989,8.22185,16.8713,13.3214,14.5134,16.5085,8.07055,16.0117,16.2155,9.74617,10.5052,10.3958,15.1428,9.02496,17.0803,11.6774,14.0122,11.6318,13.6148,15.0496,18.8822,18.4548,Downward_shift
24.7289,35.5575,32.6528,27.1184,25.427,33.8609,26.7005,35.4462,24.6357,24.9768,35.5406,24.5949,27.2224,31.9349,27.5999,30.8861,33.2319,34.4177,34.1287,31.6224,35.978,30.1399,26.7376,31.2012,29.9354,30.7234,27.5356,27.0152,30.314,34.5656,35.6005,33.0009,9.33617,6.57064,14.7383,13.2247,7.33519,7.02857,11.1271,15.1915,14.6194,9.94943,11.8296,10.0945,10.7926,6.60883,6.07967,14.7049,10.1775,6.80566,16.7551,14.1442,10.4602,7.92311,14.204,11.3327,14.3072,9.7941,5.51305,7.36751,Downward_shift
33.6013,34.01,24.8024,32.366,27.3766,26.4148,31.7494,30.1091,29.0919,28.754,25.3352,26.5074,27.1368,27.9869,25.8387,35.3027,27.2962,28.1779,35.0327,27.3274,26.1736,29.44,28.6596,32.7982,30.7058,25.0444,26.7688,34.0886,32.3891,26.1016,33.2168,34.4169,22.654,24.2587,18.0105,23.3763,22.239,26.2186,26.6486,24.251,17.0175,20.9328,23.124,26.8131,27.2791,26.7632,21.4998,16.0712,22.4215,19.3049,16.4524,20.9997,26.9284,18.0637,25.5701,19.226,22.7491,25.8455,19.995,20.2674,Downward_shift
28.3791,26.5147,26.3957,24.4697,29.1712,24.0264,25.4766,30.405,31.6547,34.696,27.0274,34.3336,27.3347,33.9322,32.4435,26.5999,31.5049,34.9182,35.552,27.8654,29.8953,27.5683,26.7567,16.1061,23.0778,25.6781,25.9406,23.8478,19.5345,17.5196,22.1017,25.3836,16.7859,20.2157,18.5584,22.5865,16.6896,23.8038,16.2526,21.2626,18.0509,25.3164,25.6887,27.2031,17.9338,20.3365,21.5814,21.2957,27.6614,22.6794,17.6716,19.3652,27.1708,16.3239,19.916,27.5891,28.0643,26.4683,19.3744,23.2283,Downward_shift
32.1552,25.8262,25.626,32.265,34.4845,27.1713,28.2968,29.3526,24.4697,27.5723,24.7653,31.9147,25.7682,30.0242,30.8229,32.5606,30.8512,31.9011,27.7034,29.1458,34.9729,26.836,30.141,32.6807,25.9764,30.7877,21.5786,16.0024,18.9295,21.2283,17.9126,20.9664,14.9198,22.2532,19.0125,19.455,19.2842,18.1539,14.976,12.5307,12.4837,14.3205,22.963,23.1962,20.9316,12.2487,18.8942,20.0286,22.7115,23.1455,18.4587,18.6012,17.8308,21.1188,14.4982,12.119,21.2253,19.8159,13.3154,14.4197,Downward_shift
26.1783,29.9534,26.2624,28.3413,25.4142,29.1007,24.8358,24.6676,35.7833,25.3576,34.1867,26.3421,25.7399,34.6574,32.0417,29.6122,31.7439,34.4691,24.0048,29.1668,29.2164,33.5495,28.3207,35.2593,27.074,24.4979,27.1996,34.7313,29.7327,33.0619,24.9559,28.6762,33.919,10.652,18.0732,16.5279,12.8006,14.0455,18.8469,12.5777,8.0323,10.359,10.6741,13.5946,18.2616,15.2485,11.9759,14.8244,8.49757,10.7093,18.5326,17.1111,17.67,14.2699,14.0066,14.878,15.7013,9.91834,10.1982,15.2467,Downward_shift
24.9092,29.6467,27.2106,26.2562,26.8518,34.8227,26.919,29.2028,24.8872,28.9512,29.1833,27.8727,25.9573,30.2009,24.9566,27.3424,26.8709,30.0786,27.7398,29.0687,35.7679,18.8752,15.1652,13.4782,21.9426,13.2659,10.6447,21.9154,14.9397,18.6644,19.585,20.8644,10.2786,16.0674,16.6965,14.213,13.6923,14.2952,11.764,14.2809,13.6107,14.011,14.6959,21.8317,18.5576,11.3421,14.1315,13.5388,12.0343,20.4197,19.6229,15.4858,10.2716,15.9408,18.8583,10.3961,17.161,15.7325,20.2651,21.9011,Downward_shift
35.5314,31.9037,27.8117,34.1,35.5197,29.6273,24.9584,25.2926,24.6661,33.0263,31.8578,32.1075,34.234,33.8878,26.9972,34.9274,32.5984,31.5074,28.476,33.7743,31.214,35.1723,27.9002,25.5155,34.1742,30.4704,32.7883,28.5653,25.7729,24.1223,29.845,32.1207,28.0361,27.2343,16.2926,21.636,17.4189,20.0056,20.4602,18.2796,21.979,17.2378,24.9112,26.0963,26.5119,18.2356,19.4213,22.4402,24.2712,20.6126,24.8811,17.7611,23.2565,20.7033,21.3635,26.227,27.5504,16.9143,23.8088,26.6901,Downward_shift
28.6358,35.5542,28.9894,26.8827,30.2795,35.2942,33.5495,32.7218,30.094,32.9506,34.3556,33.5826,27.7563,33.0487,25.2184,31.8941,34.3178,25.636,32.5698,24.8171,27.4643,12.4077,9.31423,12.147,8.34257,7.50164,11.2227,12.91,10.2073,14.853,6.47893,11.3328,14.1615,5.53297,14.1417,15.0403,13.5064,5.2627,6.36142,13.7892,13.5016,8.49019,11.2223,15.3913,9.33039,15.9246,13.675,13.5071,12.0273,12.4,11.4213,8.0106,12.9512,8.77956,11.031,12.1238,12.0195,12.9097,8.29079,10.5966,Downward_shift
31.0216,28.1397,26.7303,26.5702,29.5608,26.9657,28.0493,25.6731,33.7207,26.2746,30.4102,31.1009,24.0187,35.6589,25.2526,25.9319,28.6178,32.4225,33.6656,33.7453,35.1183,29.1635,25.477,31.947,35.4907,30.73,25.8203,24.6514,25.5284,31.3429,29.0048,31.8251,26.8908,28.194,31.4289,16.9348,8.06973,16.6039,14.7428,10.3421,8.15492,10.3953,17.6887,16.7905,14.1377,15.7608,6.7874,13.0624,16.6601,15.0205,9.89077,9.21618,11.5499,8.87687,18.2204,9.47691,10.3424,16.4302,11.8976,15.366,Downward_shift
34.8693,25.6363,33.2198,28.1309,28.2223,26.2276,28.6927,27.8073,29.0955,28.999,25.0077,34.7761,27.1463,30.0815,24.141,29.8832,29.2641,34.1712,26.1578,24.618,32.1038,24.119,25.6841,31.0903,29.4249,30.6617,32.8415,30.8094,35.0599,34.9391,30.282,26.8709,24.1212,32.066,24.6287,29.5182,25.958,24.5068,31.7593,27.3632,22.5644,24.6172,25.6615,24.2294,19.6803,16.9449,16.5494,18.2463,21.3225,24.6741,16.0525,22.3823,17.4542,21.3996,26.259,27.1113,16.3536,25.1361,27.021,21.2725,Downward_shift
34.5495,33.309,26.7687,26.6453,32.0731,29.5723,27.9954,34.1569,27.4287,35.1869,27.5935,30.8282,32.1693,28.2873,34.7375,32.0545,33.7914,35.5775,31.8131,29.5334,30.0625,30.8571,33.6655,31.6138,35.8273,36.4401,31.5274,40.4926,38.5996,41.2806,41.596,40.3437,41.7042,41.522,39.0436,40.3685,38.9061,33.8755,45.5626,42.2881,35.2249,38.9198,42.9272,36.4377,42.1042,44.8891,40.8449,40.3755,41.3049,45.3098,43.7725,43.5092,38.2186,49.0177,40.4141,40.1096,42.5406,43.3859,49.3608,50.3192,Increasing_trend
28.1121,36.3293,29.4486,36.2299,36.3084,27.1836,33.3193,30.7454,27.2486,35.6898,28.3023,34.4149,36.1121,32.1317,38.5204,31.5615,30.0991,35.5261,34.4978,33.9079,41.7105,40.1728,40.6953,36.2342,32.534,40.753,43.6766,40.6874,32.3973,37.5158,44.2263,34.2962,33.8502,41.4931,37.198,38.8984,42.4324,45.5173,45.8172,45.8344,39.4513,41.1374,42.3521,38.8468,41.1352,47.2166,38.3026,49.9033,46.9802,49.8109,43.6625,42.2603,49.1265,47.7338,46.039,46.8042,52.0079,43.246,46.1068,45.1586,Increasing_trend
27.5819,33.866,26.721,32.5494,35.3615,29.4984,37.4284,32.3332,30.3468,27.781,33.4515,29.0639,40.8149,40.7373,31.0856,39.3608,30.9691,31.2973,39.4576,35.2628,32.2871,44.1897,42.3635,42.33,43.2557,44.9701,37.4803,41.5692,36.3006,39.116,41.5657,45.5815,43.7046,38.3864,48.4897,39.4586,47.6387,49.2959,41.2541,48.5147,43.1884,47.9795,44.8301,47.4542,47.6326,44.1094,44.2159,45.2613,51.8392,53.7388,55.371,48.3743,48.0136,47.6338,53.098,55.9406,57.4766,55.9665,55.5617,54.4343,Increasing_trend
27.7978,27.0803,27.6254,34.1524,37.2533,32.011,32.855,31.9664,35.4147,38.7029,33.2754,29.6206,33.0645,39.7505,30.428,30.373,38.907,31.8193,32.1602,35.1987,42.6438,37.844,35.6661,41.0283,45.8261,46.0554,43.4515,36.473,40.0883,46.7024,38.8987,46.5495,42.9372,40.5038,46.6515,43.2798,42.5642,43.2656,48.0605,50.4424,46.0909,44.9339,45.3765,42.7484,46.6153,43.7765,44.9293,51.9557,55.3343,53.8005,48.4153,56.1285,50.2097,49.6781,51.1673,52.5183,59.6576,60.131,52.2899,58.742,Increasing_trend
25.8974,30.3572,26.7253,31.9482,31.5096,25.3241,32.7738,33.0046,29.6269,29.8805,37.0871,29.2395,27.5392,32.8076,35.3457,33.2183,30.8467,37.8286,33.0274,32.7207,33.4903,40.8691,30.8909,29.7782,34.5049,35.4544,34.3597,32.074,41.2569,34.5786,37.5482,36.1887,36.9847,43.2438,34.9508,36.1548,40.8654,42.2105,35.5956,36.6436,33.8607,37.4821,36.4255,44.0834,35.0005,43.5379,38.0046,39.0922,41.1904,42.8057,47.2735,35.8929,42.9993,42.0785,42.1655,39.5644,46.1136,39.7445,47.3587,42.8935,Increasing_trend
28.2043,30.5533,35.0831,36.9632,36.1705,35.9897,29.6103,38.3947,37.4854,38.1906,33.0931,33.639,36.3086,36.2005,31.8807,34.9836,39.6592,39.7531,42.7715,40.5471,33.9892,44.8007,37.516,45.6821,42.7145,42.9093,42.477,46.3234,39.4728,42.3377,46.8228,39.1562,39.3591,48.5248,44.5124,41.5565,46.6343,41.9701,48.0125,51.9475,48.8065,45.6336,50.0482,45.7204,48.4274,55.1062,48.0823,47.6958,45.7531,56.0442,47.6652,51.3803,47.8372,58.5492,51.0508,54.6252,53.3052,60.1222,55.5164,54.1351,Increasing_trend
31.095,25.7183,32.7918,35.6996,34.3013,28.4737,26.5191,33.0348,26.4679,32.9994,34.1489,35.1787,33.4969,36.3077,39.0352,30.5257,28.1664,35.4412,33.1814,39.5194,37.9871,36.3101,40.3647,40.7772,31.4136,41.5934,33.6149,33.6411,32.5186,39.1265,31.7088,32.9728,41.8446,42.3056,39.636,38.6865,45.0843,35.4684,45.4922,40.5561,36.2601,44.2388,39.5804,40.6249,36.2279,39.4041,39.5566,45.4634,45.2105,38.7039,39.2585,46.7003,42.5461,42.9057,45.5542,38.3326,44.5585,50.2142,48.654,41.1103,Increasing_trend
34.512,29.3786,28.4176,29.6349,34.8758,37.0063,32.0426,30.1627,35.3908,36.7991,38.0707,36.0216,38.3222,34.6606,32.816,34.0792,35.0552,38.0116,43.2581,42.3469,41.7182,34.6701,39.4627,43.2277,42.2226,44.8904,38.6748,45.7691,37.6568,46.8945,47.4574,44.155,45.9697,39.4868,49.8244,42.777,46.3063,42.0869,50.7676,47.4875,48.8712,43.0782,46.1992,48.9801,44.0108,45.7621,49.042,54.3233,47.4926,54.3581,54.5156,48.2031,55.8412,53.0712,50.2935,48.1937,56.5035,49.2957,50.8383,51.3814,Increasing_trend
30.2515,28.6556,36.289,26.3907,35.7298,35.9366,36.1815,27.9742,28.5137,33.1142,29.3176,32.0442,32.9692,28.5075,29.2677,32.7244,28.3996,36.7392,32.2871,35.1907,35.4984,37.4741,40.326,36.2792,37.6541,32.5134,41.6646,35.9484,38.3093,43.6869,36.7905,33.3523,44.1691,44.3983,34.6876,39.4783,34.8033,40.2907,34.9513,36.0383,45.3628,39.1979,41.2338,44.9372,37.8962,41.6066,37.2036,45.4698,36.9451,44.4959,42.7153,47.9713,48.4778,45.3876,49.0176,49.043,45.3036,39.4619,46.9561,44.7084,Increasing_trend
27.5209,24.4954,31.073,30.5883,34.1096,29.2369,26.0058,30.209,29.4867,32.6091,29.6593,38.3381,38.5963,36.8248,38.9036,35.7926,30.2259,34.7974,34.2268,40.9726,39.5,41.2546,38.3154,31.8876,36.2942,31.7451,41.8245,37.9889,42.3229,38.101,37.3753,39.6793,43.0327,41.2381,35.808,41.3902,40.6234,42.2241,41.0002,40.33,34.9903,36.7261,37.7775,40.1949,38.249,45.1358,41.4218,36.5087,41.9998,43.823,46.7079,38.653,42.9917,46.0701,45.3095,43.2234,46.3451,45.7822,45.7649,47.8313,Increasing_trend
35.3004,32.6963,26.872,36.7859,29.2162,33.5323,38.1741,34.5968,27.9764,33.2321,31.1204,37.3244,39.475,40.4809,32.9652,37.9257,35.1615,43.2849,41.7152,41.9863,41.577,42.7111,34.7162,37.4503,40.1352,36.1661,44.3839,39.6744,38.0268,40.8414,41.2418,40.7139,41.3721,49.4019,44.2929,46.7141,40.8134,44.6404,42.4611,44.3513,53.529,49.4089,50.8622,44.1022,55.0994,49.7588,54.1002,53.3115,49.7717,56.3847,52.0572,54.6418,52.3832,58.0834,56.6337,59.4725,50.0009,60.1209,50.3453,59.1334,Increasing_trend
34.3622,27.1068,25.2088,30.0992,36.0317,29.542,31.7275,34.4601,37.1769,31.7029,37.4628,31.3253,38.0778,30.9719,37.5592,31.2733,37.0156,32.6973,33.4392,31.7798,30.3118,39.5534,36.1439,32.7719,33.3515,38.1071,29.9292,39.043,32.7229,35.6028,37.8848,33.363,38.3103,37.5503,40.2664,42.4923,37.1751,43.1976,43.7339,39.2653,42.1209,33.6897,40.1529,43.6236,36.7854,42.0456,44.8601,45.429,34.2198,39.0834,37.2724,39.7377,38.757,37.2856,41.8775,38.0284,43.9107,38.4414,40.1264,45.236,Increasing_trend
34.1305,34.9165,35.4584,30.5936,33.2242,36.7435,36.0272,27.5538,34.8605,31.425,28.3791,30.2044,39.0836,34.9599,30.4466,33.6361,40.2965,34.8586,41.1845,42.2147,39.7685,38.3655,35.786,37.2951,41.7111,37.601,41.6813,39.5348,42.3265,43.9161,42.9883,36.0432,39.2812,36.9139,44.7117,41.9882,46.937,40.5902,44.3657,42.8357,48.5252,51.7184,49.7782,50.7383,51.0962,44.9697,47.1871,45.3171,54.0993,44.6131,46.355,44.388,49.2884,54.0977,46.6462,50.8052,55.3442,49.9628,50.787,48.7811,Increasing_trend
32.4012,34.5121,28.8378,33.4046,26.9644,29.2071,34.1624,29.3236,33.5701,26.9176,29.2003,36.1302,30.2,38.0071,35.6305,29.0294,36.6992,40.2198,38.462,39.5571,40.8879,33.3897,33.9913,37.2776,36.0959,36.6402,33.6926,39.9478,35.1252,35.9684,36.4535,41.8884,39.9547,40.5298,35.7068,42.2173,36.7615,38.919,37.7777,39.4512,43.7018,37.8267,37.6645,45.498,40.3585,46.5711,36.8678,45.7098,46.9679,45.4818,37.4566,42.2507,37.9349,42.3033,48.8509,47.291,41.9752,50.0243,41.5126,42.9404,Increasing_trend
