age,body_type,diet,drinks,drugs,education,ethnicity,height,income,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,job
31.0,athletic,mostly vegetarian,socially,never,graduated from college/university,white,66.0,70000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,buddhism and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), french (okay)",single,stem
59.0,a little extra,mostly vegetarian,socially,never,graduated from masters program,white,68.0,60000.0,"san francisco, california",has a kid,straight,likes dogs and dislikes cats,agnosticism but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single,non_stem
25.0,curvy,mostly anything,socially,never,working on college/university,white,67.0,20000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,non_stem
33.0,curvy,mostly anything,socially,never,graduated from masters program,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,has dogs,other,f,libra and it&rsquo;s fun to think about,no,english,single,non_stem
29.0,thin,anything,socially,never,graduated from masters program,asian,64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,sagittarius,no,"english, japanese",single,non_stem
38.0,athletic,mostly vegan,socially,never,dropped out of law school,white,73.0,250000.0,"belvedere tiburon, california",has a kid,straight,has dogs,other and very serious about it,m,aquarius and it matters a lot,no,"english, spanish (poorly)",single,non_stem
31.0,curvy,mostly vegetarian,socially,sometimes,graduated from college/university,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,bisexual,likes dogs and likes cats,other,f,taurus and it&rsquo;s fun to think about,sometimes,english (fluently),single,non_stem
36.0,athletic,anything,socially,never,graduated from college/university,other,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,aries,no,"english (okay), spanish (fluently)",single,non_stem
40.0,a little extra,mostly anything,socially,never,graduated from college/university,native american,66.0,60000.0,"san leandro, california",has a kid,straight,likes dogs and likes cats,other,f,pisces but it doesn&rsquo;t matter,no,english,single,non_stem
28.0,fit,mostly anything,socially,never,working on college/university,white,67.0,40000.0,"alameda, california",doesn&rsquo;t have kids,straight,likes dogs,christianity but not too serious about it,m,aries but it doesn&rsquo;t matter,no,english,single,non_stem
32.0,athletic,strictly anything,socially,never,graduated from college/university,white,76.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,atheism,m,gemini but it doesn&rsquo;t matter,no,english,available,stem
28.0,fit,strictly anything,socially,sometimes,working on college/university,white,70.0,40000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and very serious about it,m,virgo but it doesn&rsquo;t matter,yes,english (fluently),single,non_stem
32.0,average,mostly anything,socially,never,graduated from college/university,hispanic / latin,61.0,60000.0,"san francisco, california","has a kid, and might want more",straight,likes dogs,other,f,scorpio and it&rsquo;s fun to think about,sometimes,"english (okay), spanish (fluently)",single,non_stem
56.0,fit,mostly anything,rarely,never,graduated from masters program,white,67.0,60000.0,"san mateo, california",has kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,libra and it&rsquo;s fun to think about,no,english (fluently),single,student
26.0,average,mostly anything,often,never,graduated from college/university,white,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism and laughing about it,m,libra but it doesn&rsquo;t matter,no,"english (fluently), hebrew (poorly), turkish (poorly)",single,non_stem
29.0,a little extra,anything,rarely,never,working on college/university,white,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,m,taurus but it doesn&rsquo;t matter,no,"english, chinese (okay)",single,student
29.0,average,mostly anything,socially,never,graduated from masters program,white,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,other,m,aries but it doesn&rsquo;t matter,no,"english (fluently), serbian (fluently)",single,stem
63.0,athletic,mostly vegan,not at all,never,graduated from masters program,white,69.0,60000.0,"green brae, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and somewhat serious about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), french (okay)",single,non_stem
37.0,curvy,mostly anything,socially,sometimes,working on ph.d program,white,60.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,dislikes cats,buddhism and laughing about it,f,capricorn but it doesn&rsquo;t matter,sometimes,"english (fluently), hindi, urdu, gujarati, french (poorly)",single,non_stem
20.0,full figured,anything,socially,never,working on college/university,black,67.0,60000.0,"stanford, california",doesn&rsquo;t want kids,gay,has dogs and dislikes cats,atheism but not too serious about it,f,taurus but it doesn&rsquo;t matter,no,"english, sign language (okay)",single,student
30.0,thin,mostly anything,socially,never,graduated from masters program,asian,64.0,150000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,christianity but not too serious about it,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), french (okay), korean (okay)",single,stem
23.0,athletic,mostly vegetarian,socially,sometimes,working on college/university,"middle eastern, white",70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), farsi (poorly)",single,non_stem
31.0,fit,mostly anything,socially,never,graduated from college/university,white,67.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,english,single,non_stem
28.0,athletic,mostly anything,often,never,graduated from masters program,white,71.0,80000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs,catholicism and somewhat serious about it,f,libra and it&rsquo;s fun to think about,no,"english, french (fluently), italian (fluently), arabic (poorly)",single,non_stem
35.0,average,mostly anything,socially,never,graduated from college/university,asian,68.0,60000.0,"san leandro, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,aries but it doesn&rsquo;t matter,no,english,single,stem
35.0,athletic,mostly vegetarian,socially,never,graduated from masters program,white,59.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,taurus but it doesn&rsquo;t matter,no,english,single,non_stem
22.0,skinny,mostly vegetarian,socially,sometimes,working on college/university,white,73.0,60000.0,"fairfax, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and laughing about it,m,sagittarius,no,"english, spanish (okay)",single,non_stem
39.0,average,mostly anything,socially,never,graduated from college/university,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra and it&rsquo;s fun to think about,no,english,single,non_stem
23.0,athletic,mostly anything,not at all,never,graduated from two-year college,black,70.0,60000.0,"oakland, california",has a kid,straight,likes dogs and likes cats,other,m,gemini,no,english,single,non_stem
32.0,average,strictly anything,socially,never,graduated from college/university,other,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and laughing about it,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
27.0,athletic,mostly anything,socially,never,graduated from masters program,indian,66.0,60000.0,"albany, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,hinduism but not too serious about it,m,leo and it&rsquo;s fun to think about,no,english,single,stem
47.0,thin,mostly anything,socially,never,graduated from masters program,white,64.0,50000.0,"berkeley, california",doesn&rsquo;t want kids,straight,likes dogs and has cats,buddhism and laughing about it,f,virgo and it&rsquo;s fun to think about,no,english (okay),single,non_stem
24.0,average,anything,not at all,never,college/university,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,other,f,pisces,no,english,single,non_stem
22.0,thin,strictly vegetarian,rarely,sometimes,graduated from college/university,hispanic / latin,71.0,60000.0,"palo alto, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,capricorn and it&rsquo;s fun to think about,sometimes,english,single,non_stem
42.0,average,mostly anything,not at all,never,graduated from college/university,hispanic / latin,64.0,60000.0,"san bruno, california",doesn&rsquo;t have kids,straight,likes dogs,other,f,taurus,no,english,single,non_stem
26.0,thin,mostly anything,socially,never,graduated from college/university,white,68.0,60000.0,"pleasant hill, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
31.0,thin,mostly anything,often,sometimes,graduated from college/university,white,72.0,20000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,other,m,taurus,no,english,single,non_stem
20.0,fit,anything,socially,never,working on college/university,"hispanic / latin, white",65.0,60000.0,"redwood city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity and somewhat serious about it,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single,non_stem
31.0,curvy,mostly anything,socially,never,graduated from college/university,white,67.0,80000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,f,libra and it&rsquo;s fun to think about,no,"english, french, russian",single,non_stem
27.0,fit,mostly anything,not at all,never,graduated from college/university,white,64.0,80000.0,"san francisco, california",doesn&rsquo;t want kids,gay,likes dogs and has cats,atheism and very serious about it,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), french (poorly)",single,non_stem
25.0,rather not say,anything,often,sometimes,graduated from college/university,hispanic / latin,66.0,20000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,catholicism and somewhat serious about it,f,libra and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)",single,non_stem
28.0,average,mostly anything,socially,sometimes,graduated from college/university,white,69.0,60000.0,"redwood city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly), french (poorly), hindi (fluently), italian (poorly)",single,non_stem
26.0,average,mostly anything,socially,never,graduated from college/university,asian,63.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,f,gemini,no,"english, chinese",single,non_stem
25.0,jacked,mostly anything,very often,never,graduated from masters program,white,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,judaism and laughing about it,f,scorpio but it doesn&rsquo;t matter,no,"english (okay), spanish (okay), hebrew (okay)",single,non_stem
19.0,curvy,mostly anything,socially,never,working on college/university,black,61.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,virgo and it&rsquo;s fun to think about,no,english,single,student
52.0,a little extra,mostly anything,socially,never,graduated from college/university,asian,59.0,60000.0,"martinez, california",has kids,straight,has dogs,catholicism and very serious about it,f,capricorn but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
37.0,average,strictly anything,socially,never,graduated from masters program,white,74.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and laughing about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,stem
32.0,athletic,mostly anything,socially,never,graduated from college/university,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,leo,no,"english (fluently), spanish (okay)",single,non_stem
43.0,athletic,strictly anything,rarely,never,graduated from masters program,white,73.0,100000.0,"oakland, california",doesn&rsquo;t have kids,straight,has cats,other,m,libra and it&rsquo;s fun to think about,no,english,available,stem
26.0,average,mostly anything,socially,sometimes,working on masters program,asian,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,buddhism and laughing about it,m,libra and it&rsquo;s fun to think about,yes,"english (okay), thai (fluently)",single,student
56.0,a little extra,mostly anything,socially,sometimes,graduated from masters program,white,67.0,60000.0,"oakland, california",has a kid,straight,likes dogs and likes cats,other and laughing about it,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",available,non_stem
26.0,fit,mostly vegetarian,socially,never,graduated from masters program,indian,64.0,100000.0,"san mateo, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,hinduism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english, hindi",single,stem
28.0,average,mostly anything,socially,never,graduated from college/university,white,71.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,libra and it&rsquo;s fun to think about,no,english,available,stem
37.0,average,mostly vegetarian,socially,never,graduated from college/university,white,69.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,agnosticism but not too serious about it,f,libra,no,english,single,non_stem
24.0,a little extra,mostly anything,socially,never,graduated from college/university,white,76.0,30000.0,"san pablo, california","has a kid, and might want more",straight,has dogs and has cats,other but not too serious about it,m,leo and it&rsquo;s fun to think about,when drinking,english (fluently),seeing someone,non_stem
32.0,athletic,mostly anything,socially,never,graduated from two-year college,white,67.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,f,leo and it&rsquo;s fun to think about,no,english,single,stem
26.0,average,mostly anything,often,never,working on masters program,white,73.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,scorpio but it doesn&rsquo;t matter,no,english,single,student
32.0,average,mostly anything,rarely,never,working on college/university,white,71.0,60000.0,"daly city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and somewhat serious about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), sign language (okay), spanish (okay)",single,non_stem
44.0,fit,mostly anything,often,never,graduated from college/university,asian,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs,other,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)",single,non_stem
24.0,athletic,mostly anything,socially,sometimes,graduated from college/university,black,65.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,m,aquarius and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)",single,non_stem
60.0,a little extra,strictly anything,socially,never,graduated from masters program,white,66.0,60000.0,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,judaism,m,libra and it&rsquo;s fun to think about,no,"english (fluently), german (poorly), yiddish (poorly)",single,non_stem
42.0,average,mostly anything,socially,never,graduated from masters program,white,66.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,has cats,buddhism,f,aries and it matters a lot,yes,english,single,non_stem
26.0,fit,mostly anything,socially,never,graduated from college/university,hispanic / latin,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,buddhism and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (okay)",single,non_stem
51.0,average,mostly vegetarian,socially,never,graduated from ph.d program,white,70.0,1000000.0,"san francisco, california","has a kid, but doesn&rsquo;t want more",straight,has dogs,christianity and somewhat serious about it,m,taurus but it doesn&rsquo;t matter,no,english,single,stem
31.0,average,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism and laughing about it,f,aries but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), spanish (poorly)",single,non_stem
32.0,athletic,mostly vegetarian,socially,never,graduated from college/university,hispanic / latin,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), portuguese (okay)",single,non_stem
49.0,average,anything,socially,never,graduated from masters program,asian,70.0,60000.0,"palo alto, california",doesn&rsquo;t have kids,straight,has dogs,other,m,capricorn and it&rsquo;s fun to think about,no,english (fluently),single,non_stem
21.0,fit,mostly vegetarian,socially,never,working on two-year college,"native american, white",68.0,20000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,agnosticism and laughing about it,f,leo but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
25.0,average,anything,socially,never,graduated from college/university,white,67.0,60000.0,"pacifica, california",doesn&rsquo;t have kids,straight,likes dogs,other but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,no,english,seeing someone,non_stem
35.0,thin,mostly vegetarian,rarely,never,graduated from college/university,white,62.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,other,f,libra and it&rsquo;s fun to think about,no,"english (fluently), italian (fluently), french (okay)",single,non_stem
31.0,average,mostly anything,socially,never,graduated from masters program,asian,65.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra,no,"english (fluently), chinese (okay)",single,non_stem
31.0,average,mostly anything,socially,never,graduated from two-year college,asian,70.0,60000.0,"san rafael, california",has a kid,straight,likes dogs and likes cats,other,m,sagittarius,when drinking,"english (fluently), other (fluently)",single,non_stem
27.0,athletic,mostly anything,socially,never,graduated from college/university,asian,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,christianity,m,capricorn but it doesn&rsquo;t matter,no,"english, chinese",single,non_stem
38.0,thin,mostly anything,rarely,never,dropped out of space camp,white,71.0,60000.0,"half moon bay, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,other and laughing about it,m,cancer,no,english (fluently),single,non_stem
33.0,athletic,mostly anything,often,never,graduated from masters program,asian,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,f,libra and it&rsquo;s fun to think about,no,"english, korean, spanish",single,stem
29.0,fit,mostly anything,often,never,graduated from masters program,white,77.0,40000.0,"redwood city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism and somewhat serious about it,m,gemini and it&rsquo;s fun to think about,no,english,single,non_stem
28.0,thin,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,has dogs,agnosticism and laughing about it,m,cancer and it&rsquo;s fun to think about,no,english,single,non_stem
44.0,average,mostly anything,rarely,never,graduated from college/university,white,72.0,60000.0,"mountain view, california",has kids,straight,likes dogs,christianity and somewhat serious about it,m,cancer but it doesn&rsquo;t matter,no,english (fluently),single,non_stem
41.0,thin,mostly vegan,not at all,never,graduated from two-year college,white,66.0,60000.0,"oakland, california",doesn&rsquo;t have kids,gay,likes dogs and has cats,other,f,virgo and it&rsquo;s fun to think about,no,english (fluently),available,non_stem
45.0,fit,mostly anything,socially,never,working on masters program,white,68.0,60000.0,"san carlos, california",doesn&rsquo;t have kids,gay,likes dogs and dislikes cats,other,m,pisces,no,"english (fluently), spanish (okay)",single,non_stem
22.0,thin,mostly vegetarian,socially,never,graduated from college/university,hispanic / latin,63.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single,non_stem
29.0,athletic,strictly vegetarian,socially,never,graduated from college/university,white,63.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,f,libra and it&rsquo;s fun to think about,no,english,single,non_stem
26.0,thin,mostly anything,socially,never,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism,m,aquarius,no,"english, c++ (fluently), french (okay), lisp (poorly)",single,stem
27.0,fit,mostly anything,socially,never,graduated from college/university,white,67.0,70000.0,"san mateo, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (okay), hindi (poorly)",single,non_stem
41.0,average,mostly other,socially,never,working on college/university,white,71.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",gay,likes dogs and likes cats,other and very serious about it,m,virgo and it&rsquo;s fun to think about,no,english,single,non_stem
20.0,a little extra,strictly anything,socially,sometimes,working on college/university,other,74.0,1000000.0,"berkeley, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and likes cats,agnosticism and laughing about it,m,virgo and it&rsquo;s fun to think about,trying to quit,english (fluently),single,student
46.0,average,mostly anything,socially,never,graduated from college/university,pacific islander,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), tagalog (fluently), french (poorly)",single,non_stem
26.0,athletic,mostly anything,socially,never,graduated from high school,hispanic / latin,71.0,40000.0,"alameda, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,sagittarius and it&rsquo;s fun to think about,when drinking,"english, spanish (fluently)",single,non_stem
29.0,average,strictly vegetarian,often,never,graduated from college/university,white,68.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism and laughing about it,f,taurus,no,english,single,non_stem
26.0,average,mostly anything,often,never,dropped out of space camp,white,71.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,atheism and laughing about it,m,libra,trying to quit,english,single,stem
26.0,average,mostly anything,socially,never,graduated from college/university,asian,62.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,"english, chinese (okay), spanish (poorly)",single,non_stem
26.0,thin,mostly anything,socially,never,working on med school,asian,63.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism but not too serious about it,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently), spanish (poorly)",single,non_stem
24.0,a little extra,mostly anything,not at all,never,graduated from college/university,white,73.0,1000000.0,"daly city, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,trying to quit,"english, russian",single,non_stem
36.0,thin,strictly vegetarian,rarely,never,graduated from college/university,white,65.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,buddhism,f,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), portuguese (poorly), sanskrit (poorly), hebrew (poorly)",single,non_stem
39.0,fit,mostly anything,often,never,graduated from college/university,black,74.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,has dogs,other,m,leo,no,"english, german, yiddish, french, english",single,non_stem
35.0,jacked,mostly anything,socially,never,graduated from college/university,asian,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,cancer and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (poorly)",single,non_stem
25.0,skinny,mostly anything,rarely,never,graduated from college/university,asian,60.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity but not too serious about it,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",available,non_stem
40.0,fit,strictly vegetarian,socially,never,graduated from college/university,white,68.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,straight,likes dogs and likes cats,christianity but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,"english, french (okay)",seeing someone,non_stem
24.0,fit,strictly vegetarian,socially,sometimes,graduated from masters program,white,70.0,60000.0,"berkeley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,judaism but not too serious about it,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), hebrew (poorly)",single,student
23.0,average,mostly anything,not at all,never,working on two-year college,white,66.0,60000.0,"san francisco, california",doesn&rsquo;t want kids,bisexual,has cats,other,f,aquarius and it&rsquo;s fun to think about,no,english,single,non_stem
24.0,athletic,anything,socially,never,working on college/university,white,66.0,60000.0,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and dislikes cats,judaism but not too serious about it,m,sagittarius,no,"english, french (poorly), japanese (poorly), yiddish (okay), hebrew (poorly)",single,non_stem
24.0,athletic,anything,often,never,graduated from college/university,asian,76.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra,no,"english, chinese",single,stem
27.0,skinny,mostly anything,socially,never,graduated from college/university,white,66.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs,other,f,aquarius,no,english,seeing someone,non_stem
25.0,fit,mostly vegetarian,socially,sometimes,working on college/university,white,72.0,60000.0,"el cerrito, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,"english (okay), c++ (fluently), japanese (poorly)",single,stem
36.0,average,vegetarian,rarely,sometimes,working on college/university,white,70.0,60000.0,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,sagittarius,no,"english (fluently), spanish (okay)",single,non_stem
31.0,average,mostly anything,socially,never,working on masters program,white,67.0,60000.0,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and has cats,agnosticism,f,sagittarius and it&rsquo;s fun to think about,when drinking,english,single,non_stem
24.0,athletic,mostly anything,socially,never,graduated from college/university,white,62.0,60000.0,"stanford, california",doesn&rsquo;t have kids,bisexual,likes dogs and likes cats,other,f,leo but it doesn&rsquo;t matter,no,english,available,non_stem
38.0,fit,mostly anything,socially,never,graduated from masters program,white,73.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,m,pisces and it&rsquo;s fun to think about,when drinking,"english (fluently), french (fluently), portuguese (poorly)",single,non_stem
25.0,average,mostly anything,rarely,never,graduated from college/university,asian,70.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently)",single,stem
34.0,average,anything,not at all,never,graduated from masters program,asian,60.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,straight,has cats,other,f,libra and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single,stem
28.0,a little extra,strictly anything,socially,sometimes,graduated from college/university,white,74.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and dislikes cats,agnosticism and laughing about it,m,libra and it&rsquo;s fun to think about,no,english,single,non_stem
34.0,average,mostly vegetarian,socially,never,graduated from college/university,white,70.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,other,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single,stem
30.0,fit,strictly vegetarian,socially,never,graduated from college/university,white,64.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism and somewhat serious about it,f,leo but it doesn&rsquo;t matter,no,english,single,student
35.0,skinny,mostly anything,socially,never,graduated from college/university,white,63.0,60000.0,"alameda, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra but it doesn&rsquo;t matter,no,english (fluently),single,stem
26.0,average,mostly anything,socially,never,graduated from college/university,white,72.0,60000.0,"san mateo, california",doesn&rsquo;t have kids,gay,likes dogs and likes cats,other but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single,stem
24.0,athletic,strictly anything,socially,sometimes,working on college/university,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism and very serious about it,m,libra,no,"english (fluently), french (poorly)",single,non_stem
40.0,fit,mostly anything,very often,never,graduated from masters program,white,73.0,150000.0,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,m,libra and it&rsquo;s fun to think about,no,english,single,stem
32.0,skinny,mostly anything,rarely,never,graduated from college/university,white,68.0,80000.0,"san mateo, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,christianity but not too serious about it,m,aries but it doesn&rsquo;t matter,no,english,single,non_stem
26.0,overweight,mostly anything,socially,sometimes,graduated from college/university,white,72.0,60000.0,"san francisco, california",doesn&rsquo;t have kids,straight,has dogs and likes cats,atheism but not too serious about it,m,gemini but it doesn&rsquo;t matter,sometimes,english,single,student
