x.1,x.2,x.3,x.4,x.5,x.6,x.7,x.8,x.9,x.10,x.11,x.12,x.13,x.14,x.15,x.16,x.17,x.18,x.19,x.20,x.21,y
0.0147,0.7441,0.5384,4.1457,1.2984,3.4908,4.2863,4.5706,2.7337,2.6651,4.4895,3.4573,0.7629,0.4525,2.3305,0.111,0.3242,1.967,0.0324,1.3259,-0.1539,2
-0.1398,-1.0707,-0.0761,1.8177,2.2838,1.1118,4.5032,2.7584,4.9356,3.8795,3.5806,3.7143,1.1005,1.6514,0.3665,1.4984,0.5911,-0.9311,0.508,1.3563,-0.3187,2
0.8659,0.1681,1.3876,1.6771,3.7031,5.1059,5.133,4.0146,4.2746,2.6143,1.279,3.7286,-0.2633,-0.0761,-0.9734,1.5859,-0.226,2.7195,-1.2623,0.9359,0.2577,2
-0.6958,0.4454,0.4689,2.292,1.201,3.3098,4.0078,3.622,3.5513,4.6444,2.9387,3.6057,1.3887,0.9754,0.8151,0.0298,-0.5682,0.0016,-0.6745,0.5931,-0.3849,2
-0.9293,-0.0232,1.1743,2.8953,3.7198,2.8246,2.7856,5.9807,4.8323,5.6836,3.4997,2.6615,0.5387,0.9816,0.8146,0.316,-1.2527,1.7323,-1.1469,0.2953,-0.422,2
0.1572,2.2376,1.0665,1.7702,3.569,4.0278,5.9842,3.9378,2.5713,3.435,2.981,1.8423,1.0415,3.0754,-0.7448,-0.3227,0.7711,0.7355,0.2625,-0.0398,-1.7293,2
0.9807,0.6988,-0.0569,1.1766,1.591,3.816,2.3323,2.1963,4.4383,3.5003,5.0767,4.9184,1.9993,0.2679,5.713,0.7432,-0.0123,0.3751,-0.5082,0.5263,1.1584,2
1.3041,1.2694,1.8172,1.875,4.7256,4.176,6.9167,3.4195,3.9004,1.3166,2.119,2.0018,-0.9532,0.908,1.5781,0.0055,-1.1745,-1.0287,0.89,-0.2035,0.4127,2
0.2019,0.0204,1.9559,1.9439,3.722,4.5564,6.3477,3.687,4.8255,3.9376,0.0752,0.6764,1.9596,0.3169,1.9982,-0.5611,-0.0968,1.0028,-0.4169,-0.0878,0.7307,2
2.0438,1.5204,-0.516,-0.4833,-0.5754,1.9704,0.8669,4.1738,5.701,5.1187,4.4615,4.3032,3.5518,4.0317,1.5234,0.5299,0.9392,-0.8701,-1.2408,0.0967,-0.8831,2
-0.6035,0.8034,0.437,2.4678,3.899,2.8011,3.7237,4.2828,2.0084,3.0179,3.5172,1.4216,2.2274,-0.4397,1.3049,0.7185,-1.2525,-0.482,0.4538,0.4743,1.6818,3
-1.8149,0.3079,1.9798,-0.7318,0.7207,0.9082,1.6586,-0.2207,1.2743,1.3239,1.4597,3.4122,3.103,4.7177,5.094,4.6069,3.0259,2.7007,2.5877,2.0508,-0.2163,3
0.141,0.3021,0.5343,-0.3067,0.7608,1.065,2.7807,-0.5178,1.644,3.224,0.74,1.3415,2.3662,2.6722,3.0428,3.416,1.637,1.9489,-0.5873,-0.0184,-0.9439,3
-1.3203,0.4767,3.3737,1.8937,3.2204,6.5634,5.4939,4.4991,3.6826,2.0335,3.4676,2.7159,0.9027,0.5494,-0.6578,-1.3208,0.5011,-0.1079,-0.9675,-0.1871,-0.6316,3
1.0841,-1.2381,1.0666,2.0481,0.6489,1.2899,1.412,0.2002,1.2305,0.6955,2.3598,4.1464,2.2838,4.8953,3.871,4.1164,4.8453,3.0918,1.7548,0.3123,0.5099,3
0.4716,2.2049,1.7578,2.5349,2.2153,2.7231,3.4822,4.983,1.9642,1.6805,1.8898,-1.1631,3.3453,0.5038,0.4517,1.513,0.6188,-0.9764,-0.8952,0.6944,1.0313,3
0.4347,-1.454,0.425,0.0372,0.479,0.5739,0.8488,1.1952,0.5873,0.8918,3.0351,2.9291,4.2598,5.271,6.6045,5.1282,5.745,1.7305,1.1298,1.5916,0.6032,3
-0.1487,0.556,2.0016,-0.7422,1.4349,0.8251,1.6878,3.3357,0.9365,0.5594,1.2876,3.7119,1.8651,4.225,3.5277,2.5327,3.3944,2.3153,1.683,-0.0667,-2.5721,3
-1.0306,1.3799,1.0116,1.86,2.1673,2.256,1.721,2.2504,1.7618,-0.3067,2.657,2.7539,4.6086,2.1172,1.9847,2.9056,3.0836,0.9896,2.0556,0.7873,1.4094,3
-1.7888,0.0932,0.2653,1.9327,2.5858,3.8996,3.7775,3.3131,2.5274,1.2055,2.8545,1.8638,0.4337,1.843,-0.2895,1.8702,2.9296,0.9155,-0.3526,-0.5811,-1.6632,3
-0.8253,2.196,1.2089,0.8746,0.7015,2.6322,2.224,1.0056,0.7864,1.8085,3.4651,0.642,3.2422,3.1318,4.3053,3.757,3.6089,2.0515,-0.8992,1.5468,-0.4292,3
-1.2624,0.5465,3.777,2.6143,0.8151,1.9778,2.3359,0.5748,2.2884,1.6148,2.2767,2.7466,2.1526,4.1619,3.0939,4.8074,1.8798,1.3881,0.7586,2.194,0.1116,3
0.8743,1.3241,-0.2962,1.7441,1.4788,4.2839,2.0803,1.9012,1.6866,0.8085,2.4177,2.8666,2.2445,1.6359,2.9646,3.3674,1.5209,1.1122,0.2869,-0.8489,-1.1694,3
0.9871,0.5982,2.3649,2.7199,3.5626,4.3611,5.0364,4.512,3.4442,3.2874,1.9174,-0.5858,-0.6987,0.0477,0.1673,0.0196,0.7521,1.2867,2.1877,1.8016,-0.3034,3
0.2845,-0.1051,1.1266,1.994,2.8128,2.4121,3.2606,-0.7976,1.2974,1.3714,2.9657,4.2921,2.6833,3.5998,4.1888,3.1514,1.5309,4.15,1.1063,-0.2285,-1.7165,3
-0.7467,-0.1037,1.7936,-1.3831,1.6804,1.3065,1.7888,0.8176,1.5316,1.9869,2.8173,3.4473,3.6744,4.2502,4.67,4.9324,3.8166,2.1606,0.6891,0.691,2.816,3
0.6864,0.1413,0.9155,-0.9828,0.5639,2.4308,2.43,0.3453,1.8548,2.5562,1.6405,2.8601,3.8437,5.3285,4.1195,2.9665,3.4458,1.5615,2.017,1.6273,0.9379,3
0.0493,0.3486,2.9842,2.9616,3.1427,5.0215,7.3187,5.2871,4.0315,2.2435,1.519,1.5168,-0.5243,1.1404,0.4586,-0.1527,1.3807,0.282,0.4876,2.0552,-0.108,3
-0.6047,1.037,0.7053,1.5471,1.2399,2.7586,4.2013,3.2326,0.9044,-0.0854,1.0558,-0.3861,0.0895,1.9996,3.1135,1.6638,2.4189,1.4715,0.8863,-0.5721,-0.61,3
0.883,-0.6433,-0.5858,3.4231,4.8318,4.7734,3.1507,4.5391,0.1892,0.6788,1.479,1.9195,0.6819,2.284,4.362,3.8396,2.1519,1.8208,1.6106,1.117,1.317,3
0.8595,-0.6772,0.8463,0.4391,1.9521,1.3311,2.3649,0.7957,-0.2648,2.4546,0.7374,2.3122,1.7951,4.5596,5.9433,2.4012,2.311,2.3086,1.5376,-0.3521,-1.7911,3
-0.5455,0.987,1.6392,2.2796,2.0497,3.3542,5.4875,4.8324,1.4482,2.4927,1.856,2.203,-0.3874,1.4007,3.2478,1.2491,2.2758,-0.367,1.0315,2.0341,-1.2598,3
-1.6689,0.6663,-0.3988,0.6509,1.8753,1.6109,3.6152,1.1734,2.8374,2.6596,1.9749,1.4913,1.6979,3.7574,1.425,2.3626,0.8918,4.2567,0.0503,0.2647,0.4395,3
0.3151,1.2749,2.1868,2.5275,0.8359,3.9642,3.1455,2.3043,3.5094,1.3804,2.0276,2.1534,2.0729,3.0062,3.5333,3.4143,2.6927,1.9102,1.1482,1.0944,-1.7818,3
-0.0802,1.3713,2.7577,2.3765,2.5758,4.9266,5.3987,2.545,2.6877,1.814,1.5142,0.0946,1.6018,1.5198,-0.6923,0.0866,3.8926,1.2362,0.6365,-0.4042,0.7308,3
0.0049,0.2814,-0.0072,0.9153,1.9916,1.1959,0.7778,0.5528,2.7808,3.7254,2.2209,2.1053,2.1284,1.0652,3.4579,0.5146,3.8168,1.7549,1.311,-1.7194,-0.5069,3
0.9216,1.1389,1.5153,-0.2109,-0.5791,-0.4227,0.7212,1.5874,0.1078,1.2255,1.2537,2.3615,5.6539,4.6926,6.0383,5.3368,4.9945,3.1701,0.7554,0.4097,-0.9426,3
-0.8302,1.7486,1.6446,3.7101,3.085,6.0062,4.4918,3.9509,3.2239,1.6644,0.7513,2.1413,0.7731,0.3565,2.5773,-0.6905,1.0777,1.1118,0.4764,0.2883,-0.9169,3
0.5486,-0.9469,0.8677,1.813,1.3314,4.9503,3.6135,2.058,0.5644,0.9023,1.7047,1.7586,0.8989,2.4474,4.314,1.5105,3.1346,1.021,-0.3242,0.2263,-1.1028,3
-0.4392,-0.4432,1.1509,3.2554,3.2556,5.7327,6.229,2.563,1.696,2.9997,2.047,1.7576,0.8492,0.7676,1.6377,4.2715,-0.2851,2.0347,1.4187,0.4566,0.269,3
-0.5796,1.3291,2.0119,5.9764,2.1822,3.2124,3.2748,3.7473,4.0045,1.5701,0.8929,3.1635,-0.8586,1.0133,1.8181,-0.0331,0.8439,0.5876,0.1542,1.3147,-0.6109,3
-0.5453,0.132,0.8097,1.4942,3.0497,2.0627,4.7677,3.2638,1.9368,3.9092,1.5985,0.1171,-0.1636,1.3413,1.3087,1.5462,2.9199,0.3431,-0.2442,0.2011,-0.3977,3
-1.7284,0.2077,1.0602,1.5553,1.4454,3.864,2.4651,1.9698,1.9074,2.5839,0.8867,3.9771,2.8251,2.44,3.1882,2.0989,3.6134,1.1225,3.4592,1.2406,0.1398,3
0.1856,1.0599,0.9898,1.1505,1.0568,0.5029,1.1406,-1.3693,0.6897,-0.3134,2.9418,1.9092,4.3588,1.1017,4.1261,3.4759,2.6131,0.8715,2.7845,1.0016,-0.6338,3
0.6854,-0.3882,2.3987,2.1162,1.9833,1.5045,1.9762,3.4046,2.4627,1.2162,2.4582,1.7443,-0.15,1.8498,3.3769,2.584,0.6605,-1.9637,-0.3684,-0.2172,1.1292,3
0.4453,0.0648,1.7055,0.9317,-0.015,2.7637,0.4131,-0.1825,-0.1715,-0.1135,2.6238,2.6671,3.8794,4.8631,5.6948,3.846,3.556,3.1467,-0.0501,0.1114,0.6414,3
1.5555,0.0648,0.5822,0.2945,0.8783,0.7264,3.0214,1.6021,1.6863,2.2268,1.6834,2.8638,1.5699,3.4472,2.8596,3.4345,2.3168,0.3169,1.7714,0.1633,0.4154,3
-0.7327,0.3105,2.0025,1.7329,3.7036,5.8669,4.3978,5.2425,4.107,1.74,1.6522,1.9171,-1.1949,0.5023,-0.0471,-0.5708,-0.1166,-0.3782,-1.3125,-1.034,-0.6152,3
-0.9675,0.834,-0.8214,1.8271,4.5532,3.7247,4.5425,1.3444,2.5502,2.2321,1.8404,1.0005,2.0948,-0.0384,1.7779,3.4918,1.2587,1.054,-1.7158,1.6706,-0.9938,3
1.4097,1.0587,1.0399,3.0579,3.4948,5.2896,5.779,3.2886,4.2438,3.0496,2.9963,-0.0354,0.7842,0.8351,0.0081,0.6311,-0.3073,0.2301,0.0772,-0.4807,-2.1762,3
-1.187,0.716,1.4097,0.9122,4.3431,5.2076,4.5139,4.0702,2.3092,0.3664,1.7605,1.7564,3.1314,1.9199,1.2987,0.0266,0.6482,-0.1448,0.9367,-0.3486,-0.3498,3
-0.213,-1.5605,0.7989,1.082,5.3144,3.3742,5.7445,4.0491,2.2433,2.7718,1.5347,1.8869,2.3109,1.7026,3.3822,2.2815,0.0302,0.2733,1.5494,-0.2359,0.6371,3
0.8951,-0.395,0.5741,1.8405,1.3081,2.1798,1.0432,0.505,1.3525,0.8208,0.6949,3.0307,3.5136,3.4671,5.4337,5.9644,4.1087,1.0446,2.8927,1.0733,-0.6724,3
-0.0267,-1.1956,-0.3972,2.5746,1.9308,2.7558,2.4114,4.563,4.0431,1.5005,2.5356,2.2563,1.1936,1.9614,0.1348,-0.04,0.5794,2.8882,0.7613,1.034,-0.7062,3
-0.3667,-0.2757,-0.1845,-0.5791,1.6255,2.3684,0.816,0.5012,3.1265,1.401,2.3738,3.603,3.0904,2.6006,5.3542,4.6912,2.3488,2.5972,2.329,0.7152,0.4187,3
-0.3401,0.2584,0.2503,1.1182,1.3184,0.6038,1.0403,1.9863,0.0142,1.3174,3.1293,3.7228,3.2941,3.0527,5.3007,5.2318,3.7585,2.6327,1.929,0.5286,0.3999,3
0.0272,-0.8436,2.1983,0.9194,1.7035,3.3595,1.5847,2.6036,1.7513,1.4096,1.8825,3.6197,0.929,3.7103,2.2978,2.8291,3.5303,1.0546,0.297,0.5495,-1.0289,3
-1.1696,0.2969,0.7855,2.7511,1.3732,1.5898,3.4048,3.0683,3.3326,3.7489,1.1122,1.2011,1.1821,2.6596,2.8736,1.6174,0.2439,2.0899,1.5188,0.5381,-1.1674,3
0.1712,-0.0777,-0.3925,0.532,-0.0506,1.4296,2.3792,0.8944,-0.4922,1.3481,2.6575,2.5182,3.5108,3.2906,4.6341,3.7252,4.0517,3.1101,1.2684,-0.8621,-0.2403,3
-1.3142,-1.2519,1.4717,1.0569,2.1483,3.5388,3.5302,1.8295,2.3152,1.6804,1.5523,0.6143,-0.0817,2.9384,0.0983,3.643,1.1324,0.6777,0.8464,-1.3398,-0.293,3
1.2711,2.9907,0.6515,-0.1195,1.9296,0.718,2.993,2.1459,1.6301,1.3305,2.0496,0.9078,4.1225,2.0508,4.2342,3.4471,3.7194,2.1891,-0.6616,0.2508,1.1119,3
-0.59,1.2231,0.2437,0.0348,0.1275,1.8277,-0.583,-0.274,1.074,0.7089,1.3987,2.0911,6.2503,4.8354,5.8215,4.7826,1.024,2.8774,1.5663,0.0717,-1.2508,3
-1.4328,1.3629,-1.1838,-0.8861,-0.137,-0.0999,-0.0201,-0.2963,0.5715,1.9304,2.8553,4.2466,5.9498,5.7155,8.6378,2.0456,3.7848,2.1699,1.8642,1.3328,-0.3912,3
0.6664,0.8662,1.7699,1.4029,1.9275,0.3817,3.4274,0.6471,1.0789,1.1861,1.6089,2.4721,2.1365,3.2627,4.1376,2.9097,2.3526,1.7756,1.4194,-0.0378,-1.852,3
-1.2962,0.4007,2.7255,2.1475,4.3644,3.9777,5.0004,4.9155,2.8046,4.6764,1.0695,-0.7388,0.4927,-0.1151,-0.5195,1.7411,1.2176,-0.1108,-0.5344,-0.614,-1.399,3
0.1961,0.2642,1.0413,1.3082,1.9196,0.9021,1.1002,-0.8085,1.6223,2.5385,1.9831,2.5372,3.9139,3.0165,6.0516,3.9158,3.5531,1.2349,2.6171,1.1486,-1.0575,3
-0.8257,-0.8131,0.8338,1.2744,2.0956,2.8258,3.5656,0.7175,1.4517,2.4073,2.9026,2.1346,0.4949,3.2093,4.3738,1.8535,2.8906,1.3736,1.7453,0.8627,2.3462,3
-1.5067,0.3736,2.8846,1.9012,2.4699,5.5979,7.6965,3.3137,5.3896,2.3024,2.442,0.1252,1.6152,-1.524,1.787,1.8919,-0.5315,-1.2539,0.3556,0.3331,-1.0953,3
-0.4162,-0.0979,0.6286,-0.5171,2.123,1.1364,3.4509,-0.3861,1.001,0.1194,0.8472,2.2021,4.1583,5.0235,3.543,4.3545,4.482,2.9117,2.6049,0.2965,-0.1876,3
0.6826,0.2563,2.1369,1.0526,1.4028,2.6024,4.294,2.4655,1.6977,2.2876,2.5435,1.7411,1.151,3.6308,2.4648,3.9478,1.1206,1.7575,1.7546,1.3166,0.32,3
-0.7201,1.8265,0.205,1.7463,1.5366,1.8341,1.3817,1.3064,1.37,0.6458,1.3134,2.485,1.0143,2.8109,2.9168,1.6516,2.5774,0.2443,-1.1484,0.1734,2.6556,3
0.5247,1.5057,2.3344,3.2143,0.9913,3.1979,3.1151,3.4298,2.6575,1.6838,1.7977,0.284,0.5625,2.673,0.2796,1.2,1.2516,1.6318,-1.4966,-1.5222,0.3489,3
0.0829,1.2566,1.1254,1.0112,2.9416,2.0637,7.065,4.2905,0.6422,2.9762,2.2131,2.9911,4.2621,2.3338,3.4671,1.1181,3.0496,0.0825,0.5404,-1.478,0.5737,3
-0.8033,-0.1231,1.3932,1.7765,1.184,3.2265,1.3893,0.2061,1.358,2.3448,0.9499,3.8264,1.5092,3.0632,3.3723,4.2042,3.8099,1.441,2.6898,-0.6985,0.4024,3
-0.2466,-0.6986,1.0051,1.515,1.9147,2.9979,3.7524,3.2845,-0.0592,2.9733,4.0234,2.3167,2.1849,2.6809,3.0501,4.0681,1.3512,0.6625,0.1793,-0.7297,-1.6882,3
0.6729,0.3254,-1.3568,0.8779,-1.2038,-1.4564,0.5475,2.3853,0.5162,0.5872,1.5861,2.3748,3.4165,3.4386,4.8491,4.4505,1.713,4.0391,1.1509,1.5165,1.089,3
0.9548,0.4119,-1.1858,0.4495,1.5577,1.3448,1.3389,1.4869,0.1493,-0.154,2.1217,2.3517,5.4255,4.7429,5.2448,3.681,3.1665,2.0073,1.1173,1.6031,-3.2278,3
-0.1494,0.541,-0.8206,0.5609,-0.1648,1.4174,1.0256,0.6362,-0.1007,-0.1503,0.9735,2.2028,2.7647,4.5753,4.7183,3.6591,0.2986,2.4954,1.0879,0.4841,-2.6,3
1.1505,0.8494,1.8887,2.2267,2.6026,2.3977,4.6453,3.4221,4.4639,2.2965,0.6781,0.982,1.2774,1.0353,1.0336,1.4842,1.978,2.758,0.6719,-0.3451,-1.375,3
-0.2368,-0.1991,1.8974,4.2665,3.1143,3.9955,5.0219,3.8137,4.0276,3.1995,2.4541,0.0918,-1.2432,0.0067,1.6085,-0.1132,0.2666,2.2651,0.5216,1.02,0.2473,3
2.2222,0.645,0.6787,1.3075,-0.9389,0.5464,0.555,1.0114,1.6817,2.4452,3.4807,3.4908,4.394,5.0494,5.1475,5.8103,5.4688,2.7565,3.881,-0.3704,1.5702,3
-0.3029,-0.8561,0.7727,1.3217,1.2867,2.8017,3.2376,2.3571,1.7185,1.8498,0.6826,1.2894,3.5157,3.0994,4.2634,3.9368,1.5338,1.2024,2.0314,1.4259,0.9051,3
-0.1701,1.9057,0.8063,4.0722,4.5969,4.5632,5.9095,4.6541,3.1541,2.7511,1.0122,2.8282,1.0685,-1.4585,0.4555,-0.5009,0.1542,0.8071,0.074,-0.8855,-0.2405,3
-0.1506,2.0431,1.3396,3.2823,2.8853,4.8833,6.0483,4.7204,3.8108,3.1902,2.5555,0.893,1.2836,-0.7066,-0.8544,2.4344,-0.5308,-0.5622,0.0094,-0.0239,0.4739,3
-2.5002,-0.5565,-0.0678,2.3645,3.6713,3.1745,5.1974,2.7821,4.4489,2.0152,1.6835,-0.0052,-0.8598,1.7501,0.4058,0.9546,0.5868,0.6527,-0.3514,0.862,-1.0872,3
-0.0569,-0.6338,-1.6602,1.0113,0.9677,0.3284,-0.6709,-0.6487,0.904,1.9215,1.9373,1.7622,2.6593,3.9942,7.0838,3.7302,5.2633,2.0105,1.0113,-0.5704,1.1377,3
0.3544,-0.667,1.168,1.6026,1.0907,2.343,2.4083,3.8819,2.9127,1.7722,4.9563,1.1593,3.3059,2.9158,2.119,2.4928,3.3855,0.9496,-0.4298,1.1183,0.699,3
1.7866,1.074,1.0795,2.1504,1.2997,2.5923,0.3117,-0.4955,1.1504,0.7367,2.106,1.9719,2.9972,4.0608,3.5801,5.1264,1.5735,1.7986,1.4721,0.6982,0.0749,3
1.4527,-0.7135,0.8321,0.3354,0.3185,2.5567,2.9052,4.5061,1.7445,1.6527,2.1454,2.1331,3.3354,3.5611,2.602,2.8425,2.4147,1.6626,2.5401,-1.0882,0.0147,3
-0.9643,1.4323,2.3858,2.5039,3.9138,4.9258,4.9524,3.9104,3.3499,-0.0024,2.7513,-0.6704,0.6715,0.0961,1.2623,1.0252,-1.0762,0.7868,-0.46,-1.1087,-0.1775,3
-1.6525,-0.947,2.3203,3.7497,4.2948,4.0979,5.4886,7.0459,2.1408,2.8795,-0.7136,-0.2609,0.6212,2.1947,0.0471,1.6916,1.5953,0.0737,0.7513,0.0363,-0.1506,3
-1.4133,1.2119,2.221,0.8176,2.237,4.4574,4.2036,3.6563,4.3203,4.2983,2.4181,2.7547,-1.4368,0.8523,0.785,1.0699,0.0339,0.0485,0.2513,0.0354,-0.8456,3
-0.003,0.7912,-2.3088,1.0204,3.2292,4.3346,3.318,3.0591,3.2272,3.4248,4.445,2.8957,2.0367,-1.776,1.4789,1.1132,1.5983,-0.8917,1.6401,-0.3881,-1.3168,3
-0.9062,1.1885,1.7907,0.3956,1.986,0.7623,0.8312,0.9724,1.4546,1.6615,2.2391,2.4801,2.4048,2.2712,3.5193,2.2624,2.0782,2.0379,0.204,0.5803,-0.61,3
-0.5712,-0.5745,0.5966,0.8449,0.6675,1.0908,-0.1915,0.6629,0.5702,0.6089,1.5794,3.25,1.5161,3.324,5.4945,3.5939,3.5652,3.7559,-0.9083,1.4467,-0.6741,3
-1.3393,1.4521,0.9029,2.3674,4.2974,2.8189,4.5964,4.4361,3.1122,1.6035,2.8965,1.6342,0.7895,0.2629,1.0466,1.1844,0.74,-0.1125,0.2848,-1.1217,0.9986,3
1.0001,1.6286,-0.6638,1.0564,-0.0114,1.7521,0.7499,0.2457,-0.3871,1.9773,1.7317,3.8304,3.2121,1.9511,3.7616,2.6464,2.6635,1.9801,1.9861,0.987,-0.6478,3
-0.8137,1.3077,2.3599,2.0237,3.7516,3.9506,4.9817,4.2189,3.5245,1.9316,1.2089,0.911,0.9481,-0.6757,-1.5639,-0.7011,-0.2102,-0.3311,2.1424,0.7642,0.7618,3
-0.7854,0.7507,0.1579,0.5882,-0.1316,-0.3822,0.2118,-0.8558,0.5303,1.2776,1.6069,3.5193,2.4755,2.9592,6.1524,7.3101,4.3282,1.6883,0.976,0.3866,1.895,3
0.2193,0.2758,-0.3877,1.2765,2.7031,1.9775,3.6424,2.6063,2.9739,3.6457,1.8112,2.648,2.6743,2.8452,3.3977,4.0236,1.2921,3.2707,0.1925,-0.9122,1.0776,3
-1.5915,-0.4282,1.215,2.0803,1.8364,3.6656,5.3699,4.8512,2.3624,0.2684,2.3625,0.9934,2.3748,-1.1607,1.8774,0.3969,0.2287,2.4543,-0.1849,-0.1295,2.6073,3
-0.0057,0.7385,0.4723,1.7164,2.3866,4.5931,5.085,3.7893,3.6988,0.9464,3.0251,1.1156,0.3816,-1.0072,2.4389,1.6531,1.2522,0.5223,0.3615,-0.0044,-0.7367,3
0.2426,1.3702,-0.3239,1.3616,0.1022,0.4058,0.9677,-0.0387,2.1155,1.3465,2.9028,2.1721,3.4039,4.3735,3.8471,3.6069,2.6785,3.1256,2.0779,1.2172,0.5557,3
0.0298,0.1635,0.0866,0.7457,2.0388,0.0902,0.4854,-0.3621,0.9869,0.9969,3.0834,5.524,5.2837,4.4796,4.2744,5.2955,3.2209,3.7966,3.2215,-0.4147,0.1593,3
0.6191,1.6885,0.8075,3.8874,4.094,4.3789,5.4467,4.1076,3.3306,3.1268,1.3867,0.4109,0.2505,-0.8428,-1.2691,0.6282,0.6541,0.5495,-0.1254,0.3152,-0.1205,3
2.6397,0.8963,0.818,2.4186,2.3558,3.407,5.8856,3.2864,2.4443,2.8243,2.433,-0.3028,1.3233,1.8105,-0.3069,1.9343,0.9445,2.5434,1.309,-0.3004,-0.2835,3
-0.7478,0.8213,1.4401,2.6316,4.3237,2.6288,4.6791,2.905,2.8978,2.2709,1.9608,1.3035,0.1174,2.5569,0.9895,-0.998,-0.5297,0.3435,-0.2962,-1.0875,-1.4107,3
0.5397,1.6555,0.4902,1.2798,0.3784,-0.307,0.3744,1.2442,-1.0282,0.3911,2.9838,4.2071,4.7624,4.3913,4.6728,4.4562,2.6215,1.2204,1.1876,0.9802,0.5239,3
-0.9784,-0.089,0.3417,0.4559,1.8478,2.2034,1.4894,2.6867,1.3294,1.4708,3.2084,3.1527,1.8278,1.3762,3.6125,4.5758,3.6245,1.8541,0.1789,-0.2156,-0.1243,3
1.3561,0.5921,1.6695,3.0312,4.0004,5.0392,6.0276,4.0542,1.5364,1.8116,2.7027,2.1314,-2.4314,0.1957,-0.1197,0.2291,-0.2031,0.778,-0.3638,1.0799,-1.4216,3
-2.8406,-0.0767,2.4348,2.1909,4.7203,2.5909,5.8168,4.5195,3.4137,3.1367,3.5433,1.5269,0.6016,0.228,0.7659,2.1704,1.2399,1.3518,1.662,-0.5169,-0.4146,3
0.067,-0.5889,-1.3042,-1.8967,0.1596,1.1655,0.5594,0.7535,1.4158,1.1907,2.0525,4.0736,1.7511,3.3974,3.716,4.0446,3.3139,0.7466,1.1226,2.0352,-0.7745,3
2.7661,-0.7527,-0.3864,3.3463,0.6294,2.1947,0.7067,0.8573,1.1124,1.2141,3.7242,2.5092,2.0668,4.8278,1.6547,3.9672,2.3827,2.4899,2.4671,1.9568,2.2658,3
-0.5006,0.7284,0.1666,2.934,1.6429,4.0595,4.9705,3.525,4.1379,1.7048,0.9427,2.8948,-0.37,1.8184,3.4625,3.4453,1.2594,0.0795,0.9742,0.4509,-0.2971,3
-1.3511,0.2555,2.2107,4.236,4.0815,3.4288,5.105,4.2926,3.3808,1.4206,3.2049,1.1898,-0.063,0.9672,2.2252,0.2403,0.3406,-0.3683,-1.5446,0.1636,0.2767,3
-0.0496,1.523,0.3104,-0.4054,2.662,0.2634,-0.8506,0.9308,-0.5492,-0.1415,2.3737,3.42,5.4667,5.7717,6.5203,6.5524,3.4135,1.8092,2.9598,1.4396,0.0061,3
1.1361,-0.4108,0.9777,1.8536,3.3954,6.4053,6.0174,2.8968,4.1204,3.4962,2.6708,1.451,0.6494,0.1308,-0.046,-0.9515,1.116,-0.0935,0.4753,1.5833,-2.485,3
0.6854,-2.2956,1.7972,1.2412,0.028,1.0067,1.6477,-1.0989,1.2755,2.5024,1.2571,3.1423,5.4177,4.5263,6.5648,6.1274,5.1108,2.6468,1.9965,1.2096,0.1948,3
1.5405,-0.8929,0.9152,1.3642,0.6386,0.4738,-0.4745,-0.7592,-0.5892,1.9769,2.6139,3.3404,3.4329,2.618,3.8128,3.611,3.3688,1.8906,2.3327,0.505,-0.1617,3
0.4735,1.069,1.6075,3.1302,2.7438,4.0803,3.0419,4.0282,2.2693,1.5706,-0.0372,2.0448,2.9892,1.7619,0.9321,1.9011,1.2632,2.0212,1.9675,0.9796,-0.2672,3
-0.8562,-0.7326,1.2448,1.5507,3.6589,3.2092,5.2884,2.0622,3.5094,3.1576,2.2006,2.6917,0.7287,0.4604,0.2261,0.8531,2.7949,0.5601,0.0434,0.4424,0.2053,3
-0.3489,0.6573,1.198,2.2391,2.5448,2.0444,3.659,3.0654,3.3583,3.9865,3.5662,0.4987,1.0583,0.6988,1.6539,1.0984,3.0566,2.2434,0.99,-0.7229,0.8354,3
1.2951,1.1508,0.2375,2.9564,3.581,3.1012,4.4753,3.5199,3.3375,3.851,1.3895,1.6568,0.8209,1.8781,1.4463,-0.0413,0.4443,0.1365,0.8277,-0.598,-1.7213,3
0.5714,1.0179,1.7447,1.1254,2.1924,1.3197,4.0278,2.2479,1.6088,2.677,2.4649,1.0226,1.5898,2.346,3.7723,5.251,1.2292,2.1339,1.4708,0.686,-0.612,3
-0.5729,-0.2034,-0.1087,1.4432,0.7374,0.1519,0.0826,2.0506,-0.1468,2.2157,1.9635,2.4738,3.8577,3.9862,5.2488,3.7994,3.1304,0.8507,1.5396,1.2143,-1.2864,3
0.9761,-0.5461,1.5808,3.3678,2.5033,4.6778,4.5834,3.432,2.8087,2.8809,0.582,1.6731,-0.8859,2.0141,0.9415,1.886,0.7115,1.3322,1.5394,0.4368,-1.8506,3
-0.5736,-1.5401,0.4702,1.5188,2.8247,3.4077,4.4007,1.9887,1.0073,3.7269,1.7927,2.1845,0.2918,3.0529,2.4518,2.0691,1.2548,1.9301,2.1572,-0.6286,0.9065,3
-0.1229,-0.732,1.7078,2.003,4.2126,3.4048,4.8994,5.0702,3.8669,3.3005,2.4114,3.3058,0.873,-0.9404,0.2085,1.2237,0.3487,-0.4869,-0.2948,-1.7589,0.5639,3
