Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
1434,6.4,1.0,8.9,0.3,7.4,3.04,Moderate
879,7.5,1.2,7.1,3.9,4.3,2.96,Moderate
1925,6.2,0.7,9.9,3.7,3.5,2.73,Moderate
971,7.4,0.3,9.9,3.1,3.3,2.84,Moderate
1300,6.2,3.7,9.3,3.4,1.4,2.92,Moderate
559,6.9,3.6,9.0,4.4,0.1,2.92,Moderate
1351,6.7,3.1,7.2,2.9,4.1,3.24,Moderate
1371,6.1,3.7,8.0,2.3,3.9,3.41,Moderate
891,7.4,3.4,6.9,1.0,5.3,3.15,Moderate
1778,7.2,2.9,6.9,1.3,5.7,3.23,Moderate
1129,7.0,3.7,8.6,2.0,2.7,2.88,Moderate
1805,7.6,1.4,7.3,4.1,3.6,3.09,Moderate
154,7.1,2.9,9.7,4.0,0.3,3.33,Moderate
477,7.6,2.0,7.9,5.2,1.3,3.13,Moderate
1322,6.6,0.4,7.1,0.8,9.1,3.27,Moderate
1302,6.0,0.9,8.4,2.4,6.3,2.79,Moderate
993,6.0,3.2,8.7,0.4,5.7,2.6,Moderate
684,6.6,2.2,9.2,5.9,0.1,3.06,Moderate
1109,6.7,3.9,8.1,2.2,3.1,2.89,Moderate
1435,6.8,2.0,7.8,4.4,3.0,3.27,Moderate
551,6.7,3.4,6.0,0.4,7.5,2.48,Moderate
1402,6.6,0.2,7.5,3.3,6.4,3.02,Moderate
1880,6.7,0.6,9.2,3.1,4.4,2.85,Moderate
1532,6.4,3.4,6.7,5.8,1.7,2.98,Moderate
1313,6.6,1.9,9.7,5.4,0.4,2.88,Moderate
1374,7.6,0.5,9.7,1.1,5.1,3.07,Moderate
1815,7.6,1.6,6.6,3.7,4.5,3.18,Moderate
556,6.2,0.0,8.6,5.8,3.4,2.71,Moderate
1635,7.3,1.9,9.4,4.1,1.3,3.51,Moderate
1090,7.8,1.0,9.6,1.5,4.1,2.9,Moderate
1432,7.1,1.3,8.0,5.6,2.0,3.08,Moderate
1037,7.2,2.3,9.9,1.1,3.5,3.31,Moderate
1570,6.1,2.4,9.6,4.7,1.2,2.67,Moderate
472,6.1,3.9,9.5,3.2,1.3,2.61,Moderate
1732,7.6,3.5,6.4,0.5,6.0,3.12,Moderate
392,7.3,1.6,8.3,3.3,3.5,3.28,Moderate
543,7.0,3.0,9.6,4.2,0.2,2.68,Moderate
809,6.5,2.5,9.5,4.5,1.0,3.29,Moderate
1238,7.1,2.9,8.0,1.8,4.2,3.17,Moderate
1445,7.9,2.9,9.6,2.5,1.1,2.99,Moderate
1515,6.9,0.6,8.1,4.4,4.0,3.0,Moderate
395,6.0,3.5,9.4,4.4,0.7,2.84,Moderate
1164,6.7,2.3,6.0,4.5,4.5,2.92,Moderate
1036,6.0,1.2,9.9,2.5,4.4,2.88,Moderate
911,7.7,4.0,9.3,0.3,2.7,2.96,Moderate
962,6.3,0.2,8.6,0.7,8.2,3.1,Moderate
856,7.1,1.4,8.0,3.5,4.0,3.48,Moderate
1257,6.0,3.2,7.3,1.8,5.7,3.11,Moderate
469,7.9,0.6,7.2,3.8,4.5,2.68,Moderate
642,6.1,1.7,9.5,3.0,3.7,2.76,Moderate
691,6.1,0.7,9.1,1.7,6.4,2.69,Moderate
1368,7.4,3.5,6.9,4.5,1.7,2.95,Moderate
1033,6.7,3.6,9.8,1.7,2.2,3.06,Moderate
828,7.2,2.6,6.9,0.3,7.0,3.0,Moderate
1301,7.4,2.1,9.9,4.4,0.2,3.23,Moderate
683,7.3,2.9,7.9,3.9,2.0,3.19,Moderate
1663,6.3,1.8,6.9,5.9,3.1,2.8,Moderate
1926,6.3,2.0,6.6,1.0,8.1,3.09,Moderate
620,7.1,1.7,7.7,4.2,3.3,3.48,Moderate
1801,6.6,1.3,7.2,3.8,5.1,2.93,Moderate
1860,7.5,3.1,6.1,1.6,5.7,3.07,Moderate
475,7.3,3.9,7.4,4.7,0.7,2.74,Moderate
1265,7.1,0.6,8.3,3.1,4.9,2.79,Moderate
1640,7.1,3.6,10.0,0.4,2.9,3.13,Moderate
1626,7.9,2.7,9.0,2.9,1.5,3.17,Moderate
762,6.4,2.8,6.4,5.4,3.0,3.05,Moderate
1684,7.2,0.2,9.6,2.8,4.2,3.19,Moderate
1012,5.2,0.1,8.9,0.8,9.0,2.66,Low
1383,5.8,3.2,9.3,5.2,0.5,2.96,Low
330,5.7,3.5,7.2,1.2,6.4,3.04,Low
935,5.1,2.8,6.6,0.3,9.2,2.49,Low
29,5.3,1.1,9.5,1.4,6.7,2.79,Low
401,5.8,2.8,9.0,1.9,4.5,2.8,Low
1112,5.9,1.4,8.2,0.4,8.1,3.07,Low
953,5.0,0.2,9.9,1.5,7.4,2.94,Low
40,5.0,0.6,7.7,4.2,6.5,2.61,Low
836,5.3,1.6,7.6,2.9,6.6,2.54,Low
1889,5.7,2.2,9.6,2.3,4.2,2.98,Low
402,5.9,3.6,8.3,0.9,5.3,2.8,Low
522,5.3,3.8,9.7,4.1,1.1,3.13,Low
606,5.3,2.0,9.6,0.6,6.5,2.41,Low
172,5.1,0.3,6.0,0.2,12.4,2.7,Low
1451,5.9,2.5,6.7,1.3,7.6,2.7,Low
1879,5.3,2.3,9.3,2.9,4.2,2.82,Low
150,5.9,3.6,7.9,2.4,4.2,2.64,Low
1701,5.4,3.6,6.9,1.9,6.2,2.35,Low
892,5.9,2.9,7.6,3.6,4.0,3.13,Low
1601,5.0,1.0,7.5,2.3,8.2,2.82,Low
187,5.2,1.0,8.0,0.3,9.5,3.29,Low
321,5.7,3.4,9.6,2.6,2.7,3.13,Low
192,5.9,2.2,9.4,4.4,2.1,3.01,Low
1855,5.7,3.9,9.1,1.1,4.2,2.81,Low
1562,5.6,0.2,6.5,0.9,10.8,3.0,Low
1073,5.4,2.7,9.1,1.5,5.3,3.04,Low
1535,5.6,0.7,9.8,4.2,3.7,2.75,Low
70,5.4,1.3,9.2,0.1,8.0,2.69,Low
1856,5.7,3.0,7.3,4.7,3.3,2.82,Low
681,5.7,2.5,6.4,2.9,6.5,2.84,Low
1437,5.4,0.5,6.1,3.0,9.0,2.91,Low
120,5.5,1.8,7.7,1.5,7.5,3.05,Low
433,5.5,1.5,7.4,3.9,5.7,2.85,Low
33,5.2,2.4,8.4,0.1,7.9,2.47,Low
393,5.3,2.1,9.0,2.8,4.8,2.67,Low
652,5.3,0.4,10.0,2.0,6.3,2.49,Low
450,5.1,1.7,6.5,2.9,7.8,2.79,Low
505,5.2,1.4,9.8,3.0,4.6,2.49,Low
388,5.6,0.6,6.1,1.5,10.2,3.07,Low
722,5.8,0.5,7.7,5.4,4.6,3.27,Low
769,5.2,1.6,8.5,1.2,7.5,2.52,Low
1518,5.6,1.9,8.0,0.2,8.3,2.99,Low
306,5.3,3.2,6.2,3.2,6.1,2.64,Low
1214,5.3,1.9,6.2,2.8,7.8,2.87,Low
1340,5.2,3.9,6.9,0.9,7.1,3.28,Low
573,5.8,1.2,6.5,5.2,5.3,3.08,Low
1133,5.4,1.3,6.2,5.9,5.2,3.1,Low
1075,5.5,3.6,9.1,4.4,1.4,2.44,Low
758,5.1,3.3,9.9,0.8,4.9,2.64,Low
528,5.7,3.8,7.6,1.5,5.4,3.27,Low
1949,5.1,2.2,8.5,4.7,3.5,2.64,Low
1097,5.2,1.8,9.5,3.4,4.1,2.88,Low
1831,5.9,0.2,8.3,4.6,5.0,2.88,Low
1179,5.3,3.3,7.6,3.2,4.6,2.55,Low
1922,5.2,2.4,8.6,2.5,5.3,3.21,Low
122,5.6,3.6,8.0,4.1,2.7,2.62,Low
1461,5.2,2.5,8.9,3.0,4.4,2.51,Low
32,5.5,3.3,6.6,1.1,7.5,3.26,Low
1095,5.8,3.7,9.1,1.9,3.5,2.97,Low
1809,5.5,1.5,7.5,0.3,9.2,2.61,Low
1685,5.1,2.8,7.4,0.7,8.0,3.15,Low
137,5.6,2.9,9.7,1.1,4.7,2.86,Low
112,5.9,1.4,9.5,2.8,4.4,2.7,Low
1852,5.9,3.4,6.3,1.4,7.0,2.48,Low
277,5.2,3.7,8.4,4.1,2.6,2.91,Low
654,5.1,1.4,8.9,3.4,5.2,2.72,Low
1605,5.6,3.9,6.5,0.8,7.2,2.92,Low
1018,5.4,0.6,7.2,3.1,7.7,2.68,Low
1475,5.4,2.5,9.6,1.3,5.2,2.69,Low
1858,5.0,0.1,9.3,4.1,5.5,2.47,Low
765,5.5,1.8,6.7,5.2,4.8,2.24,Low
949,5.9,3.0,7.7,1.2,6.2,3.09,Low
1454,5.8,2.8,7.6,3.9,3.9,3.09,Low
394,5.8,1.3,8.8,3.1,5.0,2.71,Low
342,5.4,0.0,9.8,4.4,4.4,2.85,Low
618,5.5,0.9,7.6,3.6,6.4,2.57,Low
974,5.2,0.2,9.2,0.7,8.7,2.82,Low
870,5.1,2.6,8.3,4.8,3.2,2.69,Low
90,5.4,2.2,9.8,3.1,3.5,2.81,Low
1912,5.0,3.9,9.4,5.1,0.6,2.98,Low
407,5.9,3.4,9.1,3.0,2.6,2.68,Low
1369,5.5,1.9,10.0,4.6,2.0,2.83,Low
818,5.8,1.9,8.0,3.5,4.8,2.9,Low
381,5.3,1.1,6.3,1.5,9.8,2.75,Low
60,5.8,1.0,7.7,4.3,5.2,2.8,Low
43,5.5,1.5,6.3,1.5,9.2,2.81,Low
1489,5.6,0.4,8.6,5.1,4.3,2.81,Low
1117,5.8,3.8,9.3,4.4,0.7,3.16,Low
351,5.6,0.8,9.4,3.9,4.3,3.01,Low
1721,5.5,3.4,8.7,1.3,5.1,2.74,Low
164,5.2,1.9,7.8,0.4,8.7,2.67,Low
65,5.9,1.7,7.0,3.7,5.7,2.8,Low
1649,5.8,3.5,7.2,2.5,5.0,2.87,Low
858,5.1,1.4,8.9,3.4,5.2,2.6,Low
1724,5.2,1.3,7.9,5.7,3.9,3.04,Low
344,5.9,0.4,8.3,4.6,4.8,2.99,Low
1890,5.5,2.4,7.3,5.6,3.2,2.77,Low
354,5.9,2.2,9.9,5.6,0.4,3.12,Low
144,5.7,3.2,8.1,3.2,3.8,3.08,Low
1030,5.7,2.3,9.3,3.5,3.2,2.9,Low
885,5.7,2.8,9.7,4.0,1.8,2.86,Low
1446,5.0,0.5,7.7,4.1,6.7,3.07,Low
707,5.3,0.1,9.1,3.1,6.4,2.65,Low
80,5.3,2.2,7.2,5.3,4.0,2.62,Low
1078,5.1,0.2,7.9,4.9,5.9,2.82,Low
571,5.3,2.0,8.6,5.2,2.9,2.89,Low
1081,5.6,0.5,8.4,5.2,4.3,2.86,Low
728,5.9,2.3,6.5,5.6,3.7,2.9,Low
483,5.0,4.0,8.4,5.0,1.6,2.9,Low
1595,5.9,0.9,7.9,2.5,6.8,2.63,Low
1580,5.1,3.3,8.9,1.6,5.1,3.02,Low
702,5.3,0.1,7.8,2.6,8.2,3.58,Low
1226,5.3,1.0,7.2,0.9,9.6,2.85,Low
726,5.6,3.9,6.1,0.4,8.0,3.32,Low
795,5.5,1.6,8.6,4.7,3.6,2.64,Low
1269,5.4,3.5,6.6,1.1,7.4,2.72,Low
273,5.7,0.1,6.5,4.2,7.5,2.98,Low
1288,5.0,1.8,9.2,3.4,4.6,2.7,Low
1094,5.7,2.6,6.0,0.6,9.1,2.92,Low
857,5.8,1.9,7.8,3.4,5.1,3.01,Low
1044,5.3,1.3,6.3,3.0,8.1,2.94,Low
1618,5.9,1.3,7.1,1.9,7.8,2.91,Low
166,5.8,0.7,9.3,5.7,2.5,2.46,Low
1866,5.4,0.8,7.5,0.1,10.2,2.86,Low
1009,5.8,1.3,9.7,2.1,5.1,2.87,Low
290,5.3,3.7,6.8,0.6,7.6,2.78,Low
785,5.1,0.3,6.3,0.2,12.1,2.55,Low
1182,5.7,0.6,8.5,3.9,5.3,3.05,Low
695,5.0,3.5,9.0,3.8,2.7,2.62,Low
1005,5.3,2.2,7.1,5.3,4.1,2.9,Low
725,5.1,3.3,9.0,0.6,6.0,2.54,Low
1816,5.4,1.8,9.5,0.6,6.7,2.9,Low
1727,5.2,0.5,9.4,4.5,4.4,2.9,Low
926,5.9,1.6,9.7,0.8,6.0,2.86,Low
1082,5.9,0.4,9.1,3.5,5.1,2.96,Low
9,5.2,3.6,6.3,4.0,4.9,2.82,Low
715,5.8,3.9,7.2,3.0,4.1,2.83,Low
847,5.9,3.2,8.4,3.3,3.2,3.05,Low
1054,5.5,3.1,9.0,4.6,1.8,2.97,Low
730,5.3,0.2,8.5,2.7,7.3,2.62,Low
1314,5.7,2.0,7.3,5.4,3.6,2.62,Low
1871,5.6,3.3,6.3,4.7,4.1,2.85,Low
779,5.6,3.9,8.4,5.1,1.0,3.08,Low
390,5.3,2.8,7.7,0.5,7.7,2.93,Low
134,5.3,4.0,6.6,4.9,3.2,2.72,Low
445,5.6,1.5,7.3,2.2,7.4,2.8,Low
1575,5.3,2.4,7.6,4.5,4.2,2.25,Low
649,5.2,3.5,6.2,3.3,5.8,2.8,Low
1497,5.6,0.1,6.5,4.2,7.6,2.71,Low
940,5.8,3.7,6.6,2.2,5.7,2.9,Low
1616,5.5,2.1,6.2,1.1,9.1,2.98,Low
1137,5.7,0.6,9.0,3.7,5.0,2.88,Low
1467,5.4,3.5,6.3,3.6,5.2,2.85,Low
334,5.5,2.2,7.3,5.1,3.9,2.94,Low
1201,5.7,1.6,9.8,1.9,5.0,2.72,Low
462,5.8,0.1,8.8,2.8,6.5,2.8,Low
1354,5.0,0.8,9.8,3.7,4.7,2.69,Low
55,5.2,0.1,9.1,2.2,7.4,2.79,Low
162,5.4,4.0,7.5,3.6,3.5,2.59,Low
133,5.8,1.9,7.7,0.3,8.3,2.7,Low
854,5.7,0.6,9.7,5.3,2.7,3.18,Low
1578,5.4,2.0,9.8,4.2,2.6,2.8,Low
1620,5.9,2.6,8.6,4.1,2.8,2.98,Low
1700,5.9,2.7,8.0,3.9,3.5,2.78,Low
247,5.8,0.4,8.2,4.2,5.4,2.88,Low
555,5.0,1.7,7.6,0.3,9.4,2.53,Low
1304,5.8,3.9,9.6,0.8,3.9,2.57,Low
1420,5.7,2.6,6.7,4.2,4.8,2.9,Low
170,5.5,1.0,8.6,5.1,3.8,2.97,Low
489,5.3,0.3,7.0,1.8,9.6,2.64,Low
1398,5.9,2.3,6.1,5.2,4.5,2.72,Low
816,5.6,3.5,7.1,2.3,5.5,2.5,Low
126,5.5,0.6,6.2,1.0,10.7,2.94,Low
1918,5.7,2.6,8.4,4.5,2.8,2.94,Low
848,5.4,1.1,6.7,4.7,6.1,2.8,Low
1218,5.1,1.0,7.3,3.8,6.8,3.24,Low
2,5.3,3.5,8.0,4.2,3.0,2.75,Low
1716,5.4,0.2,6.3,0.4,11.7,2.53,Low
1744,5.8,0.5,9.7,3.6,4.4,2.65,Low
592,5.9,2.7,9.9,0.6,4.9,2.82,Low
1673,5.4,2.7,9.5,0.3,6.1,2.9,Low
1630,5.9,3.6,8.3,5.3,0.9,2.99,Low
1035,5.2,1.5,6.8,1.9,8.6,2.38,Low
585,5.4,3.8,6.5,0.6,7.7,3.14,Low
163,5.3,3.0,6.0,5.4,4.3,2.68,Low
322,5.9,2.0,7.0,0.9,8.2,3.0,Low
914,5.3,0.7,7.8,1.7,8.5,2.64,Low
1511,5.9,0.3,9.7,1.6,6.5,2.76,Low
1232,5.2,1.4,6.3,4.1,7.0,3.12,Low
1573,5.4,0.7,8.8,0.1,9.0,2.57,Low
47,5.1,3.7,7.1,5.8,2.3,2.6,Low
1945,5.8,0.8,8.9,1.0,7.5,2.89,Low
1704,5.0,2.3,6.7,1.9,8.1,2.64,Low
132,5.6,2.4,6.4,3.5,6.1,2.85,Low
1409,5.5,3.9,6.4,2.5,5.7,2.8,Low
25,5.0,2.0,7.1,1.3,8.6,2.68,Low
741,5.5,1.4,7.1,4.1,5.9,2.71,Low
146,5.2,2.3,8.8,5.3,2.4,2.61,Low
1248,5.9,3.2,9.8,1.4,3.7,2.71,Low
989,5.1,0.1,7.2,4.9,6.7,2.94,Low
1494,5.8,1.8,8.0,4.2,4.2,2.82,Low
1664,5.4,2.4,8.0,2.5,5.7,2.77,Low
823,5.7,0.6,7.2,3.6,6.9,2.96,Low
326,5.8,0.2,8.9,2.8,6.3,3.11,Low
815,5.8,2.6,10.0,2.5,3.1,2.64,Low
783,5.7,2.4,9.2,0.3,6.4,2.69,Low
1901,5.3,3.9,9.8,0.3,4.7,2.53,Low
37,5.5,3.6,9.5,3.4,2.0,2.58,Low
359,5.0,1.0,8.6,6.0,3.4,2.71,Low
1693,5.0,0.6,6.6,3.5,8.3,2.89,Low
332,5.1,1.0,8.8,0.8,8.3,2.25,Low
184,5.4,2.4,6.2,2.3,7.7,2.66,Low
1510,5.6,1.6,8.2,4.3,4.3,2.91,Low
942,5.2,1.0,7.3,1.4,9.1,2.83,Low
169,5.1,0.4,9.0,1.1,8.4,2.52,Low
757,5.5,0.1,8.3,3.6,6.5,2.73,Low
1792,5.8,1.6,6.2,3.2,7.2,2.98,Low
1411,5.8,3.6,8.4,1.5,4.7,2.91,Low
934,5.5,3.5,6.7,4.1,4.2,2.92,Low
119,5.2,1.0,8.6,5.4,3.8,3.4,Low
1677,5.2,0.5,6.0,2.4,9.9,2.69,Low
520,8.9,1.8,7.0,1.8,4.5,3.38,High
1022,8.7,4.0,6.4,2.6,2.3,3.21,High
471,8.1,0.8,7.0,0.2,7.9,3.74,High
208,8.1,0.7,10.0,1.2,4.0,3.35,High
792,8.3,2.5,8.0,0.1,5.1,3.1,High
427,9.0,0.1,7.9,6.0,1.0,3.36,High
294,8.5,0.4,7.8,1.5,5.8,3.01,High
1633,9.3,0.3,8.4,1.0,5.0,3.29,High
1581,8.5,0.9,5.2,1.2,8.2,3.17,High
533,8.6,3.9,7.8,1.0,2.7,3.69,High
1740,8.9,2.2,8.3,1.5,3.1,3.37,High
67,8.3,0.7,5.4,3.9,5.7,3.26,High
1019,6.3,1.3,5.4,1.8,9.2,3.1,High
1394,8.9,0.1,9.8,2.7,2.5,3.51,High
1774,8.5,1.5,7.8,0.6,5.6,3.02,High
664,8.2,2.4,5.9,4.2,3.3,3.13,High
739,8.3,0.3,6.8,3.3,5.3,3.48,High
1320,9.7,0.2,6.1,3.4,4.6,3.81,High
481,8.4,2.9,8.5,0.6,3.6,3.07,High
446,8.8,0.3,5.4,2.1,7.4,3.12,High
1565,9.4,0.8,5.5,5.4,2.9,3.55,High
1440,9.1,2.8,9.7,1.0,1.4,3.53,High
1455,9.4,1.8,9.5,2.5,0.8,3.91,High
1324,9.1,3.5,8.4,0.1,2.9,3.36,High
791,8.4,3.8,6.5,0.0,5.3,3.08,High
389,9.3,2.2,7.6,0.6,4.3,3.48,High
1427,9.4,1.8,6.7,0.8,5.3,3.37,High
189,8.6,2.0,8.4,2.2,2.8,3.43,High
538,7.5,0.0,5.0,2.1,9.4,3.2,High
1474,7.6,0.6,5.0,4.9,5.9,3.29,High
1197,6.8,3.7,5.3,3.3,4.9,3.37,High
510,8.2,1.6,8.6,1.1,4.5,3.46,High
1125,8.6,2.3,7.5,1.1,4.5,2.97,High
799,6.6,0.4,5.9,5.9,5.2,3.27,High
197,9.3,3.4,6.6,3.9,0.8,3.41,High
1140,9.5,0.3,9.7,3.7,0.8,3.42,High
1119,7.3,2.1,5.0,2.5,7.1,3.0,High
212,8.5,0.6,9.1,1.3,4.5,3.16,High
131,8.8,0.7,6.6,2.6,5.3,2.99,High
114,5.9,0.4,5.6,2.8,9.3,2.73,High
916,5.5,3.8,5.3,1.8,7.6,2.81,High
1754,9.5,3.8,5.3,2.2,3.2,3.7,High
249,6.7,3.3,5.4,5.4,3.2,3.27,High
1769,8.1,3.3,7.0,1.2,4.4,3.8,High
1803,8.3,1.4,8.4,0.1,5.8,3.23,High
310,6.0,2.1,5.5,2.7,7.7,2.72,High
1255,9.6,1.1,6.9,3.4,3.0,3.37,High
171,9.2,1.6,8.3,1.0,3.9,3.5,High
705,9.0,1.6,8.8,0.6,4.0,3.2,High
704,8.0,1.1,5.9,2.3,6.7,3.27,High
516,7.6,3.9,5.6,0.1,6.8,3.28,High
662,8.4,1.5,9.7,0.7,3.7,3.16,High
1348,5.2,2.0,5.8,1.1,9.9,2.58,High
839,5.5,0.2,5.9,3.2,9.2,2.74,High
1040,5.7,3.8,5.4,1.2,7.9,2.81,High
584,8.3,3.9,8.0,0.3,3.5,3.04,High
536,8.8,0.6,7.4,4.3,2.9,3.32,High
1553,9.0,0.7,8.6,2.2,3.5,3.62,High
1224,9.3,1.6,6.0,2.5,4.6,3.31,High
23,9.0,0.7,9.5,2.6,2.2,3.21,High
845,6.7,0.7,5.5,5.7,5.4,3.31,High
1783,9.2,0.7,9.3,3.3,1.5,3.64,High
1104,8.1,0.6,9.1,1.4,4.8,3.15,High
254,6.0,2.7,5.4,0.2,9.7,2.92,High
806,7.9,2.2,5.4,0.3,8.2,2.99,High
374,7.9,2.4,5.9,2.2,5.6,3.4,High
1911,8.7,0.6,9.6,4.6,0.5,3.57,High
1194,8.1,2.7,9.2,0.9,3.1,2.78,High
1963,9.4,1.4,5.2,5.1,2.9,3.59,High
148,9.0,0.6,6.1,4.3,4.0,3.15,High
1149,9.9,2.0,7.3,3.6,1.2,3.51,High
1211,8.3,3.3,7.1,0.4,4.9,3.56,High
63,5.1,0.5,5.2,0.2,13.0,2.85,High
1193,8.6,0.3,7.3,1.0,6.8,3.51,High
972,7.4,1.7,5.4,0.6,8.9,3.23,High
101,10.0,2.2,8.8,2.8,0.2,3.41,High
49,9.7,2.8,7.9,0.3,3.3,3.47,High
1287,10.0,1.6,6.4,3.3,2.7,3.39,High
1525,8.6,2.7,5.5,5.5,1.7,2.9,High
441,10.0,0.5,6.4,2.4,4.7,3.14,High
11,9.7,3.6,8.0,2.5,0.2,3.43,High
1207,7.7,1.4,5.4,1.2,8.3,3.13,High
1988,9.5,1.5,6.4,3.0,3.6,3.86,High
419,9.9,0.4,7.1,0.3,6.3,3.55,High
756,8.8,3.6,5.4,2.4,3.8,3.08,High
1352,6.5,0.3,5.5,5.5,6.2,3.28,High
1290,9.0,3.6,9.9,0.3,1.2,3.19,High
1252,5.9,2.3,5.8,2.1,7.9,2.66,High
1758,9.6,1.8,8.7,1.4,2.5,3.43,High
732,9.1,1.9,6.8,2.2,4.0,3.27,High
1934,9.3,1.6,9.4,0.9,2.8,3.69,High
1151,9.3,0.4,5.5,1.6,7.2,3.29,High
363,9.8,1.5,6.6,0.9,5.2,3.61,High
951,9.8,1.7,7.4,4.6,0.5,3.84,High
372,10.0,3.7,8.2,0.9,1.2,3.63,High
800,9.4,4.0,7.9,2.2,0.5,2.91,High
804,8.1,0.7,5.1,1.7,8.4,3.21,High
1671,8.9,1.4,5.7,5.1,2.9,3.55,High
79,8.4,3.0,9.0,2.8,0.8,3.26,High
680,9.0,0.5,7.9,3.0,3.6,2.99,High
570,8.5,3.3,7.7,4.4,0.1,3.2,High
1294,8.6,3.5,9.7,1.8,0.4,3.3,High
868,7.1,2.5,5.4,0.5,8.5,3.33,High
1750,8.6,0.0,9.8,4.6,1.0,3.48,High
127,5.9,1.1,5.9,5.4,5.7,2.89,High
545,8.3,1.0,6.0,5.5,3.2,3.25,High
128,7.1,3.9,5.6,2.4,5.0,2.9,High
553,8.9,2.6,5.8,5.3,1.4,2.98,High
1029,8.2,2.0,7.2,5.8,0.8,3.45,High
901,8.9,0.8,9.1,3.4,1.8,3.1,High
1504,6.6,1.6,5.8,3.0,7.0,2.73,High
1512,9.1,3.1,8.0,1.3,2.5,3.46,High
1122,9.3,2.7,7.2,2.3,2.5,3.29,High
753,10.0,0.1,8.0,3.9,2.0,3.35,High
1084,8.2,1.3,9.8,0.2,4.5,3.38,High
1604,6.1,0.0,5.7,1.9,10.3,3.01,High
644,9.0,1.1,8.5,1.4,4.0,3.56,High
454,9.1,3.4,9.6,0.8,1.1,3.31,High
943,8.7,3.7,7.1,1.5,3.0,3.29,High
380,8.8,2.6,9.8,0.2,2.6,3.38,High
1557,8.2,1.2,6.2,4.4,4.0,3.08,High
196,9.6,3.9,9.7,0.4,0.4,3.65,High
1016,6.4,3.8,5.7,3.5,4.6,3.07,High
176,8.8,0.6,9.3,2.6,2.7,3.3,High
121,6.3,1.5,5.1,1.9,9.2,2.82,High
1657,9.6,3.3,6.6,1.1,3.4,3.45,High
1295,9.3,2.2,9.1,1.0,2.4,3.07,High
1796,9.7,3.1,6.4,4.1,0.7,3.76,High
1787,8.5,1.6,9.4,1.3,3.2,2.9,High
1790,6.9,0.0,5.0,2.8,9.3,2.85,High
593,5.0,1.7,5.5,4.5,7.3,2.72,High
1241,7.4,0.0,5.4,4.8,6.4,3.14,High
8,8.4,1.8,5.6,3.0,5.2,3.2,High
958,9.3,0.4,8.9,4.6,0.8,3.58,High
503,8.6,2.7,9.8,2.2,0.7,3.31,High
1258,8.7,1.1,5.6,1.5,7.1,3.24,High
1833,9.5,0.4,9.9,3.6,0.6,3.5,High
1086,9.6,0.8,5.7,4.6,3.3,3.12,High
1471,6.2,1.8,5.4,5.7,4.9,2.98,High
900,8.3,2.4,7.1,2.5,3.7,3.22,High
1929,9.5,2.9,5.4,4.9,1.3,3.67,High
1992,6.3,1.5,5.1,3.1,8.0,3.21,High
1546,8.7,1.0,5.9,3.2,5.2,3.17,High
1590,9.2,0.2,9.3,2.9,2.4,3.29,High
338,6.3,3.4,5.2,5.4,3.7,3.31,High
617,8.6,2.9,7.6,0.8,4.1,3.15,High
1491,9.5,2.3,6.8,2.1,3.3,3.74,High
1786,5.3,3.5,5.4,1.5,8.3,2.91,High
1614,9.4,2.8,5.4,3.9,2.5,3.37,High
1965,9.9,1.1,9.8,0.2,3.0,3.54,High
1216,8.3,1.4,9.7,4.2,0.4,3.25,High
790,8.5,3.6,9.0,2.0,0.9,2.9,High
317,9.6,2.0,10.0,2.0,0.4,3.46,High
1703,8.9,3.7,6.2,3.0,2.2,3.49,High
720,7.1,3.3,5.6,4.4,3.6,2.85,High
207,8.9,0.4,7.1,5.3,2.3,3.33,High
1072,9.3,3.6,7.2,1.8,2.1,3.3,High
106,8.5,0.9,5.7,0.1,8.8,3.55,High
226,8.2,3.7,5.5,5.6,1.0,3.29,High
639,9.5,3.0,9.5,1.5,0.5,3.76,High
52,9.0,2.6,8.5,3.1,0.8,4.0,High
139,6.0,0.7,5.8,4.9,6.6,2.96,High
928,8.1,0.8,5.7,5.6,3.8,3.45,High
86,5.6,2.0,5.1,2.8,8.5,2.81,High
1887,9.1,2.9,8.6,0.3,3.1,3.56,High
373,8.2,3.1,5.6,2.5,4.6,3.16,High
560,8.0,2.6,5.4,3.3,4.7,3.48,High
582,8.7,2.8,7.1,1.9,3.5,3.12,High
1020,9.5,0.0,9.1,5.1,0.3,3.05,High
564,8.6,1.8,9.6,2.8,1.2,3.47,High
1066,8.2,0.5,8.3,5.9,1.1,3.44,High
1826,8.6,3.0,5.3,1.3,5.8,3.06,High
1189,6.0,1.5,5.5,3.8,7.2,2.8,High
1775,9.0,1.5,8.2,3.8,1.5,3.41,High
362,8.8,0.1,8.7,1.2,5.2,3.32,High
752,9.7,1.6,8.9,1.0,2.8,3.57,High
1166,6.6,3.6,5.6,1.1,7.1,2.82,High
987,8.1,0.2,6.6,2.8,6.3,3.14,High
1895,9.7,0.2,5.1,4.0,5.0,3.25,High
631,9.8,0.3,8.2,0.4,5.3,3.71,High
459,8.4,2.4,6.8,1.3,5.1,3.25,High
603,8.9,1.8,8.2,1.3,3.8,3.21,High
116,9.4,3.7,5.3,1.6,4.0,3.45,High
578,8.4,1.3,5.3,2.2,6.8,2.92,High
