Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price,Season
2012.0,Hassan,52119.0,2746.2,42.0,River basins,Basin,32.0,54.0,Coconut,4847.0,Rabi
2013.0,Hassan,725.0,2746.2,42.0,River basins,Basin,8.0,58.0,Coconut,51239.0,Rabi
2014.0,Hassan,12885.0,2746.2,43.0,River basins,Basin,50.0,58.0,Coconut,216396.0,Rabi
2015.0,Hassan,51179.0,3360.0,27.0,River basins,Basin,10.0,59.0,Coconut,2644.0,Rabi
2016.0,Hassan,468.0,3360.0,27.0,River basins,Basin,29.0,50.0,Coconut,44235.0,Rabi
2017.0,Hassan,11841.0,3360.0,27.0,River basins,Basin,44.0,54.0,Coconut,203317.0,Rabi
2018.0,Hassan,50975.0,3605.4,27.0,River basins,Basin,33.0,53.0,Coconut,2134.0,Rabi
2004.0,Hassan,206.0,3605.4,27.0,River basins,Basin,14.0,52.0,Coconut,45186.0,Rabi
2005.0,Hassan,10922.0,3605.4,27.0,River basins,Basin,56.0,51.0,Coconut,238542.0,Rabi
2006.0,Hassan,51390.0,3512.4,27.2,River basins,Basin,26.0,57.0,Coconut,1516.0,Rabi
2007.0,Hassan,177.0,3512.4,27.2,River basins,Basin,98.0,57.0,Coconut,57259.0,Rabi
2008.0,Hassan,10723.0,3512.4,27.2,River basins,Basin,3.0,60.0,Coconut,234779.0,Rabi
2009.0,Hassan,51709.0,3296.0,27.0,River basins,Basin,58637.0,57.0,Coconut,1493.0,Rabi
2010.0,Hassan,146.0,3296.0,27.0,River basins,Basin,59777.0,57.0,Coconut,64409.0,Rabi
2011.0,Hassan,10910.0,3296.0,27.0,River basins,Basin,60528.0,54.0,Coconut,249978.0,Rabi
2012.0,Hassan,51355.0,3550.0,27.0,River basins,Basin,61126.0,54.5,Coconut,637.0,Rabi
2013.0,Hassan,160.0,3550.0,27.0,River basins,Basin,623687.0,56.6,Coconut,43311.0,Rabi
2014.0,Hassan,10912.0,3550.0,27.0,River basins,Basin,63504.0,55.5,Coconut,24848.0,Rabi
2015.0,Hassan,51353.0,3654.0,27.2,River basins,Basin,63931.0,58.5,Coconut,761.0,Rabi
2016.0,Hassan,1279.0,3654.0,27.2,River basins,Basin,73730.0,59.5,Coconut,45608.0,Rabi
2017.0,Hassan,13283.0,3654.0,27.2,River basins,Basin,118416.0,55.0,Coconut,234581.0,Rabi
2018.0,Hassan,52119.0,233.0,27.1,River basins,Basin,130132.0,53.0,Coconut,646.0,Rabi
2004.0,Hassan,725.0,233.0,27.1,River basins,Spray,154889.0,53.5,Coconut,43562.0,Rabi
2005.0,Hassan,12885.0,233.0,27.1,River basins,Spray,171739.0,52.5,Coconut,200000.0,Rabi
2006.0,Hassan,51179.0,234.0,26.8,River basins,Spray,172475.0,56.0,Coconut,4847.0,Rabi
2007.0,Hassan,468.0,234.0,26.8,River basins,Spray,177939.0,57.0,Coconut,51239.0,Rabi
2008.0,Hassan,11841.0,234.0,26.8,River basins,Spray,313547.0,57.5,Coconut,216396.0,Rabi
2009.0,Hassan,50975.0,3105.0,37.0,River basins,Spray,2783.0,57.0,Coconut,2644.0,Rabi
2010.0,Hassan,206.0,3105.0,37.0,River basins,Spray,1533.0,55.0,Coconut,44235.0,Rabi
2011.0,Hassan,10922.0,3105.0,37.0,Alluvial,Spray,1647.0,56.0,Coconut,203317.0,Rabi
2012.0,Hassan,51390.0,236.0,38.0,Alluvial,Spray,975.0,54.0,Coconut,2134.0,Rabi
2013.0,Hassan,177.0,236.0,38.0,Alluvial,Spray,2.0,58.0,Coconut,45186.0,Rabi
2014.0,Hassan,10723.0,2903.1,38.0,Alluvial,Spray,836.0,58.0,Coconut,238542.0,Rabi
2015.0,Hassan,51709.0,2903.1,39.0,Alluvial,Spray,806.0,59.0,Coconut,1516.0,Rabi
2016.0,Mangalore,146.0,2903.1,39.0,Alluvial,Spray,880.0,50.0,Coconut,57259.0,Rabi
2017.0,Mangalore,10910.0,2996.6,39.0,Alluvial,Spray,770.0,54.0,Coconut,234779.0,Rabi
2018.0,Mangalore,51355.0,2996.6,40.0,Alluvial,Spray,395.0,53.0,Coconut,1493.0,Rabi
2004.0,Mangalore,160.0,2996.6,40.0,Alluvial,Spray,187.0,52.0,Coconut,64409.0,Rabi
2005.0,Mangalore,10912.0,3522.8,40.0,Alluvial,Spray,187.0,51.0,Coconut,249978.0,Rabi
2006.0,Mangalore,51353.0,3522.8,41.0,Alluvial,Spray,121.0,57.0,Coconut,637.0,Rabi
2007.0,Mangalore,142.0,3522.8,41.0,Alluvial,Spray,103.0,57.0,Coconut,43311.0,Rabi
2008.0,Mangalore,10505.0,2903.1,41.0,Alluvial,Spray,71.0,60.0,Coconut,24848.0,Rabi
2009.0,Mangalore,51040.0,2903.1,42.0,Alluvial,Spray,3961.0,57.0,Coconut,761.0,Rabi
2010.0,Mangalore,154.0,2903.1,42.0,Alluvial,Spray,4247.0,57.0,Coconut,45608.0,Rabi
2011.0,Mangalore,10318.0,2996.6,42.0,Alluvial,Spray,3290.0,54.0,Coconut,234581.0,Rabi
2012.0,Mangalore,48083.0,2996.6,43.0,Alluvial,Spray,3138.0,54.5,Coconut,646.0,Rabi
2013.0,Mangalore,143.0,2996.6,43.0,Alluvial,Spray,3423.0,56.6,Coconut,43562.0,Rabi
2014.0,Mangalore,9283.0,3522.8,128.0,Alluvial,Spray,3899.0,55.5,Coconut,200000.0,Rabi
2015.0,Mangalore,47200.0,3522.8,129.0,Alluvial,Spray,4015.0,58.5,Coconut,4847.0,Rabi
2016.0,Mangalore,158.0,3522.8,130.0,Alluvial,Spray,4279.0,59.5,Coconut,51239.0,Rabi
2017.0,Mangalore,8982.0,3729.8,131.0,Alluvial,Spray,4167.0,55.0,Coconut,216396.0,Rabi
2018.0,Mangalore,46990.0,3729.8,132.0,Alluvial,Spray,4479.0,53.0,Coconut,2644.0,Rabi
2004.0,Mangalore,103.0,3729.8,133.0,Alluvial,Spray,3699.0,53.5,Coconut,44235.0,Rabi
2005.0,Mangalore,8239.0,2746.2,134.0,Alluvial,Spray,4904.0,52.5,Coconut,203317.0,Rabi
2006.0,Mangalore,44563.0,2746.2,135.0,Alluvial,Spray,2821.0,56.0,Coconut,2134.0,Rabi
2007.0,Mangalore,96.0,2746.2,136.0,Alluvial,Spray,3472.0,57.0,Coconut,45186.0,Rabi
2008.0,Mangalore,6949.0,3360.0,137.0,Alluvial,Spray,3647.0,57.5,Coconut,238542.0,Rabi
2009.0,Mangalore,44663.0,3360.0,138.0,Alluvial,Spray,393.0,57.0,Coconut,1516.0,Rabi
2010.0,Mangalore,110.0,3360.0,139.0,Alluvial,Spray,167.0,55.0,Coconut,200000.0,Rabi
2011.0,Mangalore,6824.0,3605.4,140.0,Loam,Spray,71.0,56.0,Coconut,4847.0,Rabi
2012.0,Mangalore,43013.0,3605.4,141.0,Loam,Spray,52.0,54.0,Coconut,51239.0,Rabi
2013.0,Mangalore,95.0,3605.4,142.0,Loam,Spray,12.0,58.0,Coconut,216396.0,Rabi
2014.0,Mangalore,6441.0,3512.4,143.0,Loam,Spray,51.0,58.0,Coconut,2644.0,Rabi
2015.0,Mangalore,4012.0,3512.4,144.0,Loam,Spray,61.0,59.0,Coconut,44235.0,Rabi
2016.0,Mangalore,4877.0,3512.4,27.0,Loam,Spray,67.0,50.0,Coconut,203317.0,Rabi
2017.0,Mangalore,4930.0,3296.0,27.0,Loam,Spray,62.0,54.0,Coconut,2134.0,Rabi
2018.0,Mangalore,4954.0,3296.0,27.0,Loam,Drip,32.0,53.0,Cocoa,45186.0,Rabi
2004.0,Mangalore,5019.0,3296.0,27.0,Loam,Drip,22.0,52.0,Cocoa,238542.0,Rabi
2005.0,Mangalore,5127.0,3550.0,27.0,Loam,Drip,25.0,51.0,Cocoa,1516.0,Rabi
2006.0,Mangalore,5174.0,3550.0,27.0,Loam,Drip,4.0,57.0,Cocoa,57259.0,Rabi
2007.0,Mangalore,5294.0,3550.0,27.2,Loam,Drip,9.0,57.0,Cocoa,234779.0,Rabi
2008.0,Mangalore,5474.0,3654.0,27.2,Loam,Drip,12.0,60.0,Cocoa,1493.0,Rabi
2009.0,Mangalore,5864.0,3654.0,27.2,Loam,Drip,2089.0,57.0,Coffee,64409.0,Rabi
2010.0,Mangalore,7028.0,3654.0,27.0,Loam,Drip,2810.0,57.0,Coffee,249978.0,Rabi
2011.0,Mangalore,7403.0,233.0,27.0,Loam,Drip,841.0,54.0,Coffee,637.0,Rabi
2012.0,Mangalore,7501.0,233.0,27.0,Loam,Drip,3550.0,54.5,Coffee,43311.0,Rabi
2013.0,Mangalore,7714.0,233.0,27.0,Loam,Drip,109.0,56.6,Coffee,24848.0,Rabi
2014.0,Mangalore,7856.0,234.0,27.0,Loam,Drip,3368.0,55.5,Coffee,761.0,Rabi
2015.0,Mangalore,32.0,234.0,27.0,Loam,Drip,3671.0,58.5,Coffee,45608.0,Rabi
2016.0,Mangalore,1.0,234.0,27.2,Loam,Drip,2404.0,59.5,Coffee,234581.0,Rabi
2017.0,Mangalore,30.0,3105.0,27.2,Loam,Drip,2805.0,55.0,Coffee,646.0,Rabi
2018.0,Mangalore,6.0,3105.0,27.2,Loam,Drip,2331.0,53.0,Coffee,43562.0,Rabi
2004.0,Mangalore,15.0,3105.0,27.1,Loam,Drip,2088.0,53.5,Coffee,200000.0,Rabi
2005.0,Mangalore,4.0,236.0,27.1,Loam,Drip,2628.0,52.5,Coffee,4847.0,Rabi
2006.0,Mangalore,39.0,236.0,27.1,Loam,Drip,1939.0,56.0,Coffee,51239.0,Rabi
2007.0,Mangalore,6.0,2903.1,26.8,Loam,Drip,1871.0,57.0,Coffee,216396.0,Rabi
2008.0,Mangalore,12.0,2903.1,26.8,Loam,Drip,1868.0,57.5,Coffee,2644.0,Rabi
2009.0,Mangalore,3.0,2903.1,26.8,Loam,Drip,127919.0,57.0,Cardamum,44235.0,Rabi
2010.0,Mangalore,17.0,2996.6,37.0,Sandy loam ,Drip,75340.0,55.0,Cardamum,203317.0,Rabi
2011.0,Mangalore,3.0,2996.6,37.0,Sandy loam ,Drip,29170.0,56.0,Cardamum,2134.0,Rabi
2012.0,Mangalore,9.0,2996.6,37.0,Sandy loam ,Drip,1901.0,54.0,Cardamum,45186.0,Rabi
2013.0,Mangalore,21.0,3522.8,38.0,Sandy loam ,Drip,972.0,58.0,Cardamum,238542.0,Rabi
2014.0,Mangalore,11.0,3522.8,38.0,Sandy loam ,Drip,874.0,58.0,Cardamum,1516.0,Rabi
2015.0,Mangalore,4.0,3522.8,38.0,Clay loam,Drip,592.0,59.0,Cardamum,57259.0,Rabi
2016.0,Mangalore,15.0,2903.1,39.0,Clay loam,Drip,864.0,50.0,Cardamum,234779.0,Rabi
2017.0,Mangalore,8.0,2903.1,39.0,Clay loam,Drip,5373.0,54.0,Cardamum,1493.0,Rabi
2018.0,Mangalore,29.0,2903.1,39.0,Clay loam,Drip,6589.0,53.0,Cardamum,64409.0,Rabi
2004.0,Mangalore,1.0,2996.6,40.0,Clay loam,Drip,5107.0,52.0,Cardamum,249978.0,Rabi
2005.0,Mangalore,13736.0,2996.6,40.0,Clay loam,Drip,5518.0,51.0,Cardamum,637.0,Rabi
2006.0,Mangalore,14003.0,2996.6,40.0,Laterite,Drip,4912.0,57.0,Cardamum,43311.0,Rabi
2007.0,Mangalore,14179.0,3522.8,41.0,Laterite,Drip,3830.0,57.0,Cardamum,24848.0,Rabi
2008.0,Mangalore,14319.0,3522.8,41.0,Laterite,Drip,4.0,60.0,Cardamum,761.0,Rabi
2009.0,Mangalore,14464.0,3522.8,41.0,Laterite,Drip,9.0,57.0,Pepper,45608.0,Rabi
2010.0,Mangalore,14876.0,3729.8,42.0,Laterite,Drip,12.0,57.0,Pepper,234581.0,Rabi
2011.0,Mangalore,14976.0,3729.8,42.0,Laterite,Drip,2089.0,54.0,Pepper,646.0,Rabi
2012.0,Mangalore,15009.0,3729.8,42.0,Laterite,Drip,2810.0,54.5,Pepper,43562.0,Rabi
2013.0,Mangalore,15114.0,2746.2,43.0,Laterite,Drip,841.0,56.6,Pepper,200000.0,Rabi
2014.0,Mangalore,16224.0,2746.2,43.0,Laterite,Drip,3550.0,55.5,Pepper,4847.0,Rabi
2015.0,Mangalore,17095.0,2746.2,27.0,Laterite,Drip,109.0,58.5,Pepper,51239.0,Rabi
2016.0,Mangalore,17512.0,3360.0,27.0,Laterite,Drip,3368.0,59.5,Pepper,216396.0,Rabi
2017.0,Mangalore,17587.0,3360.0,27.0,Laterite,Basin,3671.0,55.0,Pepper,2644.0,Rabi
2018.0,Mangalore,17771.0,3360.0,27.0,Laterite,Basin,2404.0,53.0,Pepper,44235.0,Rabi
2004.0,Mangalore,17825.0,3605.4,27.0,Laterite,Basin,2805.0,53.5,Pepper,203317.0,Rabi
2005.0,Mangalore,3147.0,3605.4,27.0,Laterite,Basin,2331.0,52.5,Pepper,2134.0,Rabi
2006.0,Mangalore,2578.0,3605.4,27.2,Laterite,Basin,2088.0,56.0,Pepper,45186.0,Rabi
2007.0,Mangalore,1591.0,3512.4,27.2,Laterite,Basin,2628.0,57.0,Pepper,238542.0,Rabi
2008.0,Mangalore,1298.0,3512.4,27.2,Laterite,Basin,1939.0,57.5,Pepper,1516.0,Rabi
2009.0,Kodagu,4.0,3512.4,27.0,Laterite,Basin,1871.0,57.0,Arecanut,200000.0,Rabi
2010.0,Kodagu,1122.0,3296.0,27.0,Laterite,Basin,1868.0,55.0,Arecanut,4847.0,Rabi
2011.0,Kodagu,917.0,3296.0,27.0,Laterite,Basin,127919.0,56.0,Arecanut,51239.0,Rabi
2012.0,Kodagu,819.0,3296.0,27.0,Laterite,Basin,75340.0,54.0,Arecanut,216396.0,Rabi
2013.0,Kodagu,619.0,3550.0,27.0,Laterite,Basin,29170.0,58.0,Arecanut,2644.0,Rabi
2014.0,Kodagu,391.0,3550.0,27.0,Laterite,Basin,1901.0,58.0,Arecanut,44235.0,Rabi
2015.0,Kodagu,211.0,3550.0,27.2,Laterite,Basin,972.0,59.0,Arecanut,203317.0,Rabi
2016.0,Kodagu,153.0,3654.0,27.2,Laterite,Basin,874.0,50.0,Arecanut,2134.0,Rabi
2017.0,Kodagu,111.0,3654.0,27.2,Laterite,Basin,592.0,54.0,Arecanut,45186.0,Rabi
2018.0,Kodagu,76.0,3654.0,27.1,Laterite,Basin,864.0,53.0,Arecanut,238542.0,Rabi
2019.0,Kodagu,53.0,233.0,27.1,Laterite,Basin,5373.0,52.0,Arecanut,1516.0,Rabi
2004.0,Kodagu,2688.0,233.0,27.1,Laterite,Basin,6589.0,51.0,Arecanut,57259.0,Rabi
2005.0,Kodagu,2311.0,233.0,26.8,Laterite,Basin,5107.0,57.0,Arecanut,234779.0,Rabi
2006.0,Kodagu,2188.0,234.0,26.8,Laterite,Basin,5518.0,57.0,Arecanut,1493.0,Rabi
2007.0,Kodagu,1998.0,234.0,26.8,Laterite,Basin,4912.0,60.0,Arecanut,64409.0,Rabi
2008.0,Kodagu,2006.0,234.0,37.0,Laterite,Basin,3830.0,57.0,Ginger,249978.0,Rabi
2009.0,Kodagu,2034.0,3105.0,37.0,Laterite,Basin,4.0,57.0,Ginger,637.0,Rabi
2010.0,Kodagu,2035.0,3105.0,37.0,Laterite,Basin,9.0,54.0,Ginger,43311.0,Rabi
2011.0,Kodagu,2074.0,3105.0,38.0,Laterite,Basin,12.0,54.5,Ginger,24848.0,Rabi
2012.0,Kodagu,2127.0,236.0,38.0,Laterite,Basin,2089.0,56.6,Ginger,761.0,Rabi
2013.0,Mysuru,2090.0,236.0,38.0,Laterite,Basin,2810.0,55.5,Ginger,45608.0,Rabi
2014.0,Mysuru,2059.0,2903.1,39.0,Laterite,Basin,841.0,58.5,Ginger,234581.0,Rabi
2015.0,Mysuru,2050.0,2903.1,39.0,Laterite,Basin,3550.0,59.5,Ginger,646.0,Rabi
2016.0,Mysuru,1865.0,2903.1,39.0,Laterite,Basin,109.0,55.0,Ginger,43562.0,Rabi
2017.0,Mysuru,1841.0,2996.6,40.0,Laterite,Basin,3368.0,53.0,Ginger,200000.0,Rabi
2018.0,Mysuru,1799.0,2996.6,40.0,Laterite,Basin,3671.0,53.5,Ginger,4847.0,Rabi
2012.0,Mysuru,1468.0,2996.6,40.0,Laterite,Basin,2404.0,52.5,Ginger,51239.0,Rabi
2013.0,Mysuru,568.0,3522.8,41.0,Laterite,Basin,2805.0,56.0,Ginger,216396.0,Rabi
2014.0,Mysuru,407.0,3522.8,41.0,Laterite,Basin,2331.0,57.0,Ginger,2644.0,Rabi
2015.0,Mysuru,177.0,3522.8,41.0,Laterite,Basin,2088.0,57.5,Ginger,44235.0,Rabi
2016.0,Mysuru,51.0,2903.1,42.0,Laterite,Basin,2628.0,57.0,Tea,203317.0,Rabi
2017.0,Mysuru,173.0,2903.1,42.0,Sandy loam ,Basin,1939.0,55.0,Tea,2134.0,Rabi
2018.0,Mysuru,201.0,2903.1,42.0,Sandy loam ,Basin,1871.0,56.0,Tea,45186.0,Rabi
2019.0,Mysuru,206.0,2996.6,43.0,Sandy loam ,Basin,1868.0,54.0,Tea,238542.0,Rabi
2004.0,Mysuru,243.0,2996.6,27.0,Sandy loam ,Basin,127919.0,58.0,Tea,1516.0,Rabi
2005.0,Mysuru,123.0,2996.6,27.0,Sandy loam ,Basin,75340.0,58.0,Tea,57259.0,Rabi
2006.0,Mysuru,82.0,3522.8,27.0,Sandy loam ,Spray,29170.0,59.0,Tea,234779.0,Rabi
2007.0,Mysuru,74.0,3522.8,27.0,Sandy loam ,Spray,1901.0,50.0,Tea,1493.0,Rabi
2008.0,Mysuru,18.0,3522.8,27.0,Sandy loam ,Spray,972.0,54.0,Tea,64409.0,Rabi
2009.0,Kasaragodu,37.0,3729.8,27.0,Sandy loam ,Spray,874.0,53.0,Tea,249978.0,Rabi
2010.0,Kasaragodu,35.0,3729.8,27.2,Sandy loam ,Spray,592.0,52.0,Tea,637.0,Rabi
2011.0,Kasaragodu,5974.0,3729.8,27.2,Sandy loam ,Spray,864.0,51.0,Tea,43311.0,Rabi
2012.0,Kasaragodu,6631.0,2746.2,27.2,Sandy loam ,Spray,5373.0,57.0,Tea,24848.0,Rabi
2013.0,Kasaragodu,6705.0,2746.2,27.0,Sandy loam ,Spray,6589.0,57.0,Tea,761.0,Rabi
2014.0,Kasaragodu,5876.0,2746.2,27.0,Sandy loam ,Spray,5107.0,60.0,Tea,45608.0,Rabi
2015.0,Kasaragodu,326.0,3360.0,27.0,Sandy loam ,Spray,5518.0,57.0,Paddy,234581.0,Rabi
2016.0,Kasaragodu,6470.0,3360.0,27.0,Sandy loam ,Spray,4912.0,57.0,Paddy,646.0,Rabi
2017.0,Kasaragodu,6709.0,3360.0,27.0,Sandy loam ,Spray,3830.0,54.0,Paddy,43562.0,Rabi
2018.0,Kasaragodu,6186.0,3605.4,27.0,Sandy loam ,Spray,313547.0,54.5,Paddy,200000.0,Rabi
2011.0,Kasaragodu,6503.0,3605.4,27.2,Sandy loam ,Spray,2783.0,56.6,Paddy,4847.0,Rabi
2012.0,Kasaragodu,5220.0,2903.1,27.2,Sandy loam ,Spray,1533.0,55.5,Paddy,51239.0,Rabi
2013.0,Kasaragodu,4677.0,2903.1,27.2,Sandy loam ,Spray,1647.0,58.5,Paddy,216396.0,Rabi
2014.0,Kasaragodu,4803.0,2903.1,27.1,Sandy loam ,Spray,975.0,59.5,Paddy,2644.0,Rabi
2015.0,Kasaragodu,3739.0,2996.6,27.1,Sandy loam ,Spray,2.0,55.0,Paddy,44235.0,Rabi
2016.0,Kasaragodu,3529.0,2996.6,27.1,Sandy loam ,Spray,836.0,53.0,Paddy,203317.0,Rabi
2017.0,Kasaragodu,3649.0,2996.6,26.8,Sandy loam ,Spray,806.0,53.5,Paddy,2134.0,Rabi
2018.0,Kasaragodu,1374.0,3522.8,26.8,Sandy loam ,Spray,880.0,52.5,Paddy,45186.0,Rabi
2004.0,Kasaragodu,933.0,3522.8,26.8,Sandy loam ,Spray,770.0,56.0,Paddy,238542.0,Rabi
2005.0,Kasaragodu,345.0,3522.8,37.0,Sandy loam ,Spray,395.0,57.0,Paddy,1516.0,Rabi
2006.0,Kasaragodu,29.0,3729.8,37.0,Sandy loam ,Spray,187.0,57.5,Paddy,200000.0,Rabi
2007.0,Kasaragodu,11.0,2903.1,37.0,Sandy loam ,Spray,187.0,57.0,Groundnut,4847.0,Rabi
2008.0,Kasaragodu,10.0,2903.1,38.0,Sandy loam ,Spray,121.0,55.0,Groundnut,51239.0,Rabi
2009.0,Kasaragodu,7.0,2903.1,38.0,Sandy loam ,Spray,103.0,56.0,Groundnut,216396.0,Rabi
2010.0,Kasaragodu,10.0,2996.6,38.0,Sandy loam ,Spray,71.0,54.0,Groundnut,2644.0,Rabi
2011.0,Kasaragodu,56.0,2996.6,39.0,Sandy loam ,Spray,3961.0,58.0,Groundnut,44235.0,Rabi
2012.0,Kasaragodu,68.0,2996.6,39.0,Sandy loam ,Spray,4247.0,58.0,Groundnut,203317.0,Rabi
2013.0,Kasaragodu,56.0,3522.8,39.0,Sandy loam ,Spray,3290.0,59.0,Groundnut,2134.0,Rabi
2014.0,Kasaragodu,66.0,3522.8,40.0,Sandy loam ,Spray,3138.0,50.0,Groundnut,45186.0,Rabi
2015.0,Kasaragodu,55.0,3522.8,40.0,Sandy loam ,Spray,3423.0,54.0,Groundnut,238542.0,Rabi
2016.0,Kasaragodu,42.0,3729.8,40.0,Sandy loam ,Spray,3899.0,53.0,Groundnut,1516.0,Rabi
2017.0,Kasaragodu,51179.0,3729.8,41.0,Sandy loam ,Spray,4015.0,52.0,Groundnut,57259.0,Rabi
2018.0,Raichur,468.0,3729.8,41.0,Sandy loam ,Spray,4279.0,51.0,Groundnut,234779.0,Rabi
2004.0,Raichur,11841.0,2746.2,41.0,Sandy loam ,Spray,4167.0,57.0,Groundnut,1493.0,Rabi
2005.0,Raichur,50975.0,2746.2,42.0,Sandy loam ,Spray,4479.0,57.0,Groundnut,64409.0,Rabi
2012.0,Raichur,206.0,2746.2,42.0,Sandy loam ,Spray,3699.0,60.0,Groundnut,249978.0,Rabi
2013.0,Raichur,10922.0,3360.0,42.0,Sandy loam ,Spray,4904.0,57.0,Blackgram,637.0,Rabi
2014.0,Raichur,51390.0,3360.0,43.0,Sandy loam ,Spray,2821.0,57.0,Blackgram,43311.0,Rabi
2015.0,Raichur,177.0,3360.0,43.0,Sandy loam ,Spray,3472.0,54.0,Blackgram,24848.0,Rabi
2016.0,Raichur,10723.0,3605.4,128.0,Sandy loam ,Spray,3647.0,54.5,Blackgram,761.0,Rabi
2017.0,Raichur,51709.0,3605.4,129.0,Sandy loam ,Spray,393.0,56.6,Blackgram,45608.0,Rabi
2018.0,Raichur,146.0,3605.4,130.0,Sandy loam ,Drip,167.0,55.5,Blackgram,234581.0,Rabi
2004.0,Raichur,10910.0,3512.4,131.0,Sandy loam ,Drip,71.0,58.5,Blackgram,646.0,Rabi
2005.0,Raichur,51355.0,3512.4,132.0,Black,Drip,52.0,59.5,Blackgram,43562.0,Rabi
2006.0,Raichur,160.0,3512.4,133.0,Black,Drip,313547.0,55.0,Blackgram,200000.0,Rabi
2007.0,Raichur,10912.0,3296.0,134.0,Black,Drip,2783.0,53.0,Blackgram,4847.0,Rabi
2008.0,Raichur,51353.0,3296.0,135.0,Black,Drip,1533.0,53.5,Blackgram,51239.0,Rabi
2009.0,Raichur,142.0,3296.0,136.0,Black,Drip,1647.0,52.5,Blackgram,216396.0,Rabi
2010.0,Raichur,10505.0,3550.0,137.0,Black,Drip,975.0,56.0,Blackgram,2644.0,Rabi
2011.0,Raichur,51040.0,3550.0,138.0,Black,Drip,2.0,59.5,Blackgram,44235.0,Rabi
2012.0,Raichur,154.0,3550.0,139.0,Black,Drip,836.0,55.0,Blackgram,203317.0,Rabi
2013.0,Raichur,10318.0,3654.0,140.0,Black,Drip,806.0,53.0,Cashew,2134.0,Rabi
2014.0,Raichur,48083.0,3654.0,141.0,Black,Drip,880.0,53.5,Cashew,45186.0,Rabi
2015.0,Raichur,143.0,3654.0,142.0,Black,Drip,770.0,52.5,Cashew,238542.0,Rabi
2016.0,Raichur,9283.0,233.0,143.0,Black,Drip,395.0,56.0,Cashew,1516.0,Rabi
2017.0,Raichur,47200.0,233.0,144.0,Black,Drip,187.0,57.0,Cashew,57259.0,Rabi
2018.0,Raichur,158.0,233.0,27.0,Black,Drip,187.0,57.5,Cashew,234779.0,Rabi
2019.0,Raichur,8982.0,234.0,27.0,Black,Drip,121.0,57.0,Cashew,1493.0,Rabi
2004.0,Raichur,46990.0,234.0,27.0,Black,Drip,103.0,55.0,Cashew,64409.0,Rabi
2013.0,Gulbarga,103.0,234.0,27.0,Black,Drip,71.0,56.0,Cashew,249978.0,Rabi
2014.0,Gulbarga,8239.0,3105.0,27.0,Black,Drip,3961.0,54.0,Cashew,637.0,Rabi
2015.0,Gulbarga,44563.0,3105.0,27.0,Black,Drip,4247.0,58.0,Cashew,43311.0,Rabi
2016.0,Gulbarga,96.0,3105.0,27.2,Black,Drip,3290.0,58.0,Cashew,24848.0,Rabi
2017.0,Gulbarga,6949.0,236.0,27.2,Black,Drip,3138.0,59.0,Cashew,761.0,Rabi
2018.0,Gulbarga,44663.0,236.0,27.2,Black,Drip,3423.0,50.0,Cashew,45608.0,Rabi
2004.0,Gulbarga,110.0,2903.1,27.0,Black,Drip,3899.0,54.0,Cashew,234581.0,Rabi
2005.0,Gulbarga,6824.0,2903.1,27.0,Black,Drip,4015.0,53.0,Coconut,646.0,Rabi
2006.0,Gulbarga,43013.0,2903.1,27.0,Black,Drip,4279.0,59.5,Coconut,43562.0,Rabi
2007.0,Gulbarga,95.0,2996.6,27.0,Red,Drip,4167.0,55.0,Coconut,200000.0,Rabi
2008.0,Gulbarga,6441.0,2996.6,27.0,Red,Drip,4479.0,53.0,Coconut,4847.0,Rabi
2009.0,Gulbarga,4012.0,2996.6,27.0,Red,Drip,3699.0,53.5,Coconut,51239.0,Rabi
2010.0,Gulbarga,4877.0,3522.8,27.2,Red,Drip,4904.0,52.5,Coconut,216396.0,Rabi
2011.0,Gulbarga,4930.0,3522.8,27.2,Red,Drip,2821.0,56.0,Coconut,2644.0,Rabi
2012.0,Gulbarga,4954.0,3522.8,27.2,Red,Drip,3472.0,57.0,Coconut,44235.0,Rabi
2013.0,Gulbarga,5019.0,3729.8,27.1,Red,Drip,3647.0,57.5,Coconut,203317.0,Rabi
2014.0,Gulbarga,5127.0,3729.8,27.1,Red,Drip,393.0,57.0,Coconut,2134.0,Rabi
2015.0,Gulbarga,5174.0,3729.8,27.1,Red,Drip,167.0,55.0,Coconut,45186.0,Rabi
2016.0,Gulbarga,5294.0,2746.2,26.8,Red,Drip,71.0,56.0,Coconut,238542.0,Rabi
2017.0,Gulbarga,5474.0,2746.2,26.8,Red,Drip,52.0,54.0,Coconut,1516.0,Rabi
2018.0,Gulbarga,5864.0,2746.2,26.8,Red,Drip,2570.0,58.0,Coconut,200000.0,Rabi
2013.0,Gulbarga,7028.0,3360.0,37.0,Red,Drip,27170.0,58.0,Coconut,4847.0,Rabi
2014.0,Gulbarga,7403.0,3360.0,37.0,Red,Drip,114744.0,59.0,Coconut,51239.0,Rabi
2015.0,Gulbarga,7501.0,3360.0,37.0,Red,Drip,1402.0,50.0,Ginger,216396.0,Rabi
2016.0,Gulbarga,7714.0,3605.4,38.0,Red,Drip,23456.0,54.0,Ginger,2644.0,Rabi
2017.0,Gulbarga,7856.0,3605.4,38.0,Red,Drip,107809.0,53.0,Ginger,44235.0,Rabi
2018.0,Gulbarga,32.0,3605.4,38.0,Red,Basin,1132.0,59.5,Ginger,203317.0,Rabi
