att1,att2,att3,att4,att5,att6,class
0.0,2.0,0.0,170.0198614,1.68520297,8105.9909604,6
0.0,3.0,1.0,189.8028614,1.91467227,12044.22461186,6
0.0,2.0,0.0,193.4168614,1.99364804,12062.67046259,6
0.0,3.0,1.0,198.0228614,1.94014029,12364.96594523,6
0.0,3.0,1.0,192.2828614,1.98328371,12149.88239172,6
0.0,2.0,0.0,205.3248614,2.06860979,12950.39248214,6
0.0,3.0,1.0,206.9208614,2.38897816,13600.93711971,6
0.0,3.0,1.0,189.8018614,1.7633157,11438.77821374,6
0.0,2.0,0.0,177.3308614,1.83892295,9223.0486764,6
0.0,2.0,0.0,180.1428614,1.68550554,10686.68939944,6
0.0,3.0,1.0,200.6288614,2.00852955,13305.85370984,6
0.0,3.0,1.0,183.8148614,1.83100068,11323.38392327,6
0.0,3.0,1.0,193.1698614,1.9194063,13072.87019201,6
0.0,2.0,0.0,152.5058614,1.66703412,6263.50538562,6
0.0,3.0,1.0,190.4728614,1.93508918,11436.20231617,6
0.0,3.0,1.0,185.0628614,2.0213961,10928.32630144,6
0.0,2.0,0.0,203.4808614,1.96999349,13239.52595029,6
0.0,3.0,1.0,208.0698614,2.10298181,14814.88333754,6
0.0,2.0,0.0,191.6708614,2.08422034,10765.33570354,6
0.0,2.0,0.0,174.2208614,2.02850543,9504.13924413,6
0.0,3.0,1.0,164.5528614,1.66851466,6735.73773822,6
0.0,3.0,1.0,198.5108614,2.00894863,12215.26643467,6
0.0,3.0,1.0,200.6528614,1.98150579,13896.45950601,6
0.0,3.0,1.0,201.7368614,2.12382195,13774.17085242,6
0.0,3.0,1.0,206.9548614,2.06666105,13778.03770377,6
0.0,3.0,1.0,222.6188614,2.25147551,14513.15930173,6
0.0,3.0,1.0,207.6488614,2.20926066,12900.52136111,6
1.0,1.0,1.0,134.5988614,1.52122142,3870.75302081,7
1.0,1.0,1.0,134.7968614,1.34022251,3433.30540507,7
1.0,1.0,1.0,140.5948614,1.54850494,3612.776887,7
1.0,1.0,1.0,160.1448614,1.52548619,5962.29315444,7
1.0,1.0,1.0,146.0028614,1.66759858,4613.04315518,7
1.0,1.0,1.0,138.9068614,1.38108633,3649.43149165,7
1.0,1.0,1.0,160.0048614,1.70844316,5346.4333071,7
1.0,1.0,1.0,130.7028614,1.38372883,3153.25484956,7
1.0,1.0,1.0,145.6628614,1.51462457,3993.68569875,7
1.0,1.0,1.0,167.2728614,1.59247747,5751.33709351,7
1.0,1.0,1.0,159.5168614,1.50836574,5529.82243893,7
1.0,1.0,1.0,136.9388614,1.45077032,3536.37415995,7
1.0,1.0,1.0,161.2028614,1.66942096,5656.88277755,7
1.0,1.0,1.0,136.8728614,1.41841498,3703.13034691,7
1.0,1.0,1.0,133.8628614,1.42018678,3675.34746902,7
1.0,1.0,1.0,133.3828614,1.53482146,3755.5495319,7
1.0,1.0,1.0,164.3888614,1.72583335,5683.97928376,7
1.0,1.0,1.0,140.4038614,1.63060254,3943.38056624,7
1.0,1.0,1.0,131.6048614,1.50069104,3172.70514418,7
1.0,1.0,1.0,135.7228614,1.48024982,3505.50150001,7
1.0,1.0,1.0,138.7008614,1.47779849,3694.51374331,7
1.0,1.0,1.0,128.1808614,1.30308544,2349.58260413,7
1.0,1.0,1.0,130.7038614,1.3445426,3161.16524363,7
1.0,1.0,1.0,171.3268614,1.61912983,6641.59861241,7
1.0,1.0,1.0,138.2618614,1.46997902,3464.45337998,7
1.0,1.0,1.0,150.2048614,1.641882,4521.84676063,7
1.0,1.0,1.0,150.4288614,1.51073307,4752.26734605,7
1.0,1.0,1.0,136.7908614,1.38433641,3384.28945986,7
1.0,1.0,1.0,135.0448614,1.48398812,3865.48970786,7
1.0,1.0,1.0,135.0448614,1.33936477,3242.8086737,7
1.0,1.0,1.0,134.2108614,1.30630049,3064.86362428,7
1.0,1.0,1.0,130.2148614,1.31778667,2707.9953274,7
1.0,1.0,1.0,145.4828614,1.59626934,4437.11299763,7
1.0,1.0,1.0,167.1828614,1.64294572,5841.681693,7
1.0,1.0,1.0,149.5348614,1.51428165,4363.93137513,7
1.0,1.0,1.0,133.2168614,1.50802474,3542.63811124,7
1.0,1.0,1.0,155.0088614,1.65391432,5159.22849324,7
1.0,1.0,1.0,127.0808614,1.32501159,2986.68437693,7
1.0,1.0,1.0,131.5048614,1.51447201,3631.0045409,7
1.0,1.0,1.0,152.5288614,1.46213728,4580.15427612,7
1.0,1.0,1.0,133.8208614,1.40007623,3309.14741841,7
1.0,1.0,1.0,132.9608614,1.41968233,3583.98301349,7
1.0,1.0,1.0,133.2008614,1.46483651,3366.4763764,7
1.0,1.0,1.0,141.4628614,1.42794667,3822.6186301,7
1.0,1.0,1.0,146.6248614,1.57806292,4312.65268701,7
1.0,1.0,1.0,141.5288614,1.5355598,3979.06929035,7
1.0,1.0,1.0,156.9528614,1.68554271,5663.02416935,7
1.0,1.0,1.0,136.6908614,1.46901063,3634.57564199,7
1.0,1.0,1.0,133.5648614,1.42920617,3456.27060873,7
1.0,1.0,1.0,145.8808614,1.63179211,4727.12767387,7
0.0,2.0,0.0,160.1868614,1.68993087,5803.08375367,8
0.0,2.0,0.0,173.4508614,2.02994122,8111.68689276,8
0.0,2.0,0.0,159.5408614,1.77623117,7222.24527227,8
0.0,2.0,0.0,159.0128614,1.71765182,5416.05702518,8
0.0,3.0,1.0,161.5188614,1.76423078,6808.95811513,8
0.0,2.0,0.0,156.1508614,1.81502163,5879.71566398,8
0.0,2.0,0.0,161.1868614,1.87995206,6490.3229593,8
0.0,3.0,1.0,149.3528614,1.74641367,5238.07418614,8
0.0,2.0,0.0,148.9888614,1.72738051,5284.6019276,8
0.0,2.0,0.0,149.6828614,1.64235265,5062.76565784,8
0.0,3.0,1.0,163.5608614,1.79056635,6611.49408866,8
0.0,2.0,0.0,159.1688614,1.80471178,6686.46814814,8
0.0,2.0,0.0,173.4428614,1.87489928,7663.13651124,8
0.0,3.0,1.0,163.6268614,1.80769797,7304.59473814,8
0.0,2.0,0.0,150.9648614,1.71169198,5378.15310402,8
0.0,2.0,0.0,164.0148614,1.71361993,6765.264567,8
0.0,2.0,0.0,155.8108614,1.76521233,5783.67131227,8
0.0,2.0,0.0,184.7228614,2.02835398,8516.52647854,8
0.0,2.0,0.0,153.6528614,1.66219229,5307.17066737,8
0.0,2.0,0.0,156.4148614,1.87295175,6110.75378098,8
0.0,2.0,0.0,149.5208614,1.89772546,7289.73660448,8
0.0,2.0,0.0,164.3868614,1.86538265,6616.86485892,8
0.0,3.0,1.0,149.3528614,1.74641367,5238.07418614,8
0.0,2.0,0.0,148.4588614,1.70829928,5631.35960126,8
0.0,3.0,1.0,177.6448614,2.05961888,8540.49536604,8
0.0,2.0,0.0,162.8988614,1.84999492,6739.80739253,8
0.0,2.0,0.0,153.5288614,1.69874589,5613.87072879,8
0.0,2.0,0.0,154.5788614,1.73592314,5632.26044499,8
0.0,2.0,0.0,155.0508614,1.70902573,5522.52423308,8
0.0,2.0,0.0,153.8348614,1.78810157,5658.90103015,8
0.0,2.0,0.0,156.2168614,1.80661035,5682.88196043,8
0.0,2.0,0.0,152.3708614,1.6446998,5102.27993552,8
0.0,2.0,0.0,154.9428614,1.70393763,5473.07107788,8
0.0,2.0,0.0,167.1908614,1.78902002,7505.71797375,8
0.0,2.0,0.0,182.9788614,1.85176333,8128.64682645,8
0.0,2.0,0.0,171.4908614,1.96516824,7399.49732324,8
0.0,2.0,0.0,171.2768614,1.89221276,7905.1116963,8
0.0,3.0,1.0,150.0388614,1.74397872,6081.52855737,8
0.0,2.0,0.0,138.7848614,1.62563547,4338.71658668,8
0.0,2.0,0.0,181.2168614,1.96908165,8213.62670226,8
0.0,2.0,0.0,151.7008614,1.72422032,5305.9176856,8
0.0,2.0,0.0,139.5108614,1.6229847,4802.08117139,8
0.0,2.0,0.0,153.8768614,1.63949229,5399.07769898,8
0.0,2.0,0.0,164.6688614,1.78662416,6406.44585568,8
0.0,2.0,0.0,171.7888614,1.96858312,7881.51558022,8
0.0,2.0,0.0,157.1588614,1.67088905,5314.0597764,8
0.0,2.0,0.0,149.7408614,1.66066967,5272.36144744,8
0.0,2.0,0.0,149.2708614,1.60072622,5011.89949289,8
0.0,2.0,0.0,151.6348614,1.6343642,5188.51629721,8
0.0,2.0,0.0,167.4888614,1.89751472,7774.27467227,8
2.0,0.0,2.0,135.2928614,1.2658668,1992.68770232,9
2.0,0.0,2.0,136.8968614,1.38097298,2133.62480656,9
2.0,0.0,2.0,134.4328614,1.31315952,2298.11707873,9
2.0,0.0,2.0,133.2088614,1.34034596,2283.56162025,9
2.0,0.0,2.0,130.5788614,1.3080711,1888.41090497,9
1.0,1.0,1.0,122.9788614,1.14313026,1721.7582912,9
2.0,0.0,2.0,134.8048614,1.2564722,1864.70187093,9
2.0,0.0,2.0,127.6348614,1.25658769,2098.88005018,9
2.0,0.0,2.0,136.1028614,1.32392787,1866.86553226,9
2.0,0.0,2.0,134.0188614,1.26583927,1898.30142727,9
2.0,0.0,2.0,122.4508614,1.38839036,2048.90041441,9
2.0,0.0,2.0,134.4248614,1.24749462,2128.87679083,9
2.0,0.0,2.0,136.0198614,1.34077358,2164.17779993,9
2.0,0.0,2.0,132.1998614,1.26434746,2081.76974584,9
2.0,0.0,2.0,135.5908614,1.26795778,2172.98423133,9
2.0,0.0,2.0,131.1488614,1.34554645,2211.30686332,9
2.0,0.0,2.0,131.5548614,1.32708455,2967.87223807,9
2.0,0.0,2.0,133.0688614,1.3527768,1753.58875378,9
2.0,0.0,2.0,130.8848614,1.36281359,2055.45008602,9
2.0,0.0,2.0,123.9388614,1.28092716,1828.75660303,9
2.0,0.0,2.0,133.0608614,1.34227661,2114.70275474,9
2.0,0.0,2.0,132.2168614,1.36282786,1843.30938368,9
2.0,0.0,2.0,130.9668614,1.32882179,1835.49317686,9
2.0,0.0,2.0,135.2838614,1.40670215,2188.46252681,9
2.0,0.0,2.0,133.2588614,1.2523588,1958.51186319,9
2.0,0.0,2.0,135.3008614,1.25698521,1848.14703722,9
2.0,0.0,2.0,131.6708614,1.37380805,1992.5270729,9
2.0,0.0,2.0,132.1508614,1.28472158,2083.88438138,9
2.0,0.0,2.0,128.6688614,1.19214384,1902.61948269,9
2.0,0.0,2.0,134.5648614,1.26323125,1841.43406159,9
2.0,0.0,2.0,128.5288614,1.26079063,2036.14896442,9
2.0,0.0,2.0,138.6348614,1.36322519,2542.03959263,9
2.0,0.0,2.0,127.9908614,1.19361284,1837.06664111,9
2.0,0.0,2.0,143.9678614,1.4314055,2188.28156225,9
2.0,0.0,2.0,135.0528614,1.26501366,2251.76189391,9
2.0,0.0,2.0,138.0958614,1.45687641,2212.69258207,9
2.0,0.0,2.0,125.5348614,1.27124294,1763.87038367,9
2.0,0.0,2.0,131.7788614,1.27281798,2035.18390218,9
2.0,0.0,2.0,139.1308614,1.3391276,2498.09638003,9
2.0,0.0,2.0,134.2248614,1.40237535,2234.11462261,9
2.0,0.0,2.0,130.0828614,1.23142699,1876.73328231,9
2.0,0.0,2.0,131.2568614,1.25605077,1709.86694476,9
2.0,0.0,2.0,130.7268614,1.23613214,1855.23381105,9
2.0,0.0,2.0,123.9378614,1.23998234,1710.51752046,9
2.0,0.0,2.0,138.9728614,1.30896745,2188.83193278,9
2.0,0.0,2.0,135.0948614,1.35160669,2031.04863098,9
2.0,0.0,2.0,128.7848614,1.20167433,1649.75622385,9
2.0,0.0,2.0,132.8868614,1.29650434,2076.59607864,9
2.0,0.0,2.0,128.9248614,1.32978351,1922.10831967,9
2.0,0.0,2.0,129.4388614,1.28060289,1817.13175867,9
1.0,1.0,1.0,137.0388614,1.37888338,3360.46849403,10
1.0,1.0,1.0,130.9268614,1.23732838,2435.214416,10
1.0,1.0,1.0,136.9888614,1.41295889,3650.41682253,10
1.0,1.0,1.0,166.5468614,1.84848215,6782.34952123,10
1.0,1.0,1.0,157.7708614,1.50116153,5613.3150985,10
1.0,1.0,1.0,130.5788614,1.44148907,3346.08393158,10
1.0,1.0,1.0,136.8728614,1.41841498,3703.13034691,10
0.0,2.0,0.0,195.8648614,2.06200339,8714.09878135,10
1.0,1.0,1.0,135.0448614,1.33936477,3242.8086737,10
1.0,1.0,1.0,143.0268614,1.61388531,4249.8857926,10
1.0,1.0,1.0,151.7428614,1.60309246,5137.84818962,10
1.0,1.0,1.0,135.6488614,1.46206249,3736.66291173,10
1.0,1.0,1.0,145.8628614,1.36702261,4350.23617458,10
1.0,1.0,1.0,138.7248614,1.51639468,3861.44976225,10
0.0,2.0,0.0,177.7528614,1.94886912,9450.66631764,10
1.0,1.0,1.0,134.4828614,1.302759,2915.8465488,10
1.0,1.0,1.0,143.2988614,1.43278582,4600.99164877,10
1.0,1.0,1.0,133.3828614,1.53482146,3755.5495319,10
1.0,1.0,1.0,130.2148614,1.31778667,2707.9953274,10
1.0,1.0,1.0,135.1688614,1.53881899,3747.21926173,10
1.0,1.0,1.0,128.2308614,1.30955987,2741.03901,10
1.0,1.0,1.0,130.0428614,1.36430803,2948.69709163,10
1.0,1.0,1.0,164.8008614,1.58343745,5914.60486408,10
1.0,1.0,1.0,159.3588614,1.61584912,5586.4822634,10
0.0,3.0,1.0,180.3408614,1.97426373,10788.4083974,10
1.0,1.0,1.0,131.7788614,1.4213884,3017.26903742,10
1.0,1.0,1.0,138.7748614,1.481761,3734.58627414,10
1.0,1.0,1.0,139.6188614,1.38558598,3607.86202134,10
1.0,2.0,1.0,139.8508614,1.4581583,3524.81650366,10
1.0,1.0,1.0,132.9608614,1.41968233,3583.98301349,10
1.0,1.0,1.0,139.2148614,1.61542547,4018.88664567,10
1.0,1.0,1.0,134.7808614,1.42489643,3456.04683324,10
1.0,1.0,1.0,137.9888614,1.41385378,3551.97245726,10
1.0,1.0,1.0,138.7168614,1.39488035,3507.90075771,10
1.0,1.0,1.0,142.9928614,1.44062648,4567.22010516,10
1.0,1.0,1.0,131.6868614,1.47302106,3127.84253896,10
1.0,1.0,1.0,138.1788614,1.42905917,3696.04171885,10
1.0,1.0,1.0,137.7588614,1.43243758,3896.59535858,10
1.0,1.0,1.0,133.8128614,1.43599822,3300.49915797,10
1.0,1.0,1.0,152.4048614,1.62034524,5243.2677536,10
1.0,1.0,1.0,138.8408614,1.47613486,3995.81206803,10
1.0,1.0,1.0,129.5368614,1.28157246,3024.62992784,10
1.0,1.0,1.0,128.1808614,1.30308544,2349.58260413,10
1.0,1.0,1.0,154.8848614,1.45157654,4985.37701844,10
1.0,1.0,1.0,144.8048614,1.53627337,4127.36785739,10
1.0,1.0,1.0,140.2148614,1.38978175,3632.04157742,10
1.0,1.0,1.0,148.6988614,1.58319407,4722.32116447,10
1.0,1.0,1.0,137.6168614,1.41190611,3772.102425,10
1.0,1.0,1.0,135.7728614,1.43740405,3501.14466772,10
1.0,1.0,1.0,141.3468614,1.40100191,3372.37219392,10
