region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,class
75,65,9,0.0,0.0,2.5,1.11056,1.55556,0.93492,57.7407,50.4444,72.6667,50.1111,-21.8889,44.7778,-22.8889,72.6667,0.314783,-2.07765,cement
22,87,9,0.0,0.0,1.88889,1.25904,1.16667,0.623611,64.037,55.7778,80.3333,56.0,-24.7778,48.8889,-24.1111,80.3333,0.3097,-2.10507,cement
62,140,9,0.0,0.0,2.44444,1.00741,1.38889,0.685185,23.0,17.8889,32.2222,18.8889,-15.3333,27.6667,-12.3333,32.2222,0.444353,-2.16726,cement
47,96,9,0.0,0.0,0.944445,0.574134,0.833333,0.752772,61.9259,54.4444,77.0,54.3333,-22.4444,45.2222,-22.7778,77.0,0.297221,-2.08911,cement
32,88,9,0.0,0.0,0.833332,0.349603,1.11111,0.720081,67.2593,57.8889,85.0,58.8889,-28.1111,53.2222,-25.1111,85.0,0.320122,-2.13203,cement
34,13,9,0.0,0.0,0.22222,0.172131,1.55555,0.54433,70.3704,60.6667,88.1111,62.3333,-29.1111,53.2222,-24.1111,88.1111,0.311437,-2.15499,cement
11,62,9,0.0,0.0,0.888891,0.501849,0.722224,0.389681,66.7778,57.4444,84.6667,58.2222,-28.0,53.6667,-25.6667,84.6667,0.32276,-2.12446,cement
49,42,9,0.0,0.0,2.61111,0.928958,1.33333,0.894428,58.8889,50.6667,74.5556,51.4444,-24.6667,47.0,-22.3333,74.5556,0.322931,-2.12574,cement
229,147,9,0.0,0.111111,4.05556,14.063,2.5,1.27778,27.2963,20.8889,38.6667,22.3333,-19.2222,34.1111,-14.8889,38.6667,0.457405,-2.17447,cement
227,132,9,0.0,0.0,6.66667,1.38243,1.33333,1.01105,38.7778,33.2222,49.2222,33.8889,-16.6667,31.3333,-14.6667,49.2222,0.325768,-2.12952,cement
112,38,9,0.0,0.0,11.0556,11.0743,1.11111,1.06805,64.6296,58.2222,78.4444,57.2222,-19.2222,41.4444,-22.2222,78.4444,0.271659,-2.03882,cement
117,137,9,0.0,0.0,0.277778,0.389682,0.388889,0.250924,0.777778,0.0,2.22222,0.111111,-2.33333,4.33333,-2.0,2.22222,1.0,-2.12325,foliage
3,106,9,0.0,0.0,0.222222,0.172133,0.111111,0.172133,0.555556,0.0,1.66667,0.0,-1.66667,3.33333,-1.66667,1.66667,1.0,-2.0944,foliage
48,83,9,0.0,0.0,2.27778,4.01852,2.33333,1.68889,6.25926,2.22222,11.8889,4.66667,-12.1111,16.8889,-4.77778,11.8889,0.82735,-2.345,foliage
81,126,9,0.0,0.111111,1.94444,1.12963,1.05556,0.285185,2.96296,0.555556,6.55556,1.77778,-7.22222,10.7778,-3.55556,6.55556,0.935706,-2.2891,foliage
82,138,9,0.0,0.0,0.888889,0.518518,0.888889,0.385185,1.40741,0.0,3.77778,0.444444,-4.22222,7.11111,-2.88889,3.77778,1.0,-2.17396,foliage
70,122,9,0.0,0.0,3.66667,4.0332,4.11111,3.78104,19.8889,17.8889,25.1111,16.6667,-6.0,15.6667,-9.66667,26.4444,0.402492,-1.54021,foliage
113,132,9,0.0,0.0,0.444444,0.344265,0.388889,0.534027,1.2963,0.0,3.44444,0.444444,-3.88889,6.44444,-2.55556,3.44444,1.0,-2.20485,foliage
14,136,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foliage
2,114,9,0.0,0.0,0.833333,0.122222,0.277778,0.062963,1.74074,0.777778,3.88889,0.555556,-2.88889,6.44444,-3.55556,3.88889,0.881481,-2.02703,foliage
9,131,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foliage
35,135,9,0.0,0.0,0.222222,0.118519,0.222222,0.118519,0.222222,0.0,0.666667,0.0,-0.666667,1.33333,-0.666667,0.666667,0.333333,-2.0944,foliage
241,137,9,0.0,0.111111,4.27778,18.6852,3.83333,37.5,5.0,2.55556,9.0,3.44444,-7.33333,12.0,-4.66667,9.0,0.837478,-2.19397,foliage
139,128,9,0.0,0.0,2.94444,7.88519,3.16667,12.4333,5.2963,2.44444,9.55556,3.88889,-8.55556,12.7778,-4.22222,9.55556,0.804724,-2.30037,foliage
7,134,9,0.0,0.0,0.0555556,0.0185185,0.0555556,0.0185185,0.037037,0.0,0.111111,0.0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,foliage
30,91,9,0.0,0.0,3.38889,6.46296,3.27778,9.04074,6.25926,2.44444,12.1111,4.22222,-11.4444,17.5556,-6.11111,12.1111,0.823021,-2.28274,foliage
33,100,9,0.0,0.0,0.722222,0.534027,0.666667,0.365148,1.22222,0.111111,2.77778,0.777778,-3.33333,4.66667,-1.33333,2.77778,0.977778,-2.3371,foliage
242,81,9,0.0,0.0,22.3889,189.441,15.1667,110.878,41.9259,33.1111,55.5556,37.1111,-26.4444,40.8889,-14.4444,55.5556,0.420176,-2.27446,foliage
58,109,9,0.0,0.0,0.888889,0.251852,2.83333,1.67778,4.2963,1.44444,8.44444,3.0,-8.55556,12.4444,-3.88889,8.44444,0.864482,-2.28379,foliage
230,124,9,0.0,0.0,0.277778,0.107407,0.277778,0.151852,0.666667,0.0,2.0,0.0,-2.0,4.0,-2.0,2.0,1.0,-2.0944,foliage
132,91,9,0.0,0.111111,18.9444,188.507,33.4444,889.363,42.8148,35.8889,52.6667,39.8889,-20.7778,29.5556,-8.77778,52.6667,0.398824,-2.34606,foliage
18,90,9,0.0,0.0,1.05556,0.374074,0.666667,0.222222,2.81481,0.555556,6.88889,1.0,-6.77778,12.2222,-5.44444,6.88889,0.926146,-2.16432,foliage
224,73,9,0.0,0.0,1.5,1.27778,2.33333,1.06667,5.81482,2.33333,10.6667,4.44444,-10.4444,14.5556,-4.11111,10.6667,0.78993,-2.35564,foliage
54,138,9,0.0,0.0,0.222222,0.296296,0.388889,0.418519,0.259259,0.0,0.666667,0.111111,-0.777778,1.22222,-0.444444,0.666667,0.333333,-2.18144,foliage
25,91,9,0.0,0.0,1.61111,4.37407,1.38889,0.996296,3.88889,0.888889,8.11111,2.66667,-9.0,12.6667,-3.66667,8.11111,0.911448,-2.35458,foliage
235,88,9,0.0,0.0,0.611111,0.240741,0.944445,0.32963,2.77778,0.444444,6.44444,1.44444,-7.0,11.0,-4.0,6.44444,0.938492,-2.26954,foliage
235,81,9,0.0,0.0,1.38889,0.418518,0.777778,0.296296,3.48148,1.0,7.44444,2.0,-7.44444,11.8889,-4.44444,7.44444,0.881217,-2.24813,foliage
115,138,9,0.0,0.0,0.333333,0.0888889,0.333333,0.177778,0.777778,0.0,2.33333,0.0,-2.33333,4.66667,-2.33333,2.33333,1.0,-2.0944,foliage
92,121,9,0.0,0.0,1.44444,1.82168,2.05556,2.05931,14.963,9.55556,23.4444,11.8889,-16.2222,25.4444,-9.22222,23.4444,0.596422,-2.23536,foliage
196,100,9,0.0,0.0,7.27778,83.3518,5.77778,68.8741,8.14815,4.66667,13.3333,6.44444,-10.4444,15.5556,-5.11111,13.3333,0.738034,-2.28987,foliage
194,124,9,0.0,0.0,1.5,0.433334,1.38889,0.907407,2.81481,1.0,5.55556,1.88889,-5.44444,8.22222,-2.77778,5.55556,0.836773,-2.28461,foliage
140,125,9,0.0,0.0,0.666667,0.222222,2.66667,3.77778,3.92593,1.55556,7.77778,2.44444,-7.11111,11.5556,-4.44444,7.77778,0.853199,-2.23424,foliage
78,100,9,0.0,0.0,1.55556,8.2963,2.55556,8.82963,4.59259,1.44444,9.44444,2.88889,-9.44444,14.5556,-5.11111,9.44444,0.876332,-2.28054,foliage
71,125,9,0.0,0.0,0.666667,0.471405,0.722222,0.490654,16.4074,12.4444,23.6667,13.1111,-11.8889,21.7778,-9.88889,25.3333,0.56104,-1.7934,foliage
9,80,9,0.0,0.0,2.94444,13.7519,16.6667,71.5111,23.6296,17.3333,31.6667,21.8889,-18.8889,24.1111,-5.22222,31.6667,0.514254,-2.43151,foliage
1,81,9,0.0,0.0,12.1667,267.456,9.22222,205.363,21.3333,14.0,30.5556,19.4444,-22.0,27.6667,-5.66667,30.5556,0.595282,-2.43841,foliage
80,87,9,0.0,0.111111,24.3889,572.996,44.7222,1386.33,67.4444,58.7778,79.0,64.5556,-26.0,34.6667,-8.66667,79.0,0.306281,-2.42213,foliage
22,133,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foliage
93,127,9,0.0,0.0,1.11111,0.834443,1.0,0.788811,3.81481,1.33333,6.77778,3.33333,-7.44444,8.88889,-1.44444,6.77778,0.827249,-2.47456,foliage
150,144,9,0.0,0.0,0.555556,0.0740741,0.611111,0.151852,2.51852,0.111111,6.55556,0.888889,-7.22222,12.1111,-4.88889,6.55556,0.986111,-2.21216,foliage
117,110,9,0.0,0.0,2.33333,2.90593,2.27778,1.90224,17.2222,9.22222,29.0,13.4444,-24.0,35.3333,-11.3333,29.0,0.680787,-2.32123,foliage
31,88,9,0.111111,0.0,0.888889,0.607407,2.16667,1.98889,5.25926,1.55556,10.1111,4.11111,-11.1111,14.5556,-3.44444,10.1111,0.851379,-2.39666,foliage
55,108,9,0.0,0.0,6.38889,22.5074,3.38889,10.1074,8.66667,5.11111,14.1111,6.77778,-10.6667,16.3333,-5.66667,14.1111,0.705482,-2.27555,foliage
245,73,9,0.0,0.0,8.22222,6.27399,10.7222,7.6809,46.6667,32.1111,70.1111,37.7778,-43.6667,70.3333,-26.6667,70.1111,0.549032,-2.25125,foliage
36,145,9,0.0,0.0,0.277778,0.196296,1.27778,2.06296,0.851852,0.333333,1.44444,0.777778,-1.55556,1.77778,-0.222222,1.44444,0.251852,-2.53095,foliage
75,131,9,0.0,0.0,0.222222,0.0296296,0.333333,0.0444444,0.518518,0.0,1.55556,0.0,-1.55556,3.11111,-1.55556,1.55556,1.0,-2.0944,foliage
67,136,9,0.0,0.0,6.72222,3.70835,2.66667,3.19722,15.5185,9.0,25.3333,12.2222,-19.5556,29.4444,-9.88889,25.3333,0.660813,-2.30751,foliage
68,127,9,0.0,0.0,1.05556,0.975629,1.27778,0.827759,16.3704,10.8889,26.4444,11.7778,-16.4444,30.2222,-13.7778,26.4444,0.601444,-2.03581,foliage
205,83,9,0.0,0.0,24.5556,688.074,8.33333,121.244,23.2963,19.7778,28.5556,21.5556,-10.5556,15.7778,-5.22222,28.5556,0.504161,-2.32134,foliage
35,107,9,0.0,0.0,10.2222,14.9676,9.83333,17.5471,9.51852,7.33333,12.2222,9.0,-6.55556,8.11111,-1.55556,12.2222,0.674956,-2.49296,foliage
26,82,9,0.0,0.0,1.55556,0.474074,2.11111,4.38519,5.59259,1.77778,10.2222,4.77778,-11.4444,13.8889,-2.44444,10.2222,0.843607,-2.45198,foliage
58,125,9,0.0,0.0,2.16667,1.11056,1.05556,0.90472,18.5556,11.1111,30.6667,13.8889,-22.3333,36.3333,-14.0,30.6667,0.638455,-2.24196,foliage
204,116,9,0.0,0.0,1.05556,1.26296,1.05556,1.44074,2.18519,0.333333,5.11111,1.11111,-5.55556,8.77778,-3.22222,5.11111,0.96142,-2.24908,foliage
53,135,9,0.0,0.0,0.555555,0.207407,0.333333,0.0888889,0.740741,0.0,2.11111,0.111111,-2.22222,4.11111,-1.88889,2.11111,0.888889,-2.13745,foliage
45,89,9,0.0,0.0,0.777778,0.340741,0.777778,0.474074,2.2963,0.111111,6.44444,0.333333,-6.55556,12.4444,-5.88889,6.44444,0.986111,-2.1239,foliage
20,137,9,0.0,0.0,0.111111,0.0296296,0.277778,0.0185185,0.222222,0.0,0.666667,0.0,-0.666667,1.33333,-0.666667,0.666667,0.666667,-2.0944,foliage
104,134,9,0.0,0.0,0.5,0.182574,0.833333,0.278887,1.77778,0.111111,3.88889,1.33333,-5.0,6.33333,-1.33333,3.88889,0.977778,-2.42251,foliage
45,108,9,0.0,0.111111,25.5,12.7954,27.2778,15.931,49.8148,41.7778,61.1111,46.5556,-24.1111,33.8889,-9.77778,61.1111,0.358975,-2.36049,foliage
99,130,9,0.0,0.0,0.555555,0.45542,0.555555,0.544331,1.37037,0.111111,3.33333,0.666667,-3.77778,5.88889,-2.11111,3.33333,0.977778,-2.23903,foliage
10,112,9,0.0,0.0,0.333333,0.421637,0.5,0.182574,0.444444,0.0,1.22222,0.111111,-1.33333,2.33333,-1.0,1.22222,0.666667,-2.15191,foliage
225,91,9,0.0,0.0,0.666667,0.355556,0.666667,0.311111,3.66667,1.11111,8.0,1.88889,-7.66667,13.0,-5.33333,8.0,0.867813,-2.21774,foliage
103,130,9,0.0,0.0,0.333333,0.0,0.277778,0.389682,0.777778,0.0,2.33333,0.0,-2.33333,4.66667,-2.33333,2.33333,1.0,-2.0944,foliage
196,93,9,0.0,0.0,1.77778,2.56296,1.5,0.922222,5.0,2.0,9.33333,3.66667,-9.0,13.0,-4.0,9.33333,0.80862,-2.32942,foliage
39,124,9,0.0,0.111111,5.33333,4.77494,6.5,4.54484,7.59259,4.11111,12.8889,5.77778,-10.4444,15.8889,-5.44444,12.8889,0.772152,-2.26575,foliage
197,105,9,0.0,0.0,3.72222,15.663,3.66667,14.4,4.14815,1.66667,8.33333,2.44444,-7.44444,12.5556,-5.11111,8.33333,0.886048,-2.20544,foliage
19,145,9,0.0,0.0,0.888889,1.67407,2.11111,4.38519,2.07407,0.666667,3.55556,2.0,-4.22222,4.44444,-0.222222,3.55556,0.457672,-2.56977,foliage
54,91,9,0.0,0.0,1.44444,1.54074,0.833333,0.255556,3.25926,0.555556,8.0,1.22222,-8.11111,14.2222,-6.11111,8.0,0.944811,-2.18672,foliage
72,111,9,0.0,0.0,0.5,0.3,0.944444,1.3963,1.2963,0.0,3.55556,0.333333,-3.88889,6.77778,-2.88889,3.55556,1.0,-2.13949,foliage
127,143,9,0.0,0.0,1.5,0.122222,0.888889,0.607407,4.18518,0.888889,9.44444,2.22222,-9.88889,15.7778,-5.88889,9.44444,0.915376,-2.25741,foliage
45,89,9,0.0,0.0,0.777778,0.340741,0.777778,0.474074,2.2963,0.111111,6.44444,0.333333,-6.55556,12.4444,-5.88889,6.44444,0.986111,-2.1239,foliage
75,98,9,0.0,0.0,3.94444,45.8407,4.66667,39.2889,5.51852,2.33333,10.4444,3.77778,-9.55556,14.7778,-5.22222,10.4444,0.872146,-2.27297,foliage
47,127,9,0.0,0.0,1.16667,0.960324,1.05556,0.490653,17.5926,9.0,30.1111,13.6667,-25.7778,37.5556,-11.7778,30.1111,0.701476,-2.32627,foliage
3,91,9,0.0,0.111111,2.22222,5.05185,1.0,1.95556,5.62963,1.88889,10.6667,4.33333,-11.2222,15.1111,-3.88889,10.6667,0.829748,-2.38395,foliage
20,117,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foliage
127,120,9,0.0,0.0,0.5,0.477778,0.722222,0.596296,1.51852,0.111111,4.11111,0.333333,-4.22222,7.77778,-3.55556,4.11111,0.984127,-2.13309,foliage
103,125,9,0.0,0.0,0.944445,0.827759,0.833333,0.691215,1.77778,0.444444,3.88889,1.0,-4.0,6.33333,-2.33333,3.88889,0.923809,-2.23756,foliage
124,113,9,0.0,0.0,0.388889,0.389682,0.277778,0.327731,0.962963,0.0,2.77778,0.111111,-2.88889,5.44444,-2.55556,2.77778,1.0,-2.12325,foliage
104,139,9,0.0,0.0,0.333333,0.516398,0.333333,0.516398,0.666667,0.0,1.77778,0.222222,-2.0,3.33333,-1.33333,1.77778,1.0,-2.15073,foliage
25,138,9,0.111111,0.0,1.27778,1.14342,0.722222,0.490653,5.18518,2.0,9.33333,4.22222,-9.55556,12.4444,-2.88889,9.33333,0.790011,-2.40681,foliage
74,129,9,0.0,0.0,0.222222,0.0296296,0.111111,0.0296296,0.518518,0.0,1.55556,0.0,-1.55556,3.11111,-1.55556,1.55556,1.0,-2.0944,foliage
207,97,9,0.0,0.0,0.888889,0.651852,0.777778,0.474074,2.62963,0.555556,5.88889,1.44444,-6.22222,9.77778,-3.55556,5.88889,0.915344,-2.26902,foliage
98,107,9,0.0,0.0,4.66667,3.73333,3.94444,17.1296,8.7037,4.88889,14.5556,6.66667,-11.4444,17.5556,-6.11111,14.5556,0.697226,-2.28015,foliage
228,123,9,0.0,0.0,0.166667,0.0777778,0.444444,0.207407,0.703704,0.0,2.0,0.111111,-2.11111,3.88889,-1.77778,2.0,1.0,-2.12325,foliage
126,237,9,0.0,0.0,0.944444,0.240741,1.0,0.488889,5.77778,4.22222,4.22222,8.88889,-4.66667,-4.66667,9.33333,8.88889,0.553812,2.09723,grass
234,161,9,0.0,0.0,0.888889,0.501849,1.61111,1.40502,19.037,15.1111,17.0,25.0,-11.7778,-6.11111,17.8889,25.0,0.395599,2.29274,grass
94,246,9,0.0,0.0,2.33333,1.61933,2.72222,0.772202,22.8148,18.8889,19.6667,29.8889,-11.7778,-9.44444,21.2222,29.8889,0.3748,2.15891,grass
145,170,9,0.0,0.0,1.27778,0.574134,1.22222,0.860663,16.4074,12.7778,16.8889,19.5556,-10.8889,1.44444,9.44444,19.5556,0.346719,2.73707,grass
52,170,9,0.0,0.0,0.555556,0.45542,0.944444,0.389683,25.4444,20.1111,25.3333,30.8889,-16.0,-0.333333,16.3333,30.8889,0.349112,2.60401,grass
227,222,9,0.0,0.0,2.11111,2.60741,2.61111,7.26296,9.33333,8.55556,7.66667,11.7778,-2.33333,-5.0,7.33333,11.7778,0.373693,1.90504,grass
142,208,9,0.0,0.0,1.94444,2.64074,2.5,1.32222,18.5556,15.4444,14.8889,25.3333,-9.33333,-11.0,20.3333,25.3333,0.440895,2.10221,grass
233,211,9,0.111111,0.0,2.66667,6.08889,1.66667,1.73333,15.4444,12.4444,15.2222,18.6667,-9.0,-0.666667,9.66667,18.6667,0.335421,2.55496,grass
94,224,9,0.0,0.0,1.38889,1.84074,0.944444,0.551852,13.4444,10.0,11.8889,18.4444,-10.3333,-4.66667,15.0,18.4444,0.457643,2.32811,grass
63,179,9,0.0,0.0,0.666667,0.222222,1.55556,0.562963,11.8148,9.77778,9.44444,16.2222,-6.11111,-7.11111,13.2222,16.2222,0.419762,2.04457,grass
119,181,9,0.111111,0.0,0.777777,0.750308,3.27778,1.6113,21.4074,16.5556,19.6667,28.0,-14.5556,-5.22222,19.7778,28.0,0.409551,2.37885,grass
107,226,9,0.0,0.0,1.55556,3.0963,3.55556,2.56296,7.85185,5.77778,6.55556,11.2222,-6.22222,-3.88889,10.1111,11.2222,0.526881,2.2594,grass
58,232,9,0.0,0.0,2.5,1.45555,2.55556,0.829629,14.7037,11.2222,13.5556,19.3333,-10.4444,-3.44444,13.8889,19.3333,0.423483,2.40285,grass
216,169,9,0.0,0.0,0.833333,0.388889,1.94444,0.418518,16.5926,12.7778,15.6667,21.3333,-11.4444,-2.77778,14.2222,21.3333,0.400756,2.44578,grass
71,180,9,0.111111,0.0,1.22222,0.562963,3.0,1.86666,22.3333,18.3333,21.4444,27.2222,-12.0,-2.66667,14.6667,27.2222,0.327383,2.45383,grass
234,164,9,0.0,0.0,0.5,0.211111,3.0,8.04445,13.6667,11.6667,15.0,14.3333,-6.0,4.0,2.0,16.8889,0.29915,2.87512,grass
224,242,9,0.0,0.0,1.88889,0.829629,2.22222,3.27407,11.7407,8.66667,10.7778,15.7778,-9.22222,-2.88889,12.1111,15.7778,0.454547,2.3866,grass
115,182,9,0.0,0.0,0.555556,1.04704,0.722223,1.14342,17.5926,15.4444,14.0,23.3333,-6.44444,-10.7778,17.2222,23.3333,0.399447,1.93759,grass
163,166,9,0.0,0.0,1.77778,1.0963,2.44444,1.05185,16.963,12.3333,16.3333,22.2222,-13.8889,-1.88889,15.7778,22.2222,0.446214,2.51583,grass
145,248,9,0.0,0.0,2.05556,1.71809,2.11111,1.37706,26.8889,23.2222,25.1111,32.3333,-11.0,-5.33333,16.3333,32.3333,0.291675,2.2851,grass
29,184,9,0.0,0.0,1.61111,1.06284,2.66667,1.89737,13.6296,11.4444,11.3333,18.1111,-6.55556,-6.88889,13.4444,18.1111,0.387663,2.08045,grass
192,239,9,0.111111,0.0,2.5,2.43333,2.27778,1.30741,15.1481,12.2222,14.5556,18.6667,-8.77778,-1.77778,10.5556,18.6667,0.344304,2.48244,grass
86,187,9,0.0,0.0,1.11111,0.720082,1.44444,0.750309,13.7407,11.6667,10.3333,19.2222,-6.22222,-10.2222,16.4444,19.2222,0.463329,1.94146,grass
238,180,9,0.111111,0.0,0.555556,0.340741,1.72222,1.66296,13.5926,11.1111,11.8889,17.7778,-7.44444,-5.11111,12.5556,17.7778,0.376253,2.2129,grass
88,211,9,0.222222,0.0,1.38889,0.879815,2.44444,1.45551,10.8148,8.88889,7.66667,15.8889,-5.77778,-9.44444,15.2222,15.8889,0.524328,1.94083,grass
200,215,9,0.0,0.0,1.55556,0.958394,4.72222,2.64505,23.037,17.1111,22.5556,29.4444,-17.7778,-1.44444,19.2222,29.4444,0.420767,2.56105,grass
212,239,9,0.0,0.0,1.94444,1.45169,2.33333,2.82056,10.3704,7.66667,9.66667,13.7778,-8.11111,-2.11111,10.2222,13.7778,0.445969,2.42638,grass
214,236,9,0.0,0.0,0.5,0.255556,3.77778,1.36296,16.5926,12.8889,14.6667,22.2222,-11.1111,-5.77778,16.8889,22.2222,0.419597,2.30668,grass
210,232,9,0.0,0.0,1.83333,1.20646,1.5,1.7224,8.81481,6.55556,7.22222,12.6667,-6.77778,-4.77778,11.5556,12.6667,0.491388,2.20132,grass
132,223,9,0.0,0.0,2.11111,0.720082,1.77778,0.93492,16.5185,13.2222,13.4444,22.8889,-9.88889,-9.22222,19.1111,22.8889,0.433125,2.11955,grass
57,229,9,0.0,0.0,2.72222,2.05931,3.44444,1.40896,14.6296,12.0,13.5556,18.3333,-7.88889,-3.22222,11.1111,18.3333,0.347692,2.35044,grass
140,181,9,0.111111,0.0,0.833333,0.477778,1.27778,1.70741,19.2963,15.4444,18.4444,24.0,-11.5556,-2.55556,14.1111,24.0,0.357668,2.45847,grass
252,194,9,0.0,0.0,2.16667,0.781736,2.05556,2.02667,18.5556,15.0,15.3333,25.3333,-10.6667,-9.66667,20.3333,25.3333,0.422491,2.12652,grass
245,249,9,0.0,0.0,2.0,1.28889,1.5,0.611111,14.7407,10.7778,15.3333,18.1111,-11.8889,1.77778,10.1111,18.1111,0.406212,2.74356,grass
186,173,9,0.0,0.0,1.44444,0.829631,2.11111,1.98519,17.1481,13.5556,15.5556,22.3333,-10.7778,-4.77778,15.5556,22.3333,0.396433,2.33274,grass
115,202,9,0.111111,0.0,1.61111,0.24074,2.38889,2.5963,15.1481,11.6667,14.0,19.7778,-10.4444,-3.44444,13.8889,19.7778,0.409932,2.40114,grass
44,157,9,0.0,0.0,0.833334,0.3,2.94444,7.61852,24.2963,19.2222,24.2222,29.4444,-15.2222,-0.222222,15.4444,29.4444,0.350043,2.6043,grass
9,180,9,0.0,0.0,1.16667,0.722649,1.16667,0.983192,22.5556,17.4444,22.0,28.2222,-15.3333,-1.66667,17.0,28.2222,0.381429,2.54166,grass
103,216,9,0.0,0.0,0.888889,0.651852,2.16667,1.14444,14.5556,10.8889,13.6667,19.1111,-11.0,-2.66667,13.6667,19.1111,0.431696,2.44755,grass
214,246,9,0.0,0.0,2.83333,1.91775,3.0,1.98886,17.5185,14.2222,15.4444,22.8889,-9.88889,-6.22222,16.1111,22.8889,0.391548,2.23285,grass
23,237,9,0.0,0.0,1.66667,2.44444,1.77778,2.07408,5.85185,4.22222,4.55556,8.77778,-4.88889,-3.88889,8.77778,8.77778,0.541266,2.18053,grass
136,216,9,0.111111,0.0,2.77778,1.32777,2.72222,2.98453,15.0741,11.4444,13.2222,20.5556,-10.8889,-5.55556,16.4444,20.5556,0.441675,2.28457,grass
52,185,9,0.0,0.0,1.66667,1.42222,0.944444,0.951853,19.2593,14.8889,18.2222,24.6667,-13.1111,-3.11111,16.2222,24.6667,0.396458,2.45184,grass
157,221,9,0.0,0.0,1.05556,0.64693,1.22222,0.620633,12.1111,10.2222,8.11111,18.0,-5.66667,-12.0,17.6667,18.0,0.54918,1.87715,grass
19,184,9,0.0,0.0,0.555555,0.344265,0.833333,0.62361,14.2222,12.3333,11.0,19.3333,-5.66667,-9.66667,15.3333,19.3333,0.431152,1.93789,grass
174,178,9,0.0,0.0,1.38889,2.68518,5.0,10.4,19.5556,17.0,18.1111,23.5556,-7.66667,-4.33333,12.0,23.5556,0.298962,2.27413,grass
29,195,9,0.0,0.0,0.444444,0.403687,0.611111,0.680414,16.037,14.4444,13.3333,20.3333,-4.77778,-8.11111,12.8889,20.3333,0.342307,1.94304,grass
49,148,9,0.0,0.0,0.777778,0.251851,6.66667,33.4222,15.963,12.0,16.8889,19.0,-11.8889,2.77778,9.11111,19.4444,0.403708,2.91248,grass
20,248,9,0.0,0.0,1.83333,0.833333,1.66667,1.6,13.4444,10.5556,12.1111,17.6667,-8.66667,-4.0,12.6667,17.6667,0.403437,2.34168,grass
115,183,9,0.0,0.0,1.05556,0.772202,4.72222,1.02017,19.8519,14.5556,19.0,26.0,-15.8889,-2.55556,18.4444,26.0,0.449942,2.50681,grass
247,197,9,0.0,0.0,0.333333,0.0444444,0.611111,0.062963,6.0,4.11111,4.0,9.88889,-5.66667,-6.0,11.6667,9.88889,0.617059,2.07496,grass
232,175,9,0.0,0.0,1.16667,0.62361,2.83333,2.16795,15.3704,12.4444,13.5556,20.1111,-8.77778,-5.44444,14.2222,20.1111,0.387412,2.2422,grass
103,174,9,0.111111,0.0,1.44444,1.16746,1.66667,1.26491,23.1852,20.6667,19.8889,29.0,-7.55556,-9.88889,17.4444,29.0,0.32797,2.0337,grass
68,172,9,0.0,0.0,1.05556,1.06284,2.33333,1.69967,30.1111,24.5556,30.1111,35.6667,-16.6667,0.0,16.6667,35.6667,0.312295,2.6178,grass
91,247,9,0.0,0.0,2.66667,1.24722,2.22222,1.42465,12.6296,9.55556,12.4444,15.8889,-9.22222,-0.555556,9.77778,15.8889,0.401833,2.55309,grass
76,249,9,0.111111,0.0,2.05556,2.06296,2.33333,5.51111,13.3704,12.2222,13.1111,14.7778,-3.44444,-0.777778,4.22222,15.0,0.203249,2.56344,grass
34,164,9,0.0,0.0,0.888889,0.403687,1.27778,0.490653,11.3333,9.22222,10.3333,14.4444,-6.33333,-3.0,9.33333,14.4444,0.367923,2.29112,grass
86,194,9,0.0,0.0,1.77778,1.27407,1.88889,0.385185,16.7778,13.2222,16.6667,20.4444,-10.6667,-0.333333,11.0,20.4444,0.352132,2.59311,grass
148,169,9,0.111111,0.0,1.05556,0.774073,1.83333,2.61111,19.5926,15.1111,18.6667,25.0,-13.4444,-2.77778,16.2222,25.0,0.396121,2.46775,grass
202,208,9,0.0,0.0,1.72222,1.3963,1.83333,3.05555,19.2593,15.5556,17.6667,24.5556,-11.1111,-4.77778,15.8889,24.5556,0.368866,2.39677,grass
131,208,9,0.0,0.0,1.38889,0.418519,0.611111,0.240741,16.1852,12.7778,15.0,20.7778,-10.2222,-3.55556,13.7778,20.7778,0.383167,2.392,grass
208,240,9,0.111111,0.0,1.05556,0.862963,2.44444,5.00741,14.1481,10.8889,13.0,18.5556,-9.77778,-3.44444,13.2222,18.5556,0.421621,2.39249,grass
72,222,9,0.111111,0.0,2.38889,2.64074,1.61111,2.28518,14.963,11.6667,13.1111,20.1111,-9.88889,-5.55556,15.4444,20.1111,0.425441,2.28092,grass
