utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12,speaker
7,15,0.100391,-0.262345,0.180626,0.122002,0.599573,-0.515005,0.010528,-0.299927,-0.370299,-0.005931,-0.026375,-0.010209,3
7,16,0.059175,-0.27373,0.219028,0.162518,0.624553,-0.506529,0.017821,-0.299398,-0.345647,0.038272,-0.039271,-0.059357,3
7,17,0.029752,-0.280503,0.274573,0.206131,0.633717,-0.504823,0.017596,-0.276599,-0.332971,0.053784,-0.045406,-0.095342,3
7,18,0.029917,-0.327709,0.321932,0.225614,0.63497,-0.497406,0.021789,-0.25226,-0.316481,0.061706,-0.063534,-0.130953,3
7,19,0.03371,-0.380109,0.359749,0.240268,0.632723,-0.479988,0.028464,-0.235225,-0.298402,0.073516,-0.091877,-0.167411,3
7,20,0.021171,-0.412502,0.381326,0.269292,0.630532,-0.46358,0.026363,-0.229892,-0.278718,0.082327,-0.120426,-0.190522,3
8,1,0.665642,-0.179317,0.094755,-0.86697,0.180786,-0.719771,-0.182835,0.384409,-0.160821,-0.011924,-0.168166,0.042607,3
8,2,0.538381,-0.240604,0.070684,-0.877867,0.242478,-0.707729,-0.173124,0.403963,-0.193226,-0.039466,-0.202335,0.050923,3
8,3,0.479535,-0.267613,0.040226,-0.857295,0.270886,-0.662627,-0.139674,0.372573,-0.221626,-0.079868,-0.221238,0.074728,3
8,4,0.423398,-0.332252,0.018869,-0.817861,0.297796,-0.608721,-0.112925,0.313977,-0.261405,-0.105009,-0.228972,0.080498,3
8,5,0.444906,-0.38773,0.012276,-0.782771,0.360182,-0.568364,-0.102186,0.278131,-0.332316,-0.145543,-0.228025,0.102334,3
8,6,0.525543,-0.429427,-0.009258,-0.726727,0.439716,-0.521178,-0.108798,0.221908,-0.407569,-0.197006,-0.214944,0.148312,3
8,7,0.637937,-0.434407,0.007736,-0.668375,0.46499,-0.482519,-0.107848,0.151984,-0.47198,-0.201515,-0.135891,0.180797,3
8,8,0.633438,-0.425285,0.020168,-0.528892,0.49748,-0.445249,-0.104419,0.063032,-0.498086,-0.212908,-0.078639,0.210156,3
8,9,0.605838,-0.452458,0.022565,-0.439999,0.560589,-0.426845,-0.087919,0.021237,-0.524487,-0.216564,-0.085148,0.198198,3
8,10,0.546321,-0.414854,0.035175,-0.339458,0.652163,-0.446419,-0.081383,-0.032647,-0.522209,-0.15629,-0.095104,0.145615,3
8,11,0.503941,-0.40636,0.080569,-0.194256,0.686042,-0.452685,-0.096202,-0.078452,-0.479812,-0.106298,-0.091927,0.096208,3
8,12,0.463145,-0.473579,0.116112,-0.112914,0.665472,-0.442892,-0.104669,-0.082834,-0.455313,-0.084742,-0.092865,0.027069,3
8,13,0.389428,-0.478454,0.175092,-0.056709,0.678947,-0.464134,-0.135335,-0.098405,-0.428198,-0.052478,-0.083221,-0.032312,3
8,14,0.288317,-0.429713,0.235947,-0.033519,0.710589,-0.493284,-0.143226,-0.117191,-0.436589,-0.007201,-0.076584,-0.065576,3
9,1,0.486189,-0.135315,-0.13684,-0.570488,-0.014225,-0.492548,0.092761,0.044687,-0.055169,-0.298104,0.015013,0.204852,3
9,2,0.514255,-0.161761,-0.136399,-0.515083,0.020651,-0.470181,0.089084,-0.004674,-0.078032,-0.306676,0.013071,0.245437,3
9,3,0.450274,-0.119937,-0.153601,-0.439828,0.090489,-0.429767,0.091283,-0.075372,-0.127058,-0.304168,0.022246,0.257791,3
9,4,0.365411,-0.139214,-0.185432,-0.358531,0.139577,-0.411964,0.112044,-0.137075,-0.208909,-0.316665,0.036996,0.257605,3
9,5,0.304147,-0.206522,-0.136432,-0.310749,0.154518,-0.384026,0.115462,-0.20109,-0.264311,-0.300501,0.035749,0.270907,3
9,6,0.21893,-0.192665,-0.075176,-0.269058,0.194808,-0.403788,0.102441,-0.223194,-0.312897,-0.2756,0.07003,0.264162,3
9,7,0.086433,-0.176224,-0.001702,-0.173613,0.269605,-0.444665,0.049941,-0.242259,-0.313674,-0.228104,0.106538,0.193699,3
10,1,0.934919,0.13933,0.084435,-0.947243,0.227614,-0.658531,-0.286278,0.290628,-0.014876,0.027675,-0.162333,-0.054222,3
10,2,1.044554,0.068938,-0.032583,-0.856612,0.166776,-0.592114,-0.194563,0.203144,-0.043581,-0.065716,-0.154329,-0.000774,3
10,3,0.954552,-0.103184,-0.004849,-0.807474,0.159893,-0.474913,-0.214423,0.159637,-0.034263,-0.126708,-0.173751,0.028055,3
10,4,0.934799,-0.153811,-0.066167,-0.752418,0.163151,-0.42857,-0.128988,0.103471,-0.097561,-0.15707,-0.216288,0.056288,3
10,5,0.930868,-0.152,-0.155428,-0.647047,0.166593,-0.448747,-0.036953,0.081257,-0.205238,-0.176246,-0.221444,0.0766,3
10,6,0.885835,-0.213221,-0.109155,-0.642299,0.285869,-0.457002,-0.043322,0.095709,-0.324182,-0.238465,-0.178589,0.133493,3
10,7,0.848076,-0.19422,-0.11086,-0.513985,0.354405,-0.429323,-0.02908,0.021539,-0.367877,-0.296876,-0.151702,0.208093,3
10,8,0.805358,-0.183261,-0.102265,-0.429461,0.434415,-0.409361,-0.005057,-0.063026,-0.385652,-0.296415,-0.155062,0.221108,3
10,9,0.5992,-0.138637,-0.027009,-0.383166,0.554677,-0.425237,-0.011929,-0.107681,-0.450451,-0.215902,-0.108116,0.167613,3
10,10,0.34662,-0.094302,0.095311,-0.277699,0.681201,-0.434151,-0.033917,-0.129948,-0.488374,-0.163199,-0.075403,0.144863,3
10,11,0.288766,-0.081762,0.118346,-0.175759,0.758198,-0.454565,-0.039716,-0.152668,-0.44156,-0.095588,-0.107938,0.062597,3
10,12,0.179328,-0.151669,0.241887,-0.097653,0.759062,-0.455726,-0.062039,-0.185209,-0.421556,-0.009433,-0.094704,-0.048736,3
10,13,0.027917,-0.176414,0.394489,-0.096104,0.763877,-0.380811,-0.115213,-0.207053,-0.402042,0.033698,-0.089177,-0.114768,3
10,14,-0.089912,-0.136144,0.508935,-0.113134,0.762794,-0.333032,-0.151119,-0.220865,-0.345382,0.081325,-0.124951,-0.17233,3
10,15,-0.166136,-0.174875,0.583711,-0.031616,0.760801,-0.366988,-0.1399,-0.191034,-0.298234,0.113342,-0.147993,-0.211954,3
10,16,-0.220031,-0.187524,0.647204,0.02532,0.761579,-0.399177,-0.102913,-0.164726,-0.28932,0.144257,-0.162933,-0.241643,3
10,17,-0.306241,-0.241849,0.738773,0.086026,0.742704,-0.412195,-0.074261,-0.128455,-0.316721,0.140032,-0.132992,-0.259917,3
11,1,0.946349,-0.65529,-0.205982,-0.568323,0.04414,-0.609592,-0.113313,0.193806,-0.006075,0.007862,-0.236937,0.069694,3
11,2,0.91856,-0.796767,-0.204944,-0.511968,0.080739,-0.578938,-0.11759,0.146172,-0.055198,0.018731,-0.232983,0.073136,3
11,3,0.838027,-0.88016,-0.217378,-0.429873,0.117201,-0.544185,-0.074269,0.121612,-0.135676,-0.034175,-0.242691,0.11374,3
11,4,0.772003,-0.876239,-0.273892,-0.318831,0.190321,-0.509749,-0.079846,0.080738,-0.201597,-0.07757,-0.235683,0.122292,3
11,5,0.862468,-1.061797,-0.212339,-0.242622,0.278199,-0.49272,-0.107737,0.017602,-0.288744,-0.088711,-0.20466,0.164658,3
11,6,0.806324,-1.123175,-0.174921,-0.150468,0.291488,-0.482432,-0.099715,-0.031989,-0.373645,-0.103549,-0.137609,0.197678,3
11,7,0.756216,-1.103318,-0.062226,-0.118437,0.284654,-0.455199,-0.100386,-0.064746,-0.407658,-0.107973,-0.080276,0.213023,3
11,8,0.654924,-1.096409,0.042673,-0.037671,0.354513,-0.446339,-0.13009,-0.09939,-0.410792,-0.119703,-0.054804,0.201425,3
11,9,0.514389,-1.189018,0.104184,0.134393,0.387109,-0.474001,-0.111953,-0.142872,-0.428263,-0.098015,-0.057697,0.142386,3
11,10,0.387097,-1.154316,0.161195,0.278983,0.432818,-0.50331,-0.102851,-0.176446,-0.406353,-0.054517,-0.067914,0.050811,3
11,11,0.292653,-1.049932,0.207215,0.328249,0.502858,-0.50631,-0.097303,-0.206262,-0.373617,-0.007673,-0.099801,-0.027895,3
12,1,0.736277,-0.109217,0.226712,-0.621903,-0.089707,-0.557623,-0.105097,0.210881,0.047172,-0.18388,-0.166038,0.174498,3
12,2,0.601714,-0.045193,0.198672,-0.726706,-0.048792,-0.489486,-0.074278,0.205421,-0.020602,-0.205629,-0.124677,0.13856,3
12,3,0.487441,-0.110414,0.127712,-0.725325,-0.007973,-0.454837,-0.065701,0.174675,-0.061304,-0.234974,-0.134179,0.162059,3
12,4,0.504412,-0.182609,0.025326,-0.733516,0.115554,-0.433915,-0.11034,0.177713,-0.126595,-0.223209,-0.157403,0.155138,3
12,5,0.525656,-0.193844,0.027099,-0.709596,0.13961,-0.401586,-0.122653,0.175285,-0.175773,-0.205156,-0.167396,0.166535,3
12,6,0.45389,-0.14486,0.07195,-0.662749,0.107493,-0.35601,-0.065257,0.099785,-0.251323,-0.140632,-0.139766,0.182831,3
12,7,0.346025,-0.099081,0.05972,-0.621844,0.20012,-0.37319,-0.025723,0.009965,-0.358392,-0.068057,-0.072663,0.143423,3
12,8,0.230191,0.001221,0.045285,-0.592558,0.316945,-0.337346,0.035663,-0.124177,-0.464149,-0.063202,-0.031566,0.127093,3
12,9,0.169226,-0.069992,0.069472,-0.45597,0.480951,-0.369623,-0.009632,-0.141496,-0.505742,-0.097678,-0.030109,0.137553,3
12,10,0.166107,-0.159666,0.040746,-0.258093,0.557691,-0.427828,-0.035625,-0.179548,-0.483008,-0.092995,-0.032523,0.082117,3
12,11,0.171593,-0.215056,0.025243,-0.111262,0.54492,-0.456487,-0.036702,-0.25424,-0.44575,-0.047778,-0.005326,0.005932,3
12,12,0.050328,-0.250572,0.150694,-0.04272,0.546473,-0.436042,-0.040027,-0.316646,-0.451979,0.008367,0.003197,-0.026519,3
12,13,-0.094932,-0.230833,0.313464,0.006701,0.551139,-0.416622,-0.033543,-0.340295,-0.434707,0.053881,-0.013785,-0.061029,3
12,14,-0.180895,-0.194673,0.46357,0.06659,0.573916,-0.432546,-0.028965,-0.315412,-0.354634,0.10333,-0.07924,-0.11722,3
12,15,-0.278691,-0.15799,0.514434,0.115185,0.638144,-0.444774,-0.013021,-0.299126,-0.296212,0.145991,-0.143445,-0.17775,3
13,1,0.497002,-0.07293,-0.108679,-0.761062,0.286501,-0.601468,-0.106932,0.121883,-0.138017,-0.030872,-0.234715,0.085847,3
13,2,0.576861,-0.062081,-0.125445,-0.762198,0.343993,-0.531414,-0.039405,0.015561,-0.275608,-0.041594,-0.157435,0.138299,3
13,3,0.610997,-0.051908,-0.171551,-0.735216,0.453233,-0.558721,-0.006083,-0.017227,-0.386964,-0.062032,-0.137665,0.219606,3
13,4,0.61038,0.02084,-0.099997,-0.646614,0.47899,-0.54219,0.006466,-0.051917,-0.422312,-0.093745,-0.078027,0.278149,3
13,5,0.402009,0.029347,-0.06388,-0.517796,0.566895,-0.541547,0.003182,-0.075438,-0.414909,-0.1147,-0.063533,0.27246,3
13,6,0.327596,-0.014889,-0.072139,-0.379877,0.656713,-0.572228,0.04624,-0.095552,-0.429029,-0.123989,-0.097144,0.23831,3
13,7,0.290881,-0.035622,-0.060479,-0.222867,0.691727,-0.591389,0.054346,-0.14041,-0.419168,-0.127977,-0.110639,0.172394,3
13,8,0.125766,-0.00202,0.101299,-0.11492,0.764843,-0.575091,-0.022722,-0.175975,-0.386088,-0.068685,-0.1163,0.06957,3
13,9,-0.069251,0.035382,0.243796,-0.11853,0.749118,-0.542322,-0.053213,-0.247229,-0.353303,0.029354,-0.156119,-0.051937,3
13,10,-0.123553,-0.018662,0.296152,-0.047581,0.684716,-0.566555,0.001663,-0.304407,-0.359798,0.081439,-0.150635,-0.105845,3
13,11,-0.169697,-0.104815,0.253006,0.088355,0.687865,-0.623815,0.009201,-0.306014,-0.318907,0.086201,-0.150514,-0.129694,3
13,12,-0.21105,-0.135334,0.23961,0.156874,0.698986,-0.640175,0.021888,-0.292406,-0.275323,0.094352,-0.151809,-0.152886,3
13,13,-0.199178,-0.125555,0.212455,0.207629,0.727016,-0.65635,0.029839,-0.259625,-0.217092,0.083486,-0.177998,-0.152107,3
13,14,-0.192375,-0.199856,0.21592,0.294887,0.675987,-0.644897,0.048235,-0.230978,-0.19087,0.056336,-0.189805,-0.160658,3
13,15,-0.197966,-0.287178,0.258179,0.36099,0.612991,-0.613896,0.057569,-0.224888,-0.180942,0.041428,-0.196236,-0.175376,3
14,1,0.669088,0.126628,-0.051337,-0.600383,0.207266,-0.585189,0.19334,0.077718,-0.293915,-0.232029,-0.102734,0.220207,3
14,2,0.529058,0.096727,-0.130877,-0.452151,0.241046,-0.542198,0.211184,-0.042704,-0.315373,-0.26223,-0.033259,0.25177,3
14,3,0.382011,0.075963,-0.210633,-0.340154,0.31964,-0.544194,0.20932,-0.148716,-0.348886,-0.227455,-0.020026,0.229554,3
14,4,0.310671,0.023286,-0.206869,-0.200237,0.358973,-0.503066,0.179464,-0.266421,-0.360328,-0.181605,0.01785,0.165716,3
14,5,0.254614,-0.019488,-0.208555,-0.021787,0.367799,-0.450671,0.20079,-0.357711,-0.351669,-0.155568,0.048436,0.085422,3
14,6,0.194193,-0.048452,-0.210458,0.166705,0.357258,-0.401071,0.205151,-0.421536,-0.327852,-0.122568,0.049241,-0.010235,3
14,7,0.093067,-0.08352,-0.052691,0.289829,0.354872,-0.408888,0.13728,-0.45358,-0.289297,-0.064256,0.041212,-0.111333,3
14,8,-0.017902,-0.162331,0.105145,0.347589,0.383446,-0.416598,0.108847,-0.441228,-0.23886,-0.016848,0.00089,-0.177227,3
14,9,-0.108101,-0.203899,0.259374,0.411004,0.396202,-0.415471,0.081257,-0.39322,-0.156109,0.003534,-0.042396,-0.227776,3
15,1,0.326581,-0.222356,0.049259,-0.790634,0.171613,-0.370964,-0.136778,0.238513,-0.193366,-0.226839,-0.085567,0.096344,3
15,2,0.377,-0.276081,0.056569,-0.776763,0.198026,-0.37178,-0.165326,0.208201,-0.221863,-0.22963,-0.061883,0.118535,3
15,3,0.500328,-0.377162,0.06008,-0.693047,0.262859,-0.387707,-0.196584,0.159407,-0.254001,-0.249389,-0.030955,0.175386,3
15,4,0.499932,-0.440847,0.071004,-0.607244,0.343158,-0.380992,-0.205065,0.048591,-0.272443,-0.276356,-0.003036,0.278378,3
15,5,0.41426,-0.419491,0.094217,-0.526196,0.400553,-0.336559,-0.183587,-0.076013,-0.283798,-0.194476,-0.01238,0.321145,3
15,6,0.313296,-0.380906,0.077364,-0.417074,0.47535,-0.314108,-0.12433,-0.181119,-0.347229,-0.052678,-0.043855,0.211402,3
15,7,0.228106,-0.357598,0.128026,-0.271,0.533823,-0.371478,-0.083151,-0.213141,-0.427873,0.008929,-0.028548,0.095877,3
15,8,0.174317,-0.418289,0.247142,-0.131678,0.54734,-0.376907,-0.088598,-0.25217,-0.423968,0.003868,-0.006405,0.035361,3
15,9,0.122175,-0.433657,0.323964,-0.047339,0.53947,-0.392807,-0.09074,-0.29268,-0.399789,0.027408,-0.025532,-0.022758,3
15,10,0.011928,-0.410277,0.341781,-0.000106,0.549643,-0.450091,-0.074111,-0.287158,-0.384355,0.033757,-0.074431,-0.067399,3
15,11,-0.138704,-0.335201,0.386954,0.032338,0.566218,-0.499279,-0.070636,-0.278553,-0.349229,0.042392,-0.11246,-0.11999,3
15,12,-0.246603,-0.317631,0.406046,0.102248,0.599282,-0.546812,-0.077507,-0.251047,-0.308695,0.04367,-0.121192,-0.163305,3
16,1,0.377859,-0.486386,0.02152,-0.886635,0.165251,-0.61933,-0.17825,0.336179,-0.113505,-0.036146,-0.092644,0.107699,3
16,2,0.256449,-0.500909,-0.019731,-0.863992,0.227513,-0.567881,-0.176633,0.278165,-0.137524,-0.078775,-0.10468,0.14963,3
16,3,0.248377,-0.488672,-0.042047,-0.812835,0.26701,-0.505813,-0.167599,0.201885,-0.159944,-0.135911,-0.098874,0.225414,3
16,4,0.232947,-0.57126,-0.034701,-0.703009,0.310773,-0.45478,-0.150483,0.104083,-0.218626,-0.160133,-0.09026,0.287781,3
16,5,0.193307,-0.673352,-0.020971,-0.608045,0.380558,-0.449175,-0.13508,0.04883,-0.323332,-0.15438,-0.073995,0.289695,3
16,6,0.093637,-0.717578,0.009605,-0.533066,0.449784,-0.451164,-0.131443,-0.002076,-0.422041,-0.137549,-0.019047,0.245353,3
16,7,0.012686,-0.721288,0.123871,-0.420037,0.429952,-0.413304,-0.144182,-0.080007,-0.423581,-0.121178,0.063364,0.215983,3
16,8,-0.076174,-0.774328,0.246883,-0.250678,0.45924,-0.369362,-0.142301,-0.164068,-0.402229,-0.113902,0.057884,0.143683,3
16,9,-0.22276,-0.805359,0.338604,-0.116283,0.491651,-0.341305,-0.119481,-0.241604,-0.379141,-0.069397,0.02351,0.046391,3
16,10,-0.322053,-0.788106,0.412741,-0.041385,0.540273,-0.337978,-0.113867,-0.266647,-0.368945,-0.001643,-0.008947,-0.072606,3
16,11,-0.342624,-0.772618,0.47282,-0.010989,0.568764,-0.345369,-0.112014,-0.280134,-0.380118,0.056682,-0.048417,-0.161721,3
16,12,-0.401105,-0.698575,0.524214,0.032061,0.528543,-0.349754,-0.076508,-0.322792,-0.359398,0.091215,-0.083818,-0.202849,3
16,13,-0.344634,-0.660067,0.544838,0.059081,0.494071,-0.366534,-0.06186,-0.324222,-0.313953,0.090312,-0.133159,-0.220779,3
16,14,-0.325909,-0.615506,0.55239,0.108649,0.477029,-0.399908,-0.045526,-0.306778,-0.270723,0.099173,-0.177574,-0.259839,3
16,15,-0.551061,-0.542264,0.538631,0.182558,0.492589,-0.440978,-0.00739,-0.302587,-0.240751,0.112415,-0.196814,-0.278798,3
16,16,-0.687534,-0.543881,0.55653,0.222788,0.513404,-0.460374,0.030029,-0.276068,-0.222741,0.117599,-0.213154,-0.268991,3
16,17,-0.680729,-0.575904,0.601105,0.260682,0.488225,-0.449121,0.046317,-0.236964,-0.194132,0.085963,-0.22112,-0.249027,3
16,18,-0.783783,-0.562047,0.624879,0.296571,0.488939,-0.449588,0.070828,-0.221443,-0.161629,0.067162,-0.234272,-0.240921,3
17,1,0.377463,0.039072,-0.060005,-0.689421,0.012481,-0.83559,-0.042999,0.296496,-0.045098,-0.055049,-0.059737,0.090905,3
17,2,0.397459,0.004078,-0.03308,-0.736267,0.045939,-0.77417,-0.067067,0.326312,-0.089194,-0.055143,-0.096017,0.091219,3
17,3,0.455239,-0.068376,0.021579,-0.80199,0.096532,-0.683296,-0.101647,0.348314,-0.139383,-0.069641,-0.138819,0.088096,3
17,4,0.509819,-0.131371,0.028016,-0.8247,0.150346,-0.614276,-0.11834,0.337204,-0.151827,-0.116991,-0.164866,0.103709,3
17,5,0.673377,-0.102094,0.034419,-0.80751,0.229462,-0.600295,-0.108615,0.31579,-0.197696,-0.149719,-0.165457,0.133353,3
17,6,0.859195,-0.214347,0.046324,-0.738471,0.237142,-0.525615,-0.079408,0.210593,-0.289917,-0.216318,-0.090819,0.199956,3
17,7,0.787809,-0.290372,-0.009243,-0.56274,0.228573,-0.456985,-0.009005,0.046064,-0.265317,-0.306426,-0.095311,0.284669,3
17,8,0.44778,-0.241285,0.033924,-0.41884,0.337383,-0.420504,-0.016297,-0.098643,-0.297025,-0.268428,-0.112863,0.323651,3
17,9,0.541664,-0.232254,-0.030671,-0.31318,0.406527,-0.44642,0.020582,-0.201138,-0.387869,-0.180762,-0.017456,0.302959,3
17,10,0.63212,-0.331071,-0.047293,-0.184385,0.365321,-0.404532,0.055519,-0.264817,-0.417681,-0.141717,0.024225,0.226046,3
17,11,0.575136,-0.454252,0.02545,-0.056668,0.397753,-0.373094,0.045529,-0.290778,-0.395143,-0.144616,0.015759,0.152937,3
17,12,0.431326,-0.559178,0.145702,0.096532,0.450262,-0.360299,0.033832,-0.26364,-0.341932,-0.106484,-0.020074,0.031376,3
17,13,0.038854,-0.560722,0.326275,0.109806,0.524948,-0.355337,-0.007639,-0.273372,-0.318043,-0.051451,-0.031547,-0.103618,3
18,1,0.424032,0.025915,-0.119739,-0.460833,-0.252455,-0.581322,-0.022991,0.182595,0.110181,-0.33118,0.13997,0.048868,3
18,2,0.405137,-0.006326,-0.134393,-0.476398,-0.134984,-0.551837,-0.027738,0.175169,0.093706,-0.384017,0.134305,0.083027,3
18,3,0.312833,-0.124844,-0.110102,-0.47527,-0.038775,-0.469022,-0.03576,0.177939,-0.032961,-0.427921,0.113697,0.14382,3
18,4,0.2797,-0.168569,-0.083453,-0.4956,0.049663,-0.430464,-0.056229,0.161566,-0.13285,-0.441202,0.097436,0.155186,3
18,5,0.218244,-0.162903,-0.139884,-0.492759,0.084457,-0.375204,-0.037467,0.065268,-0.162004,-0.462675,0.109425,0.14814,3
18,6,0.059411,-0.203385,-0.162503,-0.414059,0.154617,-0.363376,-0.055547,-0.009605,-0.160708,-0.495613,0.101454,0.190872,3
18,7,0.05851,-0.142849,-0.181947,-0.338443,0.213444,-0.347061,-0.071988,-0.103,-0.193243,-0.447191,0.121748,0.214087,3
18,8,0.103422,-0.014858,-0.164803,-0.279087,0.241132,-0.332339,0.014036,-0.278562,-0.314437,-0.219691,0.123445,0.187123,3
18,9,0.046119,-0.048356,-0.042502,-0.126843,0.350384,-0.41956,-0.001032,-0.250037,-0.364291,-0.139583,0.121346,0.140703,3
18,10,0.159122,-0.119744,0.019518,-0.023695,0.443751,-0.353163,-0.021575,-0.289835,-0.368037,-0.074185,0.064688,0.032413,3
18,11,0.208252,-0.314476,0.153493,0.090486,0.441668,-0.287315,-0.047529,-0.324181,-0.333359,-0.017168,0.035191,-0.093287,3
18,12,0.233079,-0.452248,0.215117,0.187305,0.443521,-0.279059,-0.060317,-0.358354,-0.269046,-0.034309,0.004981,-0.125468,3
19,1,0.52441,-0.030505,0.050132,-0.650246,0.064214,-0.646528,-0.101996,0.230814,0.059481,-0.1368,-0.178448,0.12526,3
19,2,0.472932,-0.024882,-0.007871,-0.59252,0.06228,-0.55567,-0.143766,0.149251,0.118261,-0.194439,-0.187956,0.145387,3
19,3,0.525259,0.003629,-0.088621,-0.581311,0.170635,-0.534165,-0.106169,0.133633,-0.003059,-0.198303,-0.166722,0.127207,3
19,4,0.616028,-0.062669,-0.074509,-0.571176,0.206631,-0.523193,-0.075059,0.146556,-0.159609,-0.190152,-0.122647,0.131449,3
19,5,0.55232,-0.107119,0.061328,-0.591956,0.245025,-0.438166,-0.081261,0.102059,-0.26513,-0.197521,-0.065475,0.157658,3
19,6,0.328907,-0.011226,0.248949,-0.606687,0.328063,-0.297056,-0.029517,-0.121074,-0.382722,-0.107641,0.047766,0.155542,3
19,7,0.295975,-0.013855,0.363025,-0.540583,0.424855,-0.195017,-0.053395,-0.14996,-0.384659,-0.107845,0.011843,0.085433,3
19,8,0.315686,-0.129667,0.438933,-0.342836,0.53064,-0.248901,-0.073979,-0.133616,-0.398785,-0.102191,-0.00744,-0.022412,3
19,9,0.094798,-0.122691,0.387417,-0.170115,0.568723,-0.306187,-0.03472,-0.286193,-0.347743,-0.006663,-0.035927,-0.125505,3
19,10,-0.073679,-0.072169,0.40529,-0.107673,0.609188,-0.325245,-0.027915,-0.356445,-0.336869,0.065149,-0.074294,-0.166159,3
19,11,-0.219852,0.007743,0.513286,-0.022362,0.657181,-0.35298,-0.033075,-0.342405,-0.310713,0.09734,-0.101973,-0.198115,3
19,12,-0.335809,0.014447,0.522874,0.082288,0.709736,-0.395145,0.006291,-0.27331,-0.292465,0.090587,-0.090254,-0.189863,3
20,1,0.871146,0.00214,-0.059705,-0.418729,-0.188516,-0.676569,0.007621,0.178807,-0.072527,-0.082239,0.05456,0.179272,3
20,2,0.817534,-0.107652,0.008065,-0.661998,-0.101523,-0.620433,-0.000705,0.311623,-0.087468,-0.10099,-0.005356,0.142423,3
20,3,0.775603,-0.167255,0.003031,-0.711562,-0.023427,-0.552323,-0.018682,0.322986,-0.155622,-0.107999,-0.026591,0.138831,3
20,4,0.657371,-0.242705,0.00909,-0.719492,0.019659,-0.468504,-0.054514,0.273264,-0.17097,-0.097256,-0.031634,0.158254,3
20,5,0.580338,-0.322963,0.003061,-0.691796,0.100472,-0.426225,-0.091852,0.217844,-0.222321,-0.111339,0.002403,0.189326,3
20,6,0.574076,-0.397419,-0.017579,-0.654633,0.197746,-0.420288,-0.118475,0.175481,-0.291206,-0.166964,0.036692,0.223049,3
20,7,0.516682,-0.429233,0.030325,-0.6053,0.244942,-0.401139,-0.127101,0.072502,-0.351793,-0.144637,0.070984,0.265404,3
20,8,0.514875,-0.411908,0.234679,-0.596023,0.277153,-0.372269,-0.117556,0.008811,-0.430833,-0.046981,0.120035,0.254836,3
20,9,0.476706,-0.359405,0.364491,-0.440224,0.340208,-0.384873,-0.096983,-0.102559,-0.477928,0.046523,0.092022,0.102241,3
20,10,0.414942,-0.364359,0.433871,-0.257891,0.42538,-0.433696,-0.10235,-0.134002,-0.482044,0.012893,0.009359,-0.001599,3
20,11,0.271818,-0.254979,0.51622,-0.221154,0.432154,-0.418111,-0.071772,-0.197391,-0.486942,0.045863,-0.0376,-0.078911,3
20,12,0.230016,-0.222553,0.649027,-0.233485,0.408971,-0.344139,-0.099735,-0.323199,-0.458494,0.16062,-0.074114,-0.199179,3
20,13,0.085609,-0.262964,0.718046,-0.155857,0.477104,-0.321782,-0.148731,-0.330095,-0.422971,0.18514,-0.087025,-0.241335,3
20,14,-0.080253,-0.207698,0.76974,-0.096026,0.534972,-0.295317,-0.1825,-0.321283,-0.343114,0.189279,-0.125331,-0.239493,3
20,15,-0.101944,-0.170484,0.876276,-0.082676,0.571387,-0.314652,-0.118636,-0.29811,-0.370069,0.250103,-0.149654,-0.27835,3
20,16,-0.15209,-0.099106,0.815582,-0.114239,0.617194,-0.354551,-0.098664,-0.283578,-0.333669,0.261257,-0.225369,-0.273758,3
21,1,0.406995,-0.10796,-0.330156,-0.641194,-0.13064,-0.578062,-0.078763,0.189413,0.25195,-0.246002,0.003816,0.097053,3
21,2,0.427763,-0.149462,-0.295396,-0.631726,-0.077473,-0.540443,-0.113116,0.186725,0.209875,-0.288768,0.002966,0.132277,3
21,3,0.425381,-0.189207,-0.274616,-0.598744,-0.01429,-0.496184,-0.11547,0.149091,0.139207,-0.319702,-0.000346,0.179102,3
21,4,0.439965,-0.265798,-0.276406,-0.545603,0.050098,-0.432178,-0.111127,0.082274,0.087991,-0.339898,-0.039501,0.204386,3
21,5,0.449922,-0.314483,-0.214264,-0.528957,0.123691,-0.371059,-0.111156,0.034791,0.00499,-0.329809,-0.103966,0.234981,3
21,6,0.450402,-0.209745,-0.276053,-0.433097,0.214752,-0.388734,-0.091423,-0.012318,-0.116985,-0.285533,-0.107715,0.263293,3
21,7,0.448836,-0.227299,-0.349944,-0.292875,0.296613,-0.422207,-0.09733,-0.045281,-0.247832,-0.209645,-0.058812,0.265845,3
21,8,0.391462,-0.376165,-0.206213,-0.162941,0.349817,-0.378318,-0.111489,-0.108044,-0.306489,-0.18903,-0.026217,0.270989,3
21,9,0.278614,-0.478323,-0.119046,-0.034439,0.367416,-0.326341,-0.059804,-0.212642,-0.339468,-0.178391,-0.04243,0.239251,3
21,10,0.19447,-0.547394,-0.046056,0.062149,0.417573,-0.30539,-0.03798,-0.270768,-0.372069,-0.1404,-0.018014,0.131831,3
21,11,0.271301,-0.593775,0.019292,0.217604,0.406987,-0.338851,-0.039407,-0.298173,-0.358267,-0.115925,0.008091,0.052953,3
21,12,0.261396,-0.702789,0.185102,0.234351,0.407268,-0.333449,-0.035292,-0.34282,-0.346642,-0.054886,-0.01362,-0.007436,3
