spid,commeqta,llploans,costtoincome,roe,liqassta,size,rating
292284,0.21094,0.031168,0.66295,0.169332,0.083744,20.412537,below_average
322718,0.077258,0.013247,0.362628,0.093389,0.348862,18.612234,below_average
207110,0.164876,0.029647,0.358747,0.060393,0.216996,16.2856,below_average
107197,0.072726,0.03272,0.515019,0.007651,0.447051,16.119893,below_average
260535,0.220481,0.030463,0.628953,0.110289,0.1005,16.95155,below_average
332971,0.167912,0.029199,0.555703,0.052649,0.529806,20.375782,below_average
360266,0.21314,0.036357,0.568063,0.172599,0.347232,16.153389,below_average
266134,0.246879,0.055758,0.773522,0.051348,0.490885,21.243884,below_average
190673,0.117836,0.034631,0.479365,0.206556,0.59718,19.294794,below_average
228478,0.17017,0.006611,0.694644,0.090594,0.321076,18.364846,below_average
138871,0.076668,0.061889,0.384259,0.028417,0.292263,17.951246,below_average
374699,0.09123,0.003579,0.3887,-0.012187,0.456857,18.922503,below_average
377782,0.057446,0.016432,0.669304,0.12587,0.594207,15.705686,below_average
153236,0.042181,0.054975,0.390624,0.052491,0.405233,18.412111,below_average
250783,0.052932,0.020009,0.724585,0.135923,0.361943,19.299206,below_average
161818,0.133465,0.04777,0.352221,0.116161,0.180662,20.513978,below_average
268351,0.16341,0.044596,0.611653,-0.024176,0.429324,17.492005,below_average
400331,0.266627,0.02956,0.575754,0.014323,0.166997,19.181321,below_average
105709,0.199211,0.036574,0.753605,0.159703,0.391449,19.578715,below_average
326446,0.082809,0.050795,0.427771,-0.055708,0.213477,18.841331,below_average
114886,0.095281,0.00786,0.36808,0.151191,0.470178,19.572664,below_average
282286,0.215171,-7.5e-05,0.602262,0.114118,0.041717,16.823608,below_average
269744,0.071614,0.058276,0.524441,0.079838,0.33105,16.477588,below_average
384878,0.214986,0.018557,0.577691,-0.045683,0.504184,19.329778,below_average
143727,0.180533,0.056011,0.431662,0.005063,0.292537,18.435483,below_average
327498,0.192248,0.010184,0.685628,0.137326,0.304054,15.679599,below_average
277600,0.06878,0.016681,0.710619,0.168111,0.445066,19.624403,below_average
258159,0.186224,0.011263,0.561775,0.018427,0.063694,19.173057,below_average
114304,0.087645,0.051212,0.386131,0.181066,0.453781,16.855819,below_average
155622,0.141871,0.01413,0.543768,0.143845,0.566444,17.342998,below_average
317267,0.210448,0.004982,0.782543,0.052599,0.565673,15.703069,below_average
243934,0.135435,0.017881,0.479453,-0.052204,0.168868,18.485717,below_average
312904,0.124808,0.05907,0.471966,0.070259,0.258797,18.396675,below_average
123624,0.056845,0.000314,0.74271,0.005429,0.230016,19.00814,below_average
173053,0.245288,0.009417,0.571646,0.165587,0.058036,18.438903,below_average
367691,0.139037,0.026941,0.645634,0.047918,0.328704,17.453848,below_average
377813,0.140224,0.038069,0.506448,0.020644,0.085657,20.066593,below_average
256055,0.165146,0.061788,0.734136,0.082853,0.265779,20.091954,below_average
254611,0.156715,0.068962,0.745131,-0.022839,0.301867,17.031616,below_average
269141,0.240062,0.019694,0.766362,-0.017443,0.516406,16.167498,below_average
312078,0.027949,0.053393,0.758622,0.111088,0.355903,16.778818,below_average
231078,0.124843,0.071682,0.66895,0.053541,0.459418,19.503677,below_average
257986,0.199606,0.010774,0.760162,0.179277,0.137519,16.09497,below_average
335033,0.03034,0.069081,0.606866,0.184952,0.314585,19.188524,below_average
306439,0.255221,0.011291,0.668378,0.093986,0.071281,16.563284,below_average
312871,0.053322,0.003353,0.389624,0.190295,0.450078,16.751188,below_average
162646,0.094283,0.027738,0.570355,0.151987,0.241968,17.947281,below_average
277640,0.030639,0.009782,0.361176,0.154396,0.227067,19.41516,below_average
126503,0.206371,0.036417,0.639445,0.108042,0.161477,20.266522,below_average
173309,0.111817,0.004084,0.420432,0.178991,0.079654,21.087159,below_average
258821,0.132931,0.019954,0.384239,0.017302,0.586458,15.953269,below_average
262001,0.263504,0.046918,0.630371,0.170945,0.355145,17.520786,below_average
227150,0.182536,0.033271,0.534756,0.033585,0.027057,16.188364,below_average
275161,0.095605,0.021881,0.677224,-0.024818,0.246603,21.175137,below_average
170647,0.097077,0.001685,0.735306,0.031864,0.223566,16.461971,below_average
317400,0.174761,0.049188,0.574377,0.17563,0.099511,16.790818,below_average
146232,0.24781,0.065957,0.748358,-0.009538,0.376501,17.601883,below_average
178031,0.190158,0.008858,0.431516,0.003922,0.071794,19.38043,below_average
310350,0.1126,0.054097,0.36039,-0.035804,0.106846,20.506418,below_average
172882,0.052098,0.042314,0.627721,0.150646,0.052123,16.606164,below_average
125306,0.21836,0.050099,0.742091,0.062502,0.341134,18.989397,below_average
307834,0.118059,0.068033,0.55361,0.181587,0.253848,18.810177,below_average
242781,0.040906,0.018885,0.54338,0.01833,0.352716,16.18803,below_average
186086,0.092747,0.071498,0.354963,-0.010049,0.31516,16.709979,below_average
163166,0.052052,0.031067,0.725828,0.142309,0.059462,15.811515,below_average
279322,0.099713,0.069485,0.497286,0.153222,0.490087,18.878169,below_average
156926,0.038676,0.055336,0.488567,0.047844,0.278657,16.571976,below_average
248390,0.118732,0.005189,0.440845,0.047494,0.176946,20.941006,below_average
211236,0.225346,0.002092,0.40323,0.193529,0.258491,19.555465,below_average
346930,0.14944,0.019222,0.544908,-0.011083,0.254087,17.401527,below_average
289204,0.218345,0.053791,0.677185,0.000697,0.522313,16.229283,below_average
235488,0.051822,0.000825,0.565683,0.062718,0.568364,15.986529,below_average
179716,0.084876,0.002108,0.456189,0.098943,0.148965,18.835756,below_average
278694,0.058162,0.046927,0.623172,-0.059883,0.587748,21.030717,below_average
181535,0.098684,0.006963,0.745868,0.190579,0.416607,18.93734,below_average
327365,0.13438,0.00266,0.350821,0.109352,0.066371,19.305105,below_average
233016,0.124062,0.048661,0.464111,0.146155,0.186792,20.789139,below_average
133689,0.235367,0.023333,0.46427,0.139183,0.40312,18.509951,below_average
172628,0.137273,0.02394,0.597094,0.190064,0.153706,20.481342,below_average
372552,0.024367,0.044509,0.377048,0.076075,0.47772,19.646617,below_average
328377,0.051086,0.006233,0.708877,0.181629,0.537873,20.986009,below_average
374348,0.121523,0.01105,0.456727,0.080441,0.170385,16.002774,below_average
364062,0.1092,0.017342,0.353537,0.052073,0.087591,16.351543,below_average
175318,0.032119,0.047722,0.76404,-0.013515,0.311631,18.991896,below_average
100473,0.036579,0.024658,0.713957,0.069844,0.260179,17.100156,below_average
236507,0.221986,0.010308,0.605186,0.030411,0.047038,19.931492,below_average
192084,0.159172,0.004882,0.566108,0.007025,0.461564,19.048642,below_average
233711,0.235044,0.01734,0.618282,0.153343,0.155766,18.050531,below_average
162585,0.050259,0.049421,0.576521,0.186955,0.090581,19.602051,below_average
173900,0.136905,0.050006,0.383759,0.029085,0.606525,16.527495,below_average
301804,0.146595,0.027346,0.771093,0.20867,0.091951,18.359854,below_average
326030,0.223572,0.010678,0.744438,0.098152,0.198867,17.216416,below_average
269841,0.10457,0.033668,0.389963,0.03346,0.528727,16.275435,below_average
109719,0.032393,0.030507,0.678794,0.123547,0.547418,15.970034,below_average
129066,0.179943,0.060492,0.709188,0.044748,0.053326,19.977587,below_average
192287,0.08978,0.05997,0.766391,-0.030663,0.179381,17.126403,below_average
297894,0.22386,0.04077,0.472412,-0.057533,0.317305,19.773716,below_average
168568,0.065751,0.026148,0.477034,0.209173,0.26833,18.752991,below_average
126370,0.247785,0.053978,0.661184,0.146915,0.183577,19.708582,below_average
195738,0.112688,0.032487,0.708812,-0.005827,0.358257,19.943537,below_average
209935,0.265704,0.029329,0.616615,0.047993,0.071053,19.600768,below_average
196658,0.141546,0.064566,0.356813,0.018888,0.242664,17.074895,below_average
260293,0.143383,0.071903,0.410565,0.163775,0.60339,18.610847,below_average
314675,0.119327,0.067159,0.595277,0.14991,0.515799,15.540876,below_average
205728,0.063938,0.057736,0.42347,-0.004646,0.450496,19.987759,below_average
189588,0.103197,0.02482,0.479632,0.122249,0.543167,19.042053,below_average
341554,0.052816,0.064076,0.761796,0.038684,0.061555,16.611736,below_average
297063,0.222751,-0.000458,0.735088,-0.011707,0.030495,15.716345,below_average
333781,0.236771,0.053998,0.633808,0.203911,0.45922,17.734636,below_average
322717,0.082013,0.009919,0.712671,0.060357,0.178476,17.101001,below_average
351529,0.026556,0.015064,0.713561,0.178632,0.516463,21.015027,below_average
358500,0.12604,0.04865,0.471014,0.106878,0.27211,15.430659,below_average
177308,0.044294,0.066351,0.534351,0.129474,0.308612,16.061416,below_average
108554,0.054196,0.066922,0.564155,0.160918,0.503825,18.281938,below_average
380236,0.150598,0.065989,0.574229,0.011795,0.278052,19.162936,below_average
342775,0.22982,0.026998,0.724517,0.029651,0.25542,20.278128,below_average
290489,0.193571,0.018804,0.388846,0.106918,0.349527,18.108033,below_average
119701,0.109654,0.028261,0.923548,0.02506,0.36319,16.779097,excellent
103231,0.063868,0.000671,0.824114,0.100197,0.32015,17.475647,excellent
100237,0.057651,0.032484,0.86939,0.045539,0.356044,15.684806,excellent
366254,0.025817,0.013344,0.512827,0.111273,0.346583,17.800661,excellent
369286,0.103263,0.032165,0.875843,0.024713,0.083048,16.879607,excellent
171302,0.044762,0.031551,0.671258,0.083648,0.009261,17.054781,excellent
115972,0.023703,0.0162,0.668643,0.147075,0.508341,15.436794,excellent
247111,0.070452,0.004524,0.698638,0.182284,0.500834,15.968285,excellent
131185,0.101645,0.014768,0.402367,0.042741,0.109164,16.299693,excellent
209543,0.030425,0.007925,0.405726,0.253332,0.078463,18.444632,excellent
360857,0.048837,0.03507,0.517384,0.15866,0.338772,17.50645,excellent
247798,0.077775,0.004962,0.704114,0.122731,0.06541,16.194488,excellent
308480,0.049395,0.01791,0.489367,0.146159,0.210103,16.821119,excellent
189556,0.044341,0.007996,0.802757,0.221302,0.054744,17.197488,excellent
398664,0.102137,0.031577,0.423586,0.223016,0.12874,16.648173,excellent
106299,0.049739,0.03429,0.558013,0.250814,0.332311,15.60236,excellent
263718,0.016778,0.010324,0.855269,0.209175,0.162659,17.351358,excellent
301611,0.040548,0.001495,0.778852,0.172748,0.137344,17.749875,excellent
333481,0.032975,0.023792,0.914131,-0.021578,0.319864,15.626814,excellent
197281,0.019133,0.004403,0.374336,0.202702,0.211882,15.922655,excellent
223580,0.121856,0.032795,0.466961,-0.045369,0.487498,18.986781,excellent
323306,0.097581,0.02021,0.414254,0.214126,0.140439,16.624827,excellent
126364,0.115035,0.006742,0.878876,0.025266,0.178488,18.579886,excellent
285193,0.091154,0.013121,0.926295,0.188325,0.418659,16.151431,excellent
269248,0.115041,0.021215,0.599722,0.043495,0.311012,18.48251,excellent
350932,0.024187,0.000698,0.529954,0.087247,0.446516,18.792275,excellent
170608,0.105409,0.032766,0.704369,0.035395,0.299657,17.255619,excellent
367428,0.051566,0.011555,0.406615,0.139708,0.227861,16.79705,excellent
127930,0.028066,0.03183,0.652728,0.178389,0.339636,17.697898,excellent
167089,0.107349,0.001126,0.355969,0.111732,0.139119,16.142154,excellent
286945,0.102693,0.026436,0.490485,0.153768,0.070083,16.31352,excellent
192489,0.075618,0.029294,0.690218,0.14048,0.301085,16.872225,excellent
109821,0.118351,0.010743,0.703374,0.135641,0.072792,15.434855,excellent
179602,0.098722,0.003029,0.571653,0.213481,0.240989,18.616531,excellent
118349,0.040064,0.020062,0.877091,0.01759,0.494233,18.41766,excellent
320086,0.110112,0.038291,0.622254,0.078539,0.037938,17.389173,excellent
344400,0.109014,0.039024,0.589075,0.101941,0.354178,16.235843,excellent
314735,0.068141,0.028321,0.67125,0.098163,0.379303,19.228303,excellent
315720,0.02995,0.030382,0.843736,0.216219,0.351576,18.362933,excellent
173449,0.079406,0.000954,0.576625,0.133139,0.383539,18.804601,excellent
240539,0.10395,0.016522,0.467636,0.117684,0.50231,18.213119,excellent
382985,0.0888,0.007853,0.815866,0.067954,0.413366,17.748905,excellent
278438,0.1046,0.03195,0.362736,0.048971,0.20393,17.220343,excellent
323830,0.102394,0.0254,0.367288,-0.006305,0.127492,15.660569,excellent
245045,0.054321,0.011355,0.396652,0.110404,0.195332,16.446895,excellent
258324,0.043197,0.037569,0.532301,0.121721,0.04085,16.51337,excellent
168017,0.028169,0.021349,0.362276,0.16775,0.109021,16.688794,excellent
199860,0.025537,0.03665,0.401961,0.028636,0.145797,15.533896,excellent
371622,0.104011,0.030214,0.802615,0.167355,0.09369,18.631641,excellent
268323,0.081917,0.013764,0.588309,0.039964,0.076257,17.550331,excellent
253401,0.103424,0.003286,0.559672,-0.032084,0.166198,15.98644,excellent
105505,0.070563,0.014086,0.359352,0.17958,0.404875,18.816232,excellent
204126,0.084838,0.033141,0.854215,0.145592,0.315606,17.202078,excellent
112103,0.064373,0.040192,0.457905,0.031783,0.432752,17.318169,excellent
157656,0.013581,0.022826,0.728945,0.069008,0.148169,15.846172,excellent
282191,0.097654,0.038179,0.775545,0.128133,0.11202,17.120851,excellent
180778,0.119697,0.035552,0.621014,0.20739,0.037046,17.113116,excellent
149796,0.039502,0.034952,0.876709,-0.002916,0.334728,15.497919,excellent
214222,0.025493,0.015526,0.426664,0.058312,0.176746,16.724433,excellent
271432,0.113719,0.001831,0.736401,0.068948,0.224644,18.356899,excellent
194609,0.065977,0.022418,0.465012,-0.018157,0.344547,15.963367,excellent
248932,0.074474,0.000608,0.810643,0.019056,0.348711,16.043567,excellent
268452,0.064185,0.035067,0.665081,0.045868,0.162798,15.71223,excellent
234475,0.07388,0.010298,0.633013,0.24713,0.263006,17.933062,excellent
191060,0.023182,7.7e-05,0.690556,0.12474,0.259338,19.243548,excellent
324854,0.062447,0.030169,0.60833,0.016479,0.076455,15.958685,excellent
238465,0.101811,0.032203,0.592876,0.098744,0.096314,17.988908,excellent
367226,0.115478,0.027962,0.364935,0.11402,0.462195,17.846799,excellent
391173,0.093589,0.014563,0.672559,0.245936,0.04274,19.039039,excellent
265764,0.094762,0.028827,0.354307,0.085682,0.169815,18.33766,excellent
221343,0.031873,0.010148,0.579255,0.085215,0.014073,17.283285,excellent
298248,0.119652,0.004088,0.724403,0.084084,0.315418,17.972866,excellent
107688,0.042431,0.02131,0.635467,0.068864,0.124829,18.854967,excellent
333573,0.032282,0.02891,0.452845,-0.020922,0.40298,17.1545,excellent
261319,0.058506,0.037443,0.386756,0.246972,0.200928,15.639731,excellent
362246,0.113815,0.034082,0.750092,-0.004558,0.239825,16.400651,excellent
189024,0.052836,0.00692,0.484634,0.227927,0.374665,15.874741,excellent
115103,0.016018,0.011383,0.720716,-0.034115,0.499669,17.961589,excellent
308280,0.094766,0.033159,0.722479,0.122437,0.49447,15.451643,excellent
186574,0.068821,0.040353,0.692875,0.122775,0.201643,15.610389,excellent
231064,0.021246,0.016839,0.635137,0.228984,0.335658,15.933101,excellent
288068,0.072278,0.038679,0.860072,-0.030594,0.116469,18.088388,excellent
198664,0.072026,0.01088,0.465058,0.235525,0.491141,17.53604,excellent
188149,0.041418,0.019047,0.48791,-0.026591,0.141571,16.524085,excellent
359601,0.065818,0.032534,0.832148,-0.008724,0.320868,18.075721,excellent
283562,0.114452,0.029186,0.728151,0.186348,0.295613,15.788085,excellent
201135,0.037882,0.031517,0.502108,0.000268,0.084326,17.048492,excellent
389321,0.013895,0.036766,0.483467,-0.03102,0.10797,19.069122,excellent
226254,0.081727,0.025153,0.529534,-0.005564,0.114506,18.359748,excellent
312597,0.073879,0.006485,0.899278,0.099097,0.042939,16.349531,excellent
297092,0.031951,0.02556,0.49569,0.089217,0.301065,18.521687,excellent
382445,0.095122,0.000685,0.580574,0.136149,0.36996,16.957337,excellent
259338,0.101716,0.031658,0.412942,0.107672,0.04695,18.486927,excellent
376535,0.089552,0.020366,0.389721,0.005416,0.323422,16.401369,excellent
257420,0.09481,0.029104,0.739755,-0.001994,0.030805,15.530438,excellent
110979,0.019069,0.033964,0.556158,0.023601,0.499399,18.831366,excellent
187412,0.075743,0.039345,0.895797,0.041377,0.457036,17.178983,excellent
398671,0.104202,0.004393,0.860009,0.094819,0.170321,19.129198,excellent
354973,0.037733,0.019529,0.912948,-0.041485,0.146601,15.725723,excellent
278529,0.06621,0.004628,0.845201,0.081324,0.284912,15.632008,excellent
375661,0.11898,0.014558,0.377211,0.114739,0.073829,17.744181,excellent
288485,0.026973,0.007597,0.669369,-0.003407,0.160991,17.73899,excellent
105719,0.052796,0.000927,0.804092,-0.027827,0.059,17.603399,excellent
366066,0.045558,0.000795,0.411774,-0.021823,0.45228,18.5157,excellent
364193,0.02181,0.001928,0.830057,0.257593,0.165841,16.396383,excellent
395742,0.084097,0.035578,0.651906,0.084871,0.031653,17.30016,excellent
189340,0.039935,0.026016,0.378317,0.014854,0.157638,16.622111,excellent
319856,0.044855,0.025768,0.768429,-0.031703,0.016141,16.247192,excellent
200861,0.072176,0.0141,0.507641,0.105905,0.043993,17.604685,excellent
343911,0.050923,0.038901,0.778613,0.16375,0.29318,17.440249,excellent
204510,0.066154,0.003399,0.443713,0.107773,0.051181,16.225896,excellent
310951,0.026622,0.028844,0.600366,0.024651,0.191989,18.600507,excellent
269056,0.090556,0.037468,0.707038,0.089437,0.39587,16.418617,excellent
120769,0.106832,0.020167,0.576548,0.229139,0.106179,19.099688,excellent
181124,0.10893,0.010704,0.891282,0.152605,0.505003,16.544586,excellent
115583,0.061261,0.013095,0.607118,0.165106,0.080459,18.992582,excellent
258479,0.029922,0.033633,0.932337,0.134907,0.255672,16.758587,excellent
342401,0.01421,0.0371,0.67419,0.092224,0.314914,17.352438,excellent
147592,0.035003,0.026142,0.892184,0.185272,0.055755,19.094094,excellent
331114,0.115988,0.011458,0.433376,0.061874,0.121518,15.659247,excellent
292246,0.026457,0.009698,0.678774,0.163563,0.322819,18.079345,excellent
218373,0.117061,0.012587,0.396599,0.197558,0.201779,16.216586,excellent
180719,0.101796,0.004325,0.514228,0.154267,0.109656,19.249192,excellent
330140,0.04054,0.040285,0.685539,0.228547,0.375553,17.288964,excellent
360739,0.018632,0.008347,0.826078,0.189023,0.311971,18.182374,excellent
141126,0.088445,0.057333,0.58216,0.177753,0.374932,18.818966,good
268727,0.167749,0.022479,0.585915,0.211333,0.415462,16.177509,good
162866,0.048912,0.058884,0.778156,0.007484,0.06239,16.398579,good
188356,0.03296,0.050555,0.738531,-0.028942,0.389023,17.63495,good
179359,0.120339,0.004574,0.410471,-0.064286,0.071822,18.32266,good
350801,0.02156,0.011073,0.418877,0.20572,0.297221,17.756291,good
333504,0.117277,0.007053,0.412498,0.057696,0.449662,16.886094,good
265993,0.143245,0.049762,0.542622,0.140396,0.341308,19.229453,good
198482,0.136948,0.038425,0.442592,0.059731,0.285679,16.790349,good
386084,0.020804,0.006444,0.380747,0.122749,0.078939,19.182706,good
388977,0.076226,0.028708,0.833761,-0.003936,0.263046,16.276795,good
118085,0.112753,0.04985,0.667308,0.24466,0.16396,16.586412,good
272125,0.1723,0.009216,0.687268,0.18795,0.07535,16.362033,good
138728,0.174219,0.057095,0.443126,0.366729,0.395312,16.485164,good
101823,0.15371,0.03544,0.470297,0.091011,0.376691,19.293479,good
357311,0.144987,0.047477,0.429566,0.347108,0.355294,18.648885,good
337084,0.130637,0.044574,0.745583,0.299501,0.34348,18.077717,good
247756,0.11696,0.01387,0.702313,0.31896,0.163199,17.005056,good
128745,0.11131,0.057955,0.509985,0.079185,0.193599,18.195466,good
278214,0.060291,0.02042,0.739514,-0.05078,0.360354,16.948202,good
132922,0.160978,0.023755,0.793288,-0.047283,0.459654,18.044976,good
217772,0.155653,0.015248,0.841251,0.172319,0.419631,17.786237,good
201032,0.140585,0.053432,0.707985,0.105058,0.289246,16.269311,good
167948,0.017362,0.031218,0.758242,0.290792,0.389534,18.594106,good
398238,0.118732,0.024757,0.481539,0.144708,0.234671,15.876541,good
158772,0.021044,0.049841,0.633896,-0.017549,0.183928,17.869269,good
124495,0.02973,0.049906,0.804144,-0.013575,0.159043,18.178701,good
138658,0.138384,0.0344,0.479316,0.027283,0.244636,16.641951,good
281095,0.130772,0.001266,0.351978,0.183255,0.158436,18.643578,good
108918,0.152355,0.019877,0.786066,-0.031343,0.137299,18.505848,good
117197,0.132736,0.035787,0.596312,0.266114,0.026116,16.243278,good
242210,0.064056,0.046524,0.579257,0.157805,0.242369,17.888803,good
235837,0.059569,0.05422,0.398977,0.327622,0.318668,16.470781,good
209148,0.077193,0.044927,0.349323,0.019391,0.184322,17.28523,good
117688,0.099083,0.021943,0.523911,-0.070599,0.448378,16.781,good
270079,0.094757,0.023198,0.600637,-0.04679,0.431069,16.960906,good
151528,0.01947,0.020841,0.619049,0.363577,0.387585,18.822275,good
375656,0.037765,0.017738,0.641279,0.120738,0.352779,16.234075,good
197776,0.128533,0.044202,0.625571,0.004103,0.320972,17.609482,good
391770,0.148188,0.03339,0.824405,-0.031388,0.452495,17.892148,good
250558,0.104478,0.013925,0.413887,0.154802,0.149611,19.211887,good
159647,0.106765,0.003788,0.464804,0.146178,0.103007,17.634062,good
190909,0.084761,0.033748,0.509958,0.367972,0.039736,17.781784,good
218272,0.115524,0.015659,0.567159,0.089572,0.287303,16.482813,good
266647,0.14553,0.025324,0.609779,0.319579,0.323411,18.431144,good
302260,0.123542,0.003344,0.455502,0.355361,0.103917,16.457121,good
167812,0.030167,0.055786,0.576377,0.358213,0.090384,16.855134,good
253097,0.086912,0.004985,0.842684,0.154187,0.325225,16.793573,good
397614,0.023094,0.032291,0.748519,0.207183,0.39784,16.968227,good
147034,0.170564,0.047909,0.484464,0.289015,0.070651,18.574647,good
171355,0.137483,0.008563,0.369411,0.374196,0.146858,19.066379,good
397708,0.136451,0.046947,0.79958,0.31674,0.171168,16.710489,good
390903,0.038959,0.043217,0.629981,0.067633,0.179018,16.234795,good
232377,0.169247,0.051068,0.34656,0.160151,0.431599,19.341077,good
125919,0.088527,0.018292,0.786459,0.277786,0.235807,16.895165,good
179363,0.141097,0.052968,0.496773,0.125997,0.140192,16.43472,good
294001,0.135556,0.045127,0.362835,0.277141,0.031186,17.414269,good
244371,0.05425,0.014318,0.707504,0.198688,0.1513,15.815418,good
105874,0.169127,0.055655,0.419413,0.161129,0.120787,16.472239,good
311129,0.096233,0.047168,0.545353,0.263398,0.082166,18.915978,good
228713,0.163959,0.045141,0.4769,0.216706,0.138082,16.365119,good
369188,0.110896,0.057274,0.687348,0.110406,0.350625,17.462691,good
362692,0.081627,0.030326,0.604953,0.250515,0.194251,17.198291,good
159174,0.146106,0.050616,0.675634,0.16101,0.424002,18.277305,good
325329,0.075867,0.027338,0.408026,0.328529,0.369284,15.920651,good
152736,0.055983,0.001584,0.616615,-0.02344,0.224285,19.350134,good
330587,0.037342,0.054713,0.706752,0.041032,0.300069,16.72245,good
215646,0.172254,0.023674,0.553569,0.159208,0.445406,17.638366,good
400152,0.079377,0.017832,0.571007,0.17992,0.386926,15.981456,good
298022,0.086102,0.006292,0.757379,0.286266,0.339515,17.609475,good
160934,0.143622,0.011766,0.355115,0.115492,0.397818,16.351264,good
231403,0.040952,0.047624,0.554436,0.038523,0.210904,19.010018,good
273919,0.022237,0.017632,0.506734,0.006361,0.107781,18.375909,good
264352,0.160673,0.052282,0.799481,0.151205,0.071751,19.464647,good
180469,0.079973,0.013044,0.750536,0.006497,0.080769,18.91681,good
282600,0.170296,0.031005,0.343311,0.274372,0.08902,16.619289,good
329811,0.142406,0.043066,0.770049,0.006404,0.331488,17.233102,good
240546,0.088238,0.036992,0.476517,-0.005962,0.294417,18.823984,good
386461,0.161994,0.007402,0.798227,-0.002128,0.138643,15.997661,good
388537,0.16746,0.03534,0.349666,-0.05208,0.359326,18.97879,good
100064,0.043041,0.059002,0.817762,0.200977,0.313966,17.592981,good
341359,0.08705,0.045681,0.525551,0.035115,0.422742,16.441713,good
386934,0.114974,0.030808,0.522256,0.158298,0.212408,17.011625,good
114827,0.125999,0.033803,0.772153,0.289096,0.383073,18.467995,good
130735,0.070527,0.028148,0.825026,0.257473,0.101724,18.582418,good
300249,0.079057,0.03939,0.345349,0.152487,0.087124,16.835348,good
268926,0.060681,0.051014,0.744418,0.293406,0.252396,17.89812,good
119639,0.044648,0.002782,0.787295,0.03075,0.296273,16.999632,good
104915,0.062535,0.00146,0.764936,0.033394,0.230133,19.09932,good
344916,0.114235,0.040085,0.772387,0.253616,0.346978,18.608815,good
136722,0.125444,0.034163,0.697622,0.381484,0.292464,15.889572,good
210476,0.068974,0.04375,0.595945,-0.006497,0.129777,18.730741,good
125407,0.135601,0.038415,0.545885,0.072937,0.306291,18.712572,good
184282,0.100658,0.001975,0.712164,0.167292,0.13143,16.757596,good
349045,0.139012,0.009672,0.42411,-0.022413,0.138277,17.676261,good
340991,0.102988,0.056723,0.807812,0.066045,0.355923,17.632054,good
202367,0.118066,0.046032,0.794839,0.293856,0.059752,16.919933,good
279418,0.074142,0.040414,0.56345,0.352631,0.422061,17.001944,good
290028,0.157394,0.011051,0.593994,0.104885,0.063912,16.499986,good
254161,0.016146,0.046401,0.533939,0.032897,0.302813,17.601186,good
222207,0.054878,0.033936,0.693411,0.126764,0.203329,17.346988,good
234009,0.135667,0.034516,0.674403,-0.040026,0.355515,18.145718,good
259408,0.135338,0.053287,0.393103,0.162591,0.112123,18.801348,good
251629,0.044783,0.047407,0.764172,0.253306,0.195038,19.396998,good
184516,0.166866,0.012274,0.826488,-0.04241,0.136196,16.821312,good
313092,0.033112,0.046316,0.499251,0.173478,0.037742,18.054471,good
244133,0.050319,0.013003,0.69962,0.084895,0.405872,15.767178,good
230197,0.168681,0.019644,0.794206,0.245227,0.205196,17.075866,good
176160,0.124441,0.039739,0.637573,0.335816,0.428606,18.710875,good
107306,0.027257,0.018539,0.424821,0.22673,0.331078,19.002153,good
121410,0.148158,0.037367,0.367841,0.293562,0.070545,17.703365,good
122390,0.175412,0.045391,0.414597,0.19379,0.349674,17.871449,good
393828,0.143007,0.03062,0.856968,0.379703,0.167247,19.347578,good
345396,0.039048,0.004819,0.416305,0.262792,0.313032,19.343586,good
301285,0.062881,0.02261,0.677298,0.237272,0.261195,19.019741,good
216841,0.130909,0.03955,0.35864,-0.020719,0.448152,16.100549,good
194261,0.127166,0.003526,0.766847,-0.023708,0.23386,17.176155,good
218499,0.04771,0.013394,0.38464,0.142714,0.271031,18.171259,good
133623,0.081936,0.045835,0.553544,0.124608,0.314305,18.11799,good
202795,0.096388,0.009282,0.701141,0.198059,0.188116,15.82101,good
265140,0.064037,0.005146,0.729027,0.269361,0.110831,16.770204,good
223771,0.099829,0.057023,0.791465,0.132807,0.259818,18.371716,good
192190,0.037769,0.004588,0.636064,0.36962,0.060269,17.170151,good
206433,0.085339,0.028936,0.689005,0.306209,0.084816,15.967986,good
269348,0.168812,0.033666,0.600872,0.337199,0.044563,18.447268,good
213268,0.057502,0.001817,0.571251,0.154804,0.180977,18.493163,good
337719,0.097257,0.02412,0.637423,0.264172,0.45137,19.392603,good
295998,0.128424,0.049128,0.803687,0.104722,0.18619,18.065348,good
371747,0.111126,0.036019,0.504604,0.021689,0.105085,17.925454,good
250200,0.110579,0.006108,0.836371,0.103627,0.421596,17.328962,good
148064,0.173557,0.056559,0.58647,0.080514,0.38165,16.581367,good
299117,0.172066,0.0424,0.791916,0.293914,0.047748,16.990203,good
264981,0.071835,0.007701,0.604097,0.303259,0.377079,17.759208,good
192333,0.13383,0.009442,0.711721,0.158195,0.280888,17.157097,good
154085,0.084711,0.057211,0.545388,0.237394,0.221512,18.293772,good
193604,0.031643,0.049555,0.610236,0.114513,0.265196,16.54993,good
337783,0.132306,0.020264,0.788159,0.308286,0.085302,17.624995,good
158888,0.151974,0.018162,0.610959,0.312037,0.343927,18.401481,good
392227,0.153425,0.031335,0.575678,0.344025,0.247388,19.33742,good
110267,0.066157,0.034632,0.855192,-0.027317,0.2289,18.66369,good
351726,0.12465,0.011933,0.559291,0.196277,0.359647,18.654935,good
