dataset,num_combinations,recommended_preproc,recommended_algorithm,recommended_score,best_preproc,best_algorithm,best_score,delta_score,rank,percentile_rank,is_top_1,is_top_3,is_top_5,best_top3_preproc,best_top3_algorithm,best_top3_score,best_top3_delta,best_top3_rank,best_top3_percentile,best_top3_is_top_1,best_top3_is_top_3,best_top3_is_top_5,recommendation_time_s,delta_multiclass_precision_macro,delta_multiclass_recall_macro,delta_multiclass_f1_weighted,best_multiclass_precision_macro,rec_multiclass_precision_macro,best_multiclass_recall_macro,rec_multiclass_recall_macro,best_multiclass_f1_weighted,rec_multiclass_f1_weighted
energy-efficiency.csv,32,ADASYN,RandomForestClassifier,,RandomOverSampler,RandomForestClassifier,0.549,,,,False,False,False,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0304,,,,0.484,,0.5,,0.598,
dionis_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,32,SMOTE,BalancedRandomForestClassifier,,RandomOverSampler,RandomForestClassifier,0.478,,,,False,False,False,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.028,,,,0.403,,0.452,,0.496,
connect-4_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,56,SMOTE,RandomForestClassifier,0.552,ADASYN,GradientBoostingClassifier,0.563,-0.011,8.0,85.19,False,False,False,RandomOverSampler,BalancedRandomForestClassifier,0.556,-0.007,2.0,96.3,False,True,True,0.0294,-0.008,-0.024,-0.007,0.534,0.526,0.543,0.519,0.686,0.679
collins.csv,48,SMOTE,GradientBoostingClassifier,,RandomOverSampler,RandomForestClassifier,0.238,,0.0,,False,True,True,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0308,,,,0.221,,0.243,,0.25,
car_evaluation.csv,56,SMOTE,GradientBoostingClassifier,0.943,TomekLinks,GradientBoostingClassifier,0.975,-0.032,23.0,58.18,False,False,False,TomekLinks,GradientBoostingClassifier,0.975,0.0,1.0,98.18,True,True,True,0.0306,-0.059,-0.014,-0.019,0.965,0.906,0.977,0.963,0.987,0.968
ann_thyroid.csv,56,TomekLinks,GradientBoostingClassifier,0.983,RandomOverSampler,BalancedRandomForestClassifier,0.986,-0.003,20.0,62.96,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.984,-0.002,11.0,79.63,False,False,False,0.0296,0.001,-0.008,-0.001,0.972,0.973,0.996,0.988,0.997,0.996
allrep.csv,56,TomekLinks,GradientBoostingClassifier,0.846,RandomOverSampler,GradientBoostingClassifier,0.862,-0.016,2.0,96.36,False,True,True,RandomOverSampler,GradientBoostingClassifier,0.862,0.0,1.0,98.18,True,True,True,0.0295,0.041,-0.087,-0.002,0.793,0.834,0.836,0.749,0.986,0.984
allhypo.csv,56,RandomOverSampler,GradientBoostingClassifier,0.934,RandomOverSampler,GradientBoostingClassifier,0.934,0.0,1.0,98.18,True,True,True,RandomOverSampler,GradientBoostingClassifier,0.934,0.0,1.0,98.18,True,True,True,0.0292,0.0,0.0,0.0,0.889,0.889,0.95,0.95,0.986,0.986
allhyper.csv,48,TomekLinks,GradientBoostingClassifier,,ADASYN,GradientBoostingClassifier,0.83,,,,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.821,-0.009,4.0,91.49,False,False,True,0.0297,,,,0.698,,0.795,,0.987,
allbp.csv,40,TomekLinks,GradientBoostingClassifier,,RandomOverSampler,GradientBoostingClassifier,0.812,,,,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.812,0.0,1.0,97.5,True,True,True,0.0288,,,,0.692,,0.819,,0.969,
Fetal_cardiotocography_dataset.csv,56,RandomOverSampler,RandomForestClassifier,0.983,RandomOverSampler,BalancedRandomForestClassifier,0.983,0.0,3.0,94.64,False,True,True,RandomOverSampler,RandomForestClassifier,0.983,0.0,3.0,94.64,False,True,True,0.0299,0.001,0.0,0.0,0.988,0.989,0.98,0.98,0.99,0.99
Cervical_Cancer_Risk_Factors_clean.csv,56,RandomOverSampler,GradientBoostingClassifier,0.541,TomekLinks,AdaBoostClassifier,0.611,-0.07,28.0,48.15,False,False,False,SMOTE,GradientBoostingClassifier,0.595,-0.016,11.0,79.63,False,False,False,0.0293,0.04,0.025,-0.081,0.176,0.216,0.199,0.224,0.825,0.744
